"","A1","A2","A3"
"ID1",0,1,1
"ID2",0,0,1
"ID3",0,0,1
"ID4",0,1,1
"ID5",0,0,1
"ID6",1,1,1
"ID7",1,0,1
"ID8",0,0,1
"ID9",0,1,1
"ID10",0,1,1
"ID11",0,1,1
"ID12",0,0,0
"ID13",1,1,1
"ID14",0,1,1
"ID15",0,0,1
"ID16",0,1,1
"ID17",0,0,1
"ID18",1,1,1
"ID19",0,0,1
"ID20",0,0,0
"ID21",0,0,1
"ID22",0,0,1
"ID23",0,1,1
"ID24",0,1,1
"ID25",0,0,1
"ID26",0,0,0
"ID27",1,1,1
"ID28",0,0,0
"ID29",0,0,1
"ID30",0,0,1
"ID31",0,0,1
"ID32",0,0,1
"ID33",0,0,1
"ID34",0,1,1
"ID35",0,0,0
"ID36",0,1,1
"ID37",0,1,1
"ID38",1,1,1
"ID39",0,1,0
"ID40",0,0,1
"ID41",0,0,1
"ID42",0,0,1
"ID43",0,0,1
"ID44",0,0,1
"ID45",0,0,1
"ID46",0,0,0
"ID47",0,1,1
"ID48",1,0,1
"ID49",0,1,1
"ID50",0,1,1
