"","Item1","Item2","Item3","Item4","Item5","Item6","Item7","Item8","Item9","Item10","Item11","Item12","Item13","Item14","Item15","Item16","Item17","Item18","Item19","Item20"
"ID1",0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1
"ID2",1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0
"ID3",0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,1
"ID4",0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,0,1,0,0
"ID5",0,1,0,1,0,1,0,0,1,1,1,1,0,1,1,0,1,0,1,1
"ID6",0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0
"ID7",0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"ID8",0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
"ID9",0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1
"ID10",0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,1,0,1
"ID11",0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0
"ID12",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
"ID13",0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0
"ID14",1,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,0,0
"ID15",0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
"ID16",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"ID17",0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1
"ID18",0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0
"ID19",0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
"ID20",0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0
"ID21",0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1
"ID22",0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0
"ID23",0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0
"ID24",0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0
"ID25",1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0
"ID26",0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,1,1,0
"ID27",1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0
"ID28",1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
"ID29",1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1,0,1
"ID30",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0
"ID31",0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1
"ID32",0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
"ID33",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"ID34",1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0
"ID35",0,0,0,0,1,1,0,1,1,1,1,0,0,1,1,1,0,1,0,1
"ID36",0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0
"ID37",1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
"ID38",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1
"ID39",1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0
"ID40",0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
"ID41",1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
"ID42",0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
"ID43",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
"ID44",0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1
"ID45",0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0
"ID46",1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
"ID47",0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0
"ID48",0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
"ID49",0,0,0,1,1,0,1,1,1,1,0,0,1,0,1,1,0,1,0,0
"ID50",1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0
