"","Item1","Item2","Item3","Item4","Item5","Item6","Item7","Item8","Item9","Item10","Item11","Item12","Item13","Item14","Item15","Item16","Item17","Item18","Item19","Item20"
"ID1",1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0
"ID2",1,1,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0
"ID3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
"ID4",1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0
"ID5",1,0,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,1,1
"ID6",0,1,0,0,1,1,0,0,1,1,1,0,1,1,1,0,1,0,1,1
"ID7",1,1,0,0,1,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0
"ID8",1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0
"ID9",0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0
"ID10",0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
"ID11",0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0
"ID12",1,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0
"ID13",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1
"ID14",1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,0
"ID15",1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"ID16",0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0
"ID17",1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1
"ID18",1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"ID19",1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1,1,0
"ID20",0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0
"ID21",1,0,0,0,1,0,1,1,1,0,0,0,1,0,1,1,1,1,0,0
"ID22",0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
"ID23",0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1
"ID24",1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0
"ID25",1,1,1,0,1,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0
"ID26",0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0
"ID27",1,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0
"ID28",0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0
"ID29",0,0,0,0,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0
"ID30",1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0
"ID31",0,1,0,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,0
"ID32",0,1,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1
"ID33",0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
"ID34",1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0
"ID35",0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1
"ID36",0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,0
"ID37",0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"ID38",0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0
"ID39",1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0
"ID40",0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1
"ID41",1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1,0,0
"ID42",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1
"ID43",1,0,1,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,0,0
"ID44",1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1
"ID45",1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1
"ID46",0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0
"ID47",1,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,0,1,0,1
"ID48",0,1,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0
"ID49",0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
"ID50",0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,1,1,1,0,0
