"","Item1","Item2","Item3","Item4","Item5","Item6","Item7","Item8","Item9","Item10","Item11","Item12","Item13","Item14","Item15","Item16","Item17","Item18","Item19","Item20"
"ID1",0,1,1,0,1,0,1,0,1,0,0,0,1,1,1,0,1,1,0,0
"ID2",0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0
"ID3",0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,0
"ID4",0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1
"ID5",1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1
"ID6",0,0,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1
"ID7",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"ID8",0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0
"ID9",0,0,1,0,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0,0
"ID10",0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1
"ID11",0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0
"ID12",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"ID13",1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1
"ID14",0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1
"ID15",1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0
"ID16",1,0,0,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0
"ID17",0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0
"ID18",1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"ID19",0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,1,1,0
"ID20",1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"ID21",0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,0
"ID22",0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0
"ID23",0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0
"ID24",0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,1,1,1,0
"ID25",0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1
"ID26",0,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0
"ID27",0,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0
"ID28",0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ID29",0,0,1,0,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,1
"ID30",0,1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0
"ID31",1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1
"ID32",0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,1,0,1,1,1
"ID33",0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0
"ID34",0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0
"ID35",1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1
"ID36",0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"ID37",1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1
"ID38",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
"ID39",1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0
"ID40",0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1
"ID41",0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0
"ID42",1,0,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0
"ID43",0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1
"ID44",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
"ID45",0,0,1,0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0
"ID46",1,0,1,0,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0
"ID47",1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0
"ID48",0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0
"ID49",0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,1,0,1,0
"ID50",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"ID51",0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0
"ID52",0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1
"ID53",0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0
"ID54",0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,1,1,0
"ID55",0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,1
"ID56",1,1,1,0,1,0,0,1,1,1,0,0,1,0,1,1,0,1,0,0
"ID57",1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0
"ID58",1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1
"ID59",0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,1,1,0,0
"ID60",0,1,1,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,0,0
"ID61",0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
"ID62",1,0,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1
"ID63",1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1
"ID64",1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1
"ID65",1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1
"ID66",0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1
"ID67",0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,1,0,0,1
"ID68",0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0
"ID69",0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0,0
"ID70",0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0
"ID71",0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,1,0,1,0,0
"ID72",1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0
"ID73",0,0,1,0,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,0
"ID74",0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,1,1
