"","Item1","Item2","Item3","Item4","Item5","Item6","Item7","Item8","Item9","Item10","Item11","Item12","Item13","Item14","Item15","Item16","Item17","Item18","Item19","Item20"
"ID1",0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0
"ID2",1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,0
"ID3",1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"ID4",1,1,0,0,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1
"ID5",0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,1
"ID6",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
"ID7",0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
"ID8",0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1
"ID9",0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0
"ID10",0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0
"ID11",1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
"ID12",0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0
"ID13",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"ID14",1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0
"ID15",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0
"ID16",1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0
"ID17",1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1
"ID18",0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0
"ID19",0,0,1,0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1
"ID20",1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,0,0
"ID21",0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0
"ID22",0,1,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,1,1
"ID23",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"ID24",0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0
"ID25",0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1
"ID26",0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0
"ID27",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"ID28",0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1
"ID29",0,1,0,0,1,1,0,0,1,0,1,1,0,1,1,0,1,0,1,1
"ID30",0,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0
"ID31",1,1,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1
"ID32",0,1,1,0,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0
"ID33",0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0
"ID34",1,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0
"ID35",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ID36",0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1
"ID37",0,1,0,0,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0
"ID38",1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1
"ID39",1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0
"ID40",0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
"ID41",0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,1,0,0
"ID42",0,1,1,0,0,0,1,0,1,1,0,0,1,0,1,1,1,1,0,1
"ID43",0,1,0,0,1,0,0,1,1,1,1,0,1,0,1,1,1,1,0,0
"ID44",1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0,0,0
"ID45",0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0
"ID46",0,1,0,0,1,0,0,0,1,1,1,1,0,1,1,0,1,1,1,0
"ID47",1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0
"ID48",1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1
"ID49",0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0
"ID50",0,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0
"ID51",1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1
"ID52",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0
"ID53",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"ID54",0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0
"ID55",1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0
"ID56",0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0
"ID57",0,1,0,0,1,1,0,0,1,1,1,0,0,1,1,0,1,0,1,0
"ID58",0,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0
"ID59",0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0
"ID60",1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,1,0,0
"ID61",0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,1,1,1,0,0
"ID62",0,1,1,0,0,1,1,0,1,1,0,0,1,1,1,1,1,0,0,1
"ID63",0,1,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1
"ID64",0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0
"ID65",0,1,0,0,1,0,0,1,1,1,0,0,0,1,1,1,1,0,1,0
"ID66",0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1
"ID67",0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0
"ID68",1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,0
"ID69",0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0
"ID70",0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0
"ID71",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"ID72",0,1,1,0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1
"ID73",1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1
"ID74",0,1,1,0,1,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0
"ID75",0,1,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0
"ID76",0,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0
"ID77",0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0
"ID78",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
"ID79",1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,0,1,0,1,1
"ID80",0,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,1,1,0,0
"ID81",0,1,1,0,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1
"ID82",0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0
"ID83",0,1,0,0,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,0
"ID84",0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0
"ID85",1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"ID86",0,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0
"ID87",0,1,0,0,1,1,0,0,1,0,1,1,0,1,1,1,1,0,0,1
"ID88",1,1,0,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0
"ID89",0,1,1,0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1
"ID90",0,1,1,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1
"ID91",0,1,1,0,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0
"ID92",0,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1
"ID93",0,1,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1
"ID94",0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,1,0
"ID95",0,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,1,0
"ID96",0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0
"ID97",1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0
"ID98",0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0
"ID99",0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
"ID100",1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1
