"","A1","A2","A3"
"ID1",0,1,1
"ID2",0,1,1
"ID3",1,0,0
"ID4",0,1,1
"ID5",0,0,1
"ID6",0,0,1
"ID7",0,0,1
"ID8",0,1,1
"ID9",0,1,1
"ID10",0,0,1
"ID11",0,1,1
"ID12",0,1,1
"ID13",1,1,1
"ID14",0,1,1
"ID15",0,1,1
"ID16",0,1,1
"ID17",0,1,0
"ID18",0,1,1
"ID19",0,1,1
"ID20",0,0,1
"ID21",0,0,1
"ID22",0,1,1
"ID23",0,1,0
"ID24",0,1,1
"ID25",1,1,1
"ID26",0,1,1
"ID27",0,0,1
"ID28",0,1,1
"ID29",0,1,1
"ID30",0,1,1
"ID31",1,1,1
"ID32",0,1,1
"ID33",0,0,1
"ID34",0,0,0
"ID35",0,1,1
"ID36",0,1,1
"ID37",0,0,1
"ID38",1,0,1
"ID39",0,0,0
"ID40",1,1,1
"ID41",0,0,1
"ID42",0,0,1
"ID43",1,1,1
"ID44",0,1,1
"ID45",0,0,1
"ID46",1,0,1
"ID47",0,1,1
"ID48",1,0,1
"ID49",0,1,1
"ID50",0,0,0
"ID51",0,1,1
"ID52",0,1,1
"ID53",0,1,1
"ID54",0,0,0
"ID55",0,1,1
"ID56",0,0,0
"ID57",0,0,1
"ID58",0,0,1
"ID59",0,0,1
"ID60",0,0,1
"ID61",0,1,1
"ID62",0,0,1
"ID63",0,1,1
"ID64",0,0,1
"ID65",0,0,1
"ID66",1,0,1
"ID67",0,0,1
"ID68",1,1,0
"ID69",0,1,1
"ID70",0,0,1
"ID71",1,1,1
"ID72",0,0,0
"ID73",0,0,1
"ID74",0,1,1
"ID75",0,1,1
"ID76",0,1,0
"ID77",0,1,1
"ID78",0,0,1
"ID79",0,1,1
"ID80",0,0,0
"ID81",0,0,1
"ID82",0,0,0
"ID83",0,0,1
"ID84",0,0,1
"ID85",0,1,1
"ID86",0,0,1
"ID87",1,0,1
"ID88",0,1,1
"ID89",0,1,1
"ID90",1,1,1
"ID91",0,0,1
"ID92",0,1,0
"ID93",0,0,1
"ID94",0,1,1
"ID95",0,0,1
"ID96",0,1,1
"ID97",0,1,1
"ID98",0,0,1
"ID99",0,0,1
"ID100",0,0,1
"ID101",0,0,1
"ID102",0,1,1
"ID103",0,0,1
"ID104",0,1,1
"ID105",0,1,1
"ID106",0,1,1
"ID107",0,0,1
"ID108",0,0,0
"ID109",0,1,1
"ID110",0,1,1
"ID111",1,1,1
"ID112",0,0,1
"ID113",0,1,0
"ID114",0,0,1
"ID115",0,1,1
"ID116",0,1,1
"ID117",0,1,1
"ID118",0,1,1
"ID119",0,0,1
"ID120",0,1,1
"ID121",0,0,1
"ID122",0,1,0
"ID123",0,0,0
