"","A1","A2","A3"
"ID1",0,0,1
"ID2",0,0,1
"ID3",0,1,1
"ID4",0,1,1
"ID5",0,0,0
"ID6",0,0,1
"ID7",0,1,1
"ID8",0,0,1
"ID9",0,0,1
"ID10",0,1,1
"ID11",0,0,1
"ID12",1,0,1
"ID13",0,0,1
"ID14",0,0,0
"ID15",0,1,1
"ID16",0,0,0
"ID17",0,0,1
"ID18",0,1,1
"ID19",0,0,1
"ID20",1,0,1
"ID21",0,0,0
"ID22",1,0,1
"ID23",0,1,1
"ID24",0,1,1
"ID25",1,1,1
"ID26",1,0,1
"ID27",0,1,1
"ID28",0,0,1
"ID29",0,1,1
"ID30",0,1,1
"ID31",0,0,1
"ID32",0,0,1
"ID33",0,1,1
"ID34",0,0,1
"ID35",0,0,0
"ID36",0,1,1
"ID37",0,1,1
"ID38",0,0,1
"ID39",0,0,1
"ID40",0,1,1
"ID41",0,0,0
"ID42",0,0,1
"ID43",0,1,1
"ID44",0,0,1
"ID45",0,1,1
"ID46",0,0,1
"ID47",0,1,1
"ID48",0,0,1
"ID49",0,0,1
"ID50",0,1,1
"ID51",0,0,1
"ID52",0,1,0
"ID53",0,0,1
"ID54",0,0,1
"ID55",1,1,1
"ID56",0,1,0
"ID57",0,1,1
"ID58",0,0,1
"ID59",0,0,1
"ID60",0,0,1
"ID61",0,0,1
"ID62",1,0,1
"ID63",0,1,1
"ID64",0,0,1
"ID65",1,0,0
"ID66",0,1,1
"ID67",0,1,1
"ID68",0,1,0
"ID69",0,0,0
"ID70",0,0,1
"ID71",0,0,1
"ID72",0,0,1
"ID73",0,1,1
"ID74",0,0,0
"ID75",0,1,1
"ID76",0,0,1
"ID77",0,0,1
"ID78",0,1,1
"ID79",0,1,1
"ID80",0,1,1
"ID81",1,0,0
"ID82",1,1,1
"ID83",0,0,0
"ID84",0,1,1
"ID85",0,0,1
"ID86",0,0,0
"ID87",0,1,0
"ID88",0,0,0
"ID89",0,1,1
"ID90",0,1,1
"ID91",0,0,1
"ID92",0,1,1
"ID93",0,1,1
"ID94",0,1,1
"ID95",1,0,1
"ID96",1,1,1
"ID97",0,0,0
"ID98",0,1,1
"ID99",0,1,0
"ID100",0,1,1
"ID101",0,1,1
"ID102",0,0,1
"ID103",1,0,1
"ID104",1,0,1
"ID105",0,0,1
"ID106",0,0,1
"ID107",0,1,1
"ID108",0,0,1
"ID109",0,0,1
"ID110",0,1,1
"ID111",0,0,0
"ID112",0,1,1
"ID113",0,1,1
"ID114",1,1,1
"ID115",0,1,1
"ID116",0,1,1
"ID117",0,1,1
"ID118",0,0,1
"ID119",0,0,1
"ID120",0,1,1
"ID121",0,0,1
"ID122",0,1,1
"ID123",1,1,1
"ID124",0,1,1
"ID125",0,1,1
"ID126",0,0,1
"ID127",0,0,0
"ID128",0,1,1
"ID129",0,1,1
"ID130",1,1,1
"ID131",0,0,1
"ID132",0,0,0
"ID133",0,0,1
"ID134",0,0,1
"ID135",0,0,0
"ID136",0,0,1
"ID137",1,1,1
"ID138",0,0,1
"ID139",0,0,0
"ID140",0,1,1
"ID141",0,1,1
"ID142",0,1,1
"ID143",0,1,1
"ID144",0,0,1
"ID145",0,1,1
"ID146",0,0,1
"ID147",0,0,1
"ID148",1,1,1
"ID149",0,1,0
"ID150",0,0,1
"ID151",0,0,1
"ID152",0,0,1
"ID153",0,1,1
"ID154",1,0,1
"ID155",1,0,1
"ID156",0,0,1
"ID157",0,0,1
"ID158",0,0,1
"ID159",0,0,1
"ID160",0,1,1
"ID161",0,0,1
"ID162",0,1,1
"ID163",1,1,1
"ID164",0,0,1
"ID165",0,0,1
"ID166",0,0,1
"ID167",0,0,1
"ID168",0,1,1
"ID169",0,1,1
"ID170",0,1,1
"ID171",0,1,1
"ID172",0,0,1
"ID173",1,1,1
"ID174",0,0,1
"ID175",0,0,1
"ID176",0,1,1
"ID177",0,0,1
"ID178",1,0,1
"ID179",0,0,0
"ID180",1,1,1
"ID181",0,1,1
"ID182",0,1,1
"ID183",0,0,1
"ID184",1,1,1
"ID185",0,0,1
"ID186",0,0,1
"ID187",0,1,1
"ID188",1,0,1
"ID189",0,1,1
"ID190",0,0,1
"ID191",0,1,1
"ID192",0,0,1
"ID193",0,1,0
"ID194",0,1,1
"ID195",0,1,1
"ID196",0,0,1
"ID197",0,1,1
"ID198",1,0,1
"ID199",0,1,1
"ID200",0,0,1
"ID201",0,1,1
"ID202",0,1,1
"ID203",1,0,1
"ID204",0,0,0
"ID205",0,0,0
"ID206",0,0,1
"ID207",1,1,1
"ID208",0,0,1
"ID209",0,0,1
"ID210",0,1,1
"ID211",0,1,1
"ID212",0,0,1
"ID213",0,0,1
"ID214",0,1,1
"ID215",0,1,1
"ID216",1,0,1
"ID217",1,1,1
"ID218",0,0,1
"ID219",0,1,1
"ID220",0,0,0
"ID221",0,0,1
"ID222",1,0,1
"ID223",1,1,1
"ID224",1,1,1
"ID225",0,1,1
"ID226",0,1,1
"ID227",0,0,1
"ID228",0,1,1
"ID229",0,1,1
"ID230",0,0,1
"ID231",0,1,1
"ID232",0,1,0
"ID233",1,0,0
"ID234",1,1,1
"ID235",1,1,1
"ID236",0,0,0
"ID237",1,1,1
"ID238",1,0,1
"ID239",0,1,1
"ID240",0,0,1
"ID241",0,1,1
"ID242",0,0,1
"ID243",0,0,1
"ID244",0,0,0
"ID245",0,1,1
"ID246",0,0,1
"ID247",0,1,1
"ID248",0,1,1
"ID249",1,1,1
"ID250",0,0,1
"ID251",1,1,1
"ID252",0,0,0
"ID253",0,0,1
"ID254",1,1,1
"ID255",1,0,0
"ID256",0,1,1
"ID257",0,0,0
"ID258",0,1,1
"ID259",0,0,1
"ID260",0,0,0
"ID261",1,0,1
"ID262",0,0,1
"ID263",0,1,1
"ID264",1,1,0
"ID265",1,1,1
"ID266",0,0,0
"ID267",1,1,1
"ID268",0,0,1
"ID269",0,1,1
"ID270",0,1,0
"ID271",0,1,1
"ID272",0,1,1
"ID273",0,1,1
"ID274",0,1,1
"ID275",1,1,1
"ID276",0,1,0
"ID277",0,0,1
"ID278",0,1,1
"ID279",1,0,1
"ID280",0,1,1
"ID281",0,1,1
"ID282",0,1,0
"ID283",0,0,1
"ID284",0,1,1
"ID285",0,0,1
"ID286",0,1,1
"ID287",0,0,0
"ID288",0,1,1
"ID289",0,0,1
"ID290",0,1,1
"ID291",0,1,1
"ID292",0,1,1
"ID293",0,1,1
"ID294",0,1,1
"ID295",0,1,0
"ID296",0,0,1
"ID297",1,1,1
"ID298",0,0,0
"ID299",0,0,1
"ID300",0,0,1
"ID301",0,0,0
"ID302",0,1,1
"ID303",0,0,1
"ID304",0,0,1
"ID305",0,1,1
"ID306",1,1,1
"ID307",0,0,1
"ID308",1,1,1
"ID309",0,0,1
"ID310",0,0,0
"ID311",0,0,1
"ID312",1,0,0
"ID313",0,0,0
"ID314",0,0,0
"ID315",0,0,1
"ID316",0,1,0
"ID317",0,0,1
"ID318",0,0,1
"ID319",0,1,1
"ID320",0,1,1
"ID321",0,0,1
"ID322",0,0,1
"ID323",0,1,0
"ID324",0,1,1
"ID325",0,1,1
"ID326",0,0,1
"ID327",0,1,1
"ID328",0,0,1
"ID329",0,0,0
"ID330",0,1,1
"ID331",0,1,0
"ID332",0,0,1
"ID333",0,0,1
"ID334",0,0,0
"ID335",0,0,1
"ID336",0,1,1
"ID337",0,1,1
"ID338",0,0,1
"ID339",0,1,1
"ID340",0,0,0
"ID341",1,1,1
"ID342",1,1,1
"ID343",0,0,1
"ID344",0,0,1
"ID345",0,1,1
"ID346",0,0,1
"ID347",0,1,0
"ID348",0,0,0
"ID349",0,1,1
"ID350",0,1,1
"ID351",0,0,1
"ID352",0,1,0
"ID353",0,1,1
"ID354",0,1,1
"ID355",0,0,0
"ID356",0,1,1
"ID357",0,1,1
"ID358",0,0,1
"ID359",0,1,0
"ID360",0,1,1
"ID361",1,1,1
"ID362",0,1,1
"ID363",0,1,1
"ID364",0,0,1
"ID365",0,0,0
"ID366",0,1,1
"ID367",0,0,1
"ID368",0,0,1
"ID369",0,1,1
"ID370",0,0,1
"ID371",0,1,0
"ID372",0,1,1
"ID373",0,0,1
"ID374",0,1,1
"ID375",0,1,1
"ID376",0,1,1
"ID377",0,0,1
"ID378",1,1,1
"ID379",0,1,1
"ID380",0,1,1
"ID381",0,1,1
"ID382",0,0,1
"ID383",0,1,0
"ID384",1,1,1
"ID385",0,0,1
"ID386",0,0,1
"ID387",0,0,1
"ID388",0,1,1
"ID389",0,0,1
"ID390",0,1,1
"ID391",0,0,1
"ID392",0,1,1
"ID393",0,0,0
"ID394",0,1,1
"ID395",0,0,1
"ID396",0,0,1
"ID397",1,0,1
"ID398",0,0,1
"ID399",0,1,1
"ID400",0,1,1
"ID401",0,0,1
"ID402",0,1,1
"ID403",0,1,1
"ID404",0,0,1
"ID405",0,0,1
"ID406",0,0,1
"ID407",0,0,1
"ID408",0,1,1
"ID409",0,0,1
"ID410",0,0,1
"ID411",0,0,0
"ID412",0,0,1
"ID413",0,1,1
"ID414",0,0,1
"ID415",0,0,0
"ID416",0,1,1
"ID417",1,1,1
"ID418",0,0,1
"ID419",0,1,1
"ID420",0,1,1
"ID421",1,1,1
"ID422",0,1,1
"ID423",0,1,1
"ID424",0,1,1
"ID425",1,1,1
"ID426",1,1,1
"ID427",0,1,1
"ID428",1,1,1
"ID429",0,0,0
"ID430",0,0,1
"ID431",0,0,1
"ID432",0,1,1
"ID433",0,0,1
"ID434",1,1,1
