"","Item1","Item2","Item3","Item4","Item5","Item6","Item7","Item8","Item9","Item10","Item11","Item12","Item13","Item14","Item15","Item16","Item17","Item18","Item19","Item20"
"ID1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ID2",0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"ID3",0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,1,1,1,0
"ID4",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ID5",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ID6",0,0,1,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1
"ID7",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"ID8",1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1
"ID9",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ID10",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"ID11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ID12",1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1
"ID13",1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"ID14",1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1
"ID15",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ID16",1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
"ID17",1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1
"ID18",0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"ID19",0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ID20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"ID21",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"ID22",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ID23",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ID24",0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ID25",1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
"ID26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ID27",1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"ID28",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"ID29",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ID30",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ID31",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"ID32",1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ID33",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ID34",1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
"ID35",0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
"ID36",1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1
"ID37",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ID38",0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,1,1,1,0
"ID39",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
"ID40",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ID41",0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,1,0,0
"ID42",0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0
"ID43",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
"ID44",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ID45",0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,1,1,0,1,0
"ID46",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ID47",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
"ID48",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"ID49",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ID50",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ID51",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
"ID52",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ID53",0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,0
"ID54",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ID55",1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1
"ID56",1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"ID57",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ID58",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ID59",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ID60",1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
"ID61",0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,1,1,1,0
"ID62",1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"ID63",0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,1,1
"ID64",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ID65",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
