,0,1,2,3,4
0,0.0,0.0,0.0,1.0,1.0
1,0.0,0.0,0.0,1.0,1.0
2,0.0,1.0,0.0,1.0,1.0
3,1.0,0.0,1.0,1.0,1.0
4,1.0,0.0,0.0,0.0,0.0
5,0.0,0.0,1.0,1.0,0.0
6,1.0,1.0,1.0,1.0,0.0
7,1.0,1.0,0.0,1.0,1.0
8,0.0,0.0,1.0,1.0,1.0
9,1.0,0.0,0.0,1.0,0.0
10,1.0,0.0,1.0,1.0,0.0
11,0.0,0.0,0.0,1.0,1.0
12,1.0,0.0,0.0,1.0,0.0
13,1.0,0.0,1.0,1.0,1.0
14,1.0,0.0,1.0,1.0,0.0
15,1.0,0.0,0.0,1.0,0.0
16,0.0,1.0,0.0,1.0,0.0
17,0.0,0.0,0.0,0.0,1.0
18,0.0,0.0,0.0,1.0,1.0
19,0.0,0.0,1.0,0.0,1.0
20,1.0,0.0,1.0,1.0,1.0
21,1.0,0.0,0.0,0.0,1.0
22,1.0,1.0,1.0,1.0,1.0
23,1.0,0.0,0.0,1.0,0.0
24,0.0,0.0,0.0,1.0,1.0
25,0.0,1.0,1.0,1.0,0.0
26,1.0,1.0,1.0,1.0,0.0
27,0.0,0.0,1.0,0.0,1.0
28,0.0,1.0,0.0,1.0,1.0
29,0.0,0.0,0.0,1.0,0.0
30,0.0,0.0,1.0,1.0,0.0
31,1.0,0.0,0.0,1.0,1.0
32,1.0,1.0,0.0,1.0,1.0
33,1.0,0.0,1.0,1.0,1.0
34,0.0,0.0,1.0,1.0,0.0
35,0.0,1.0,0.0,1.0,0.0
36,1.0,0.0,1.0,1.0,0.0
37,0.0,1.0,0.0,1.0,1.0
38,0.0,0.0,0.0,0.0,1.0
39,0.0,0.0,1.0,1.0,0.0
40,0.0,0.0,0.0,1.0,1.0
41,0.0,0.0,1.0,1.0,1.0
42,0.0,0.0,1.0,1.0,0.0
43,0.0,1.0,1.0,1.0,0.0
44,0.0,0.0,0.0,0.0,1.0
45,1.0,0.0,1.0,1.0,1.0
46,1.0,0.0,0.0,1.0,1.0
47,1.0,1.0,1.0,1.0,1.0
48,1.0,0.0,0.0,1.0,1.0
49,0.0,0.0,0.0,0.0,1.0
50,0.0,0.0,1.0,1.0,0.0
51,0.0,0.0,1.0,0.0,1.0
52,0.0,1.0,0.0,1.0,1.0
53,0.0,1.0,0.0,0.0,0.0
54,0.0,0.0,0.0,1.0,1.0
55,0.0,0.0,0.0,1.0,1.0
56,1.0,0.0,1.0,1.0,0.0
57,0.0,0.0,1.0,1.0,1.0
58,0.0,1.0,1.0,1.0,0.0
59,1.0,0.0,0.0,1.0,0.0
60,0.0,0.0,1.0,0.0,1.0
61,0.0,0.0,1.0,1.0,0.0
62,1.0,1.0,1.0,0.0,0.0
63,1.0,0.0,0.0,1.0,0.0
64,1.0,0.0,0.0,1.0,1.0
65,0.0,0.0,0.0,1.0,1.0
66,1.0,1.0,1.0,1.0,1.0
67,0.0,0.0,0.0,0.0,1.0
68,0.0,0.0,1.0,1.0,0.0
69,0.0,1.0,1.0,1.0,0.0
70,1.0,0.0,0.0,1.0,0.0
71,0.0,0.0,0.0,1.0,1.0
72,1.0,1.0,0.0,1.0,1.0
73,1.0,0.0,0.0,0.0,0.0
74,0.0,1.0,1.0,1.0,0.0
75,0.0,1.0,0.0,1.0,1.0
76,0.0,0.0,0.0,1.0,0.0
77,1.0,1.0,0.0,1.0,1.0
78,0.0,1.0,0.0,1.0,1.0
79,1.0,0.0,1.0,1.0,1.0
80,0.0,0.0,0.0,1.0,0.0
81,1.0,0.0,0.0,0.0,0.0
82,0.0,0.0,0.0,1.0,1.0
83,0.0,0.0,1.0,1.0,0.0
84,1.0,0.0,1.0,1.0,1.0
85,1.0,1.0,1.0,1.0,1.0
86,0.0,1.0,1.0,1.0,1.0
87,0.0,1.0,1.0,1.0,0.0
88,1.0,1.0,0.0,1.0,1.0
89,0.0,1.0,0.0,1.0,1.0
90,1.0,1.0,0.0,1.0,1.0
91,0.0,0.0,0.0,0.0,1.0
92,0.0,0.0,0.0,0.0,1.0
93,0.0,0.0,1.0,1.0,1.0
94,1.0,0.0,0.0,1.0,0.0
95,0.0,0.0,1.0,0.0,1.0
96,1.0,1.0,1.0,1.0,0.0
97,0.0,1.0,1.0,1.0,0.0
98,0.0,0.0,0.0,1.0,1.0
99,0.0,0.0,0.0,1.0,1.0
100,0.0,1.0,1.0,1.0,0.0
101,1.0,0.0,1.0,1.0,0.0
102,1.0,0.0,1.0,1.0,0.0
103,0.0,0.0,1.0,1.0,0.0
104,1.0,1.0,1.0,1.0,1.0
105,0.0,1.0,1.0,1.0,0.0
106,0.0,1.0,1.0,1.0,0.0
107,1.0,1.0,1.0,1.0,1.0
108,1.0,0.0,1.0,1.0,1.0
109,1.0,0.0,1.0,0.0,0.0
110,0.0,0.0,0.0,1.0,1.0
111,0.0,0.0,1.0,1.0,1.0
112,1.0,1.0,1.0,1.0,1.0
113,0.0,1.0,1.0,1.0,0.0
114,1.0,0.0,1.0,1.0,0.0
115,0.0,0.0,0.0,1.0,1.0
116,1.0,1.0,0.0,1.0,1.0
117,1.0,1.0,1.0,1.0,0.0
118,1.0,0.0,1.0,1.0,1.0
119,0.0,0.0,0.0,1.0,1.0
120,1.0,0.0,1.0,1.0,1.0
121,1.0,1.0,0.0,1.0,1.0
122,0.0,0.0,1.0,0.0,1.0
123,1.0,1.0,1.0,1.0,0.0
124,1.0,1.0,0.0,1.0,1.0
125,1.0,1.0,0.0,1.0,1.0
126,1.0,0.0,0.0,0.0,0.0
127,1.0,0.0,1.0,1.0,1.0
128,1.0,0.0,0.0,1.0,0.0
129,1.0,1.0,1.0,1.0,1.0
130,1.0,1.0,0.0,1.0,1.0
131,0.0,0.0,0.0,1.0,1.0
132,1.0,0.0,0.0,1.0,1.0
133,1.0,1.0,0.0,1.0,1.0
134,0.0,0.0,0.0,1.0,1.0
135,0.0,1.0,0.0,1.0,0.0
136,0.0,0.0,0.0,0.0,1.0
137,1.0,0.0,1.0,1.0,1.0
138,1.0,0.0,0.0,0.0,0.0
139,0.0,1.0,1.0,1.0,0.0
140,1.0,0.0,1.0,1.0,0.0
141,1.0,0.0,0.0,1.0,0.0
142,0.0,1.0,0.0,1.0,1.0
143,1.0,1.0,1.0,1.0,0.0
144,0.0,1.0,0.0,1.0,0.0
145,0.0,0.0,0.0,0.0,1.0
146,0.0,0.0,0.0,1.0,1.0
147,0.0,0.0,1.0,1.0,0.0
148,1.0,1.0,1.0,1.0,0.0
149,0.0,1.0,1.0,1.0,0.0
150,0.0,0.0,0.0,1.0,1.0
151,0.0,1.0,1.0,1.0,0.0
152,0.0,0.0,0.0,0.0,1.0
153,0.0,0.0,0.0,1.0,1.0
154,0.0,1.0,0.0,1.0,1.0
155,1.0,0.0,0.0,1.0,0.0
156,0.0,0.0,0.0,1.0,1.0
157,0.0,1.0,1.0,1.0,0.0
158,0.0,0.0,1.0,0.0,1.0
159,1.0,0.0,1.0,1.0,1.0
160,0.0,0.0,0.0,0.0,1.0
161,0.0,0.0,1.0,1.0,1.0
162,0.0,0.0,1.0,1.0,1.0
163,0.0,0.0,1.0,1.0,1.0
164,0.0,0.0,0.0,1.0,1.0
165,1.0,0.0,0.0,1.0,1.0
166,1.0,0.0,0.0,0.0,0.0
167,1.0,0.0,1.0,1.0,0.0
168,1.0,0.0,0.0,0.0,0.0
169,1.0,0.0,1.0,1.0,0.0
170,0.0,0.0,1.0,1.0,0.0
171,0.0,1.0,0.0,1.0,1.0
172,0.0,0.0,1.0,0.0,0.0
173,0.0,0.0,0.0,1.0,1.0
174,1.0,0.0,1.0,1.0,0.0
175,1.0,0.0,1.0,1.0,1.0
176,1.0,0.0,1.0,1.0,0.0
177,0.0,0.0,1.0,0.0,1.0
178,1.0,0.0,0.0,1.0,1.0
179,1.0,0.0,0.0,1.0,0.0
180,1.0,0.0,1.0,1.0,1.0
181,1.0,0.0,0.0,1.0,0.0
182,0.0,1.0,1.0,1.0,0.0
183,0.0,0.0,0.0,0.0,1.0
184,1.0,0.0,0.0,1.0,1.0
185,1.0,0.0,0.0,0.0,1.0
186,1.0,1.0,1.0,1.0,0.0
187,0.0,0.0,1.0,1.0,0.0
188,1.0,1.0,1.0,1.0,1.0
189,1.0,0.0,1.0,1.0,1.0
190,0.0,0.0,1.0,1.0,1.0
191,1.0,0.0,1.0,1.0,1.0
192,1.0,1.0,1.0,1.0,0.0
193,1.0,0.0,0.0,1.0,0.0
194,1.0,1.0,1.0,1.0,1.0
195,0.0,0.0,1.0,1.0,1.0
196,1.0,1.0,1.0,1.0,1.0
197,0.0,1.0,1.0,1.0,0.0
198,0.0,0.0,1.0,1.0,0.0
199,0.0,0.0,1.0,0.0,1.0
200,0.0,1.0,1.0,1.0,1.0
201,1.0,1.0,1.0,1.0,1.0
202,0.0,1.0,0.0,0.0,0.0
203,1.0,1.0,1.0,1.0,1.0
204,0.0,0.0,0.0,1.0,1.0
205,0.0,0.0,1.0,1.0,0.0
206,0.0,0.0,0.0,0.0,1.0
207,1.0,0.0,0.0,1.0,0.0
208,1.0,1.0,0.0,1.0,1.0
209,1.0,0.0,0.0,1.0,1.0
210,0.0,0.0,1.0,1.0,0.0
211,0.0,0.0,1.0,0.0,1.0
212,0.0,0.0,1.0,1.0,0.0
213,1.0,1.0,0.0,1.0,1.0
214,1.0,0.0,1.0,1.0,1.0
215,0.0,0.0,0.0,0.0,1.0
216,1.0,1.0,0.0,1.0,1.0
217,0.0,0.0,1.0,1.0,0.0
218,1.0,0.0,1.0,1.0,1.0
219,1.0,0.0,1.0,1.0,1.0
220,0.0,0.0,1.0,1.0,0.0
221,1.0,0.0,0.0,0.0,0.0
222,1.0,0.0,1.0,0.0,0.0
223,0.0,0.0,1.0,1.0,0.0
224,0.0,1.0,0.0,1.0,0.0
225,1.0,1.0,1.0,1.0,1.0
226,1.0,0.0,0.0,0.0,0.0
227,0.0,0.0,0.0,1.0,1.0
228,1.0,0.0,1.0,1.0,1.0
229,0.0,1.0,1.0,1.0,0.0
230,0.0,1.0,0.0,1.0,1.0
231,0.0,0.0,0.0,1.0,0.0
232,1.0,0.0,1.0,1.0,1.0
233,1.0,0.0,0.0,1.0,1.0
234,0.0,0.0,0.0,1.0,1.0
235,0.0,1.0,0.0,1.0,1.0
236,1.0,0.0,0.0,1.0,1.0
237,0.0,0.0,1.0,0.0,1.0
238,1.0,0.0,1.0,1.0,0.0
239,1.0,0.0,0.0,1.0,1.0
240,1.0,1.0,1.0,1.0,1.0
241,1.0,0.0,0.0,1.0,1.0
242,1.0,1.0,0.0,1.0,1.0
243,0.0,1.0,1.0,1.0,0.0
244,0.0,1.0,1.0,1.0,0.0
245,1.0,0.0,0.0,0.0,0.0
246,1.0,0.0,1.0,1.0,0.0
247,1.0,1.0,1.0,1.0,0.0
248,1.0,0.0,1.0,1.0,0.0
249,0.0,1.0,0.0,1.0,0.0
250,0.0,0.0,0.0,0.0,1.0
251,0.0,0.0,1.0,1.0,1.0
252,0.0,0.0,1.0,1.0,0.0
