"","A1","A2","A3","A4","A5"
"ID1",0,1,0,1,1
"ID2",0,0,0,1,0
"ID3",1,1,1,1,1
"ID4",0,0,1,1,1
"ID5",0,0,1,1,1
"ID6",1,0,1,1,1
"ID7",0,0,0,1,1
"ID8",0,1,1,0,1
"ID9",0,0,0,0,1
"ID10",0,1,0,1,1
"ID11",0,0,1,1,1
"ID12",0,0,1,1,1
"ID13",0,0,0,0,0
"ID14",0,0,0,0,1
"ID15",0,0,1,1,0
"ID16",0,0,0,0,0
"ID17",1,0,1,1,1
"ID18",0,0,0,1,1
"ID19",0,0,1,1,1
"ID20",0,0,0,0,1
"ID21",1,1,1,0,1
"ID22",1,0,0,0,1
"ID23",0,0,1,1,1
"ID24",0,0,0,1,1
"ID25",0,1,1,0,1
"ID26",0,0,1,1,1
"ID27",0,1,0,1,1
"ID28",1,0,0,0,1
"ID29",1,0,1,1,1
"ID30",0,1,0,1,1
"ID31",0,1,0,0,1
"ID32",0,0,1,1,1
"ID33",1,0,1,1,1
"ID34",1,1,1,1,1
"ID35",1,0,0,1,1
"ID36",0,0,0,0,1
"ID37",0,0,0,1,1
"ID38",0,0,1,1,1
"ID39",0,0,1,0,1
"ID40",0,0,0,1,1
"ID41",0,0,0,1,1
"ID42",0,0,0,1,0
"ID43",0,0,0,1,1
"ID44",0,0,1,1,1
"ID45",0,0,0,1,1
"ID46",0,1,0,1,1
"ID47",0,1,0,1,0
"ID48",0,1,1,0,1
"ID49",0,1,0,0,0
"ID50",0,0,0,0,0
