"","A1","A2","A3"
"ID1",0,0,1
"ID2",0,1,1
"ID3",0,0,0
"ID4",1,1,1
"ID5",0,1,1
"ID6",0,0,0
"ID7",0,1,0
"ID8",0,1,1
"ID9",0,0,0
"ID10",0,0,1
"ID11",1,1,1
"ID12",0,1,1
"ID13",0,0,0
"ID14",0,0,1
"ID15",0,0,1
"ID16",0,0,1
"ID17",0,0,1
"ID18",0,0,0
"ID19",0,0,1
"ID20",0,0,1
"ID21",0,0,1
"ID22",0,1,0
"ID23",0,0,1
"ID24",0,1,1
"ID25",0,0,0
"ID26",1,0,1
"ID27",0,0,1
"ID28",0,1,1
"ID29",0,1,1
"ID30",0,0,0
"ID31",1,0,1
"ID32",0,0,0
"ID33",0,1,1
"ID34",0,1,1
"ID35",0,0,1
"ID36",0,1,1
"ID37",0,1,1
"ID38",0,1,1
"ID39",0,0,1
"ID40",0,0,1
"ID41",1,0,1
"ID42",0,1,1
"ID43",0,1,1
"ID44",0,1,1
"ID45",0,1,1
"ID46",1,0,1
"ID47",0,1,0
"ID48",0,1,1
"ID49",0,1,0
"ID50",0,0,1
"ID51",0,0,0
"ID52",1,1,1
"ID53",0,0,1
"ID54",0,0,1
"ID55",1,1,1
"ID56",0,0,0
"ID57",0,0,1
"ID58",0,0,1
"ID59",0,1,1
"ID60",1,0,1
"ID61",0,1,1
"ID62",0,1,1
"ID63",1,0,1
"ID64",0,0,1
"ID65",0,1,1
"ID66",0,0,1
"ID67",0,1,1
"ID68",0,0,1
"ID69",0,0,1
"ID70",0,1,1
"ID71",0,0,0
"ID72",0,0,1
"ID73",0,0,1
"ID74",0,0,1
"ID75",1,1,1
"ID76",0,0,0
"ID77",0,0,1
"ID78",0,0,1
"ID79",0,0,1
"ID80",1,1,1
"ID81",1,1,1
"ID82",0,0,1
"ID83",1,1,1
"ID84",1,0,1
"ID85",0,0,1
"ID86",0,1,1
"ID87",0,1,1
"ID88",1,0,1
"ID89",0,0,1
"ID90",1,1,1
"ID91",0,0,1
"ID92",0,0,1
"ID93",0,0,1
"ID94",0,0,1
"ID95",0,1,1
"ID96",1,1,1
"ID97",0,0,1
"ID98",0,0,0
"ID99",0,0,0
"ID100",0,0,1
"ID101",0,0,0
"ID102",0,0,1
"ID103",1,0,1
"ID104",0,0,1
"ID105",0,1,1
"ID106",0,1,1
"ID107",0,1,1
"ID108",1,1,1
"ID109",0,0,0
"ID110",0,0,1
"ID111",0,0,1
"ID112",1,1,1
"ID113",0,0,0
"ID114",0,0,0
"ID115",1,1,1
"ID116",0,0,1
"ID117",0,1,1
"ID118",0,0,0
"ID119",0,0,1
"ID120",0,0,1
"ID121",0,1,1
"ID122",0,0,0
"ID123",0,1,0
"ID124",0,1,1
"ID125",0,0,1
"ID126",0,1,0
"ID127",0,0,1
"ID128",0,0,1
"ID129",1,0,1
"ID130",0,1,1
"ID131",0,1,0
