"","Item1","Item2","Item3","Item4","Item5","Item6","Item7","Item8","Item9","Item10","Item11","Item12","Item13","Item14","Item15","Item16","Item17","Item18","Item19","Item20"
"ID1",0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
"ID2",0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0
"ID3",0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,1,1,1,0
"ID4",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"ID5",0,0,1,1,0,0,0,1,0,1,1,1,0,1,1,0,1,0,1,0
"ID6",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ID7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ID8",0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
"ID9",1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"ID10",0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1
"ID11",0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0
"ID12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ID13",1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"ID14",0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0
"ID15",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ID16",0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1
"ID17",0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,0,1,1,1
"ID18",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"ID19",0,0,1,1,0,1,0,1,0,1,1,1,0,1,1,1,0,0,1,0
"ID20",0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1
"ID21",1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1
"ID22",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ID23",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"ID24",0,0,0,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,0,1
"ID25",1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1
"ID26",1,0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,0,0
"ID27",0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
"ID28",0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,1,1,1,0,1
"ID29",0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0
"ID30",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"ID31",0,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1
"ID32",0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1
"ID33",0,1,0,1,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0
"ID34",0,0,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0,1,1,0
"ID35",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"ID36",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
"ID37",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"ID38",0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,1
"ID39",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"ID40",0,0,1,1,1,0,0,1,1,1,0,1,0,1,1,0,1,1,1,1
"ID41",0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
"ID42",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ID43",0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1
"ID44",0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
"ID45",0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"ID46",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ID47",0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
"ID48",0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0
"ID49",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"ID50",1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ID51",0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0
"ID52",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ID53",1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,0
"ID54",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
"ID55",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ID56",0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0
"ID57",1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"ID58",0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"ID59",0,0,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0
"ID60",0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1
