"","Item1","Item2","Item3","Item4","Item5","Item6","Item7","Item8","Item9","Item10"
"ID1",0,1,1,0,1,0,0,1,1,0
"ID2",0,1,1,0,1,0,0,0,1,0
"ID3",0,0,1,0,1,0,0,0,0,0
"ID4",0,1,1,0,1,0,0,0,1,0
"ID5",1,0,1,1,0,0,1,0,0,0
"ID6",0,1,1,0,1,0,0,0,1,0
"ID7",0,1,1,1,1,0,0,0,1,0
"ID8",0,1,1,1,1,0,0,0,1,0
"ID9",1,1,1,1,1,1,1,1,1,1
"ID10",0,0,1,0,1,0,0,0,1,0
"ID11",0,0,1,0,0,0,0,0,0,1
"ID12",0,0,1,0,1,0,0,0,0,0
"ID13",0,1,1,0,1,0,0,0,1,0
"ID14",0,1,1,1,1,0,0,0,1,0
"ID15",0,0,1,0,0,0,0,0,0,1
"ID16",0,0,0,0,0,0,0,0,0,0
"ID17",0,0,1,0,0,0,0,0,0,0
"ID18",0,0,0,0,0,0,0,0,0,0
"ID19",0,1,1,0,1,0,0,1,1,0
"ID20",0,0,1,0,1,0,0,0,1,0
"ID21",0,0,1,0,0,0,1,0,0,0
"ID22",0,1,1,0,1,0,0,1,1,0
"ID23",0,1,1,1,1,0,0,0,1,0
"ID24",0,1,1,0,1,0,0,0,1,0
"ID25",0,1,0,0,1,0,1,0,1,0
"ID26",0,1,0,0,1,0,0,0,1,0
"ID27",0,0,1,0,1,0,0,0,0,0
"ID28",0,1,1,0,1,0,0,0,1,0
"ID29",1,1,1,1,1,1,1,1,1,1
"ID30",0,1,1,0,1,0,0,0,1,0
"ID31",0,0,1,0,0,0,0,0,0,0
"ID32",0,1,1,0,1,1,0,0,0,0
"ID33",0,1,0,0,0,0,0,0,0,0
"ID34",0,0,0,1,0,0,0,1,0,0
"ID35",1,1,1,1,1,1,1,1,0,1
"ID36",0,0,1,0,0,0,0,1,0,0
"ID37",0,0,0,0,0,0,0,0,0,0
"ID38",0,0,1,1,0,0,0,0,0,0
"ID39",0,1,1,0,1,0,0,0,1,0
"ID40",0,0,1,1,0,0,1,0,0,0
"ID41",1,1,1,1,1,0,1,1,1,1
"ID42",0,1,0,0,1,0,0,0,0,0
"ID43",1,0,1,1,0,0,1,0,0,0
"ID44",0,0,1,0,0,0,0,0,0,0
"ID45",0,1,1,1,1,0,0,1,1,0
"ID46",0,0,1,0,0,0,0,0,0,1
"ID47",0,0,1,0,0,0,0,0,0,0
"ID48",0,0,1,1,0,0,1,0,0,0
"ID49",0,1,1,0,1,0,0,1,1,1
"ID50",0,0,1,0,0,0,0,0,0,0
"ID51",0,1,0,0,1,0,0,0,1,0
"ID52",0,1,1,0,1,0,0,0,1,0
"ID53",0,0,1,0,0,0,1,0,0,0
"ID54",1,0,0,0,0,0,0,0,0,0
"ID55",0,1,0,0,1,0,0,0,0,1
"ID56",0,1,0,0,0,0,0,0,0,0
"ID57",0,0,0,0,0,0,0,0,0,0
"ID58",0,0,1,0,0,0,0,0,0,0
"ID59",0,1,0,1,1,0,0,0,1,0
"ID60",1,1,1,1,1,1,1,1,1,1
"ID61",0,1,1,0,1,0,0,0,1,0
"ID62",1,1,1,1,1,1,1,1,1,1
"ID63",0,1,1,0,1,0,0,0,1,0
"ID64",0,0,1,0,0,0,0,0,0,0
"ID65",0,0,0,0,0,0,0,0,0,1
"ID66",0,1,1,0,0,0,1,0,0,0
"ID67",0,0,1,0,0,0,0,0,0,0
"ID68",0,1,1,0,0,0,0,0,0,0
"ID69",0,0,1,0,0,0,1,0,0,0
"ID70",1,1,1,0,1,0,0,0,1,0
"ID71",1,1,1,1,1,1,1,1,1,1
"ID72",0,0,0,1,0,1,0,0,0,0
"ID73",0,1,1,0,1,0,0,0,1,0
"ID74",0,1,0,0,0,1,0,0,0,0
"ID75",1,1,1,1,1,1,1,1,1,1
"ID76",0,1,1,0,0,0,0,1,1,0
"ID77",0,1,1,0,1,0,0,0,1,0
"ID78",1,1,1,0,0,0,0,0,1,0
"ID79",0,1,0,0,1,0,0,0,1,0
"ID80",0,0,1,0,1,0,0,0,1,0
"ID81",0,0,0,0,0,0,0,0,1,0
"ID82",0,0,1,0,0,0,0,0,0,0
"ID83",0,1,1,0,1,0,0,0,1,0
"ID84",1,0,1,1,0,0,1,0,0,0
"ID85",0,1,0,0,0,1,0,0,0,0
"ID86",0,1,1,0,1,0,0,0,1,1
"ID87",0,1,0,0,0,0,0,0,1,1
"ID88",1,1,1,1,1,1,1,1,1,1
"ID89",0,1,1,0,1,0,0,0,1,0
"ID90",0,0,1,0,0,0,0,0,0,0
"ID91",0,0,0,0,0,0,0,0,0,0
"ID92",0,0,1,0,0,0,0,0,0,1
"ID93",1,1,1,1,0,0,1,0,0,0
"ID94",0,0,1,0,1,0,0,0,1,0
"ID95",0,0,1,0,0,0,0,0,0,0
"ID96",1,0,1,1,0,0,1,1,0,0
"ID97",0,1,1,0,1,0,0,0,1,0
"ID98",0,1,0,0,1,0,1,0,1,0
"ID99",0,0,1,0,0,0,0,1,0,0
"ID100",0,0,0,0,0,0,1,0,0,0
"ID101",0,1,0,0,1,0,0,0,1,1
"ID102",0,0,1,0,1,0,0,0,0,0
"ID103",0,1,1,0,1,0,0,0,1,0
"ID104",0,1,1,0,1,0,0,0,1,0
"ID105",0,1,1,0,1,0,0,0,1,0
"ID106",0,0,0,0,0,0,0,1,0,1
"ID107",0,1,0,0,0,0,0,0,0,0
"ID108",1,1,0,0,1,0,0,0,0,0
"ID109",0,1,1,1,1,0,1,0,1,0
"ID110",1,1,1,1,1,1,1,1,1,1
"ID111",1,1,1,1,1,1,1,1,1,1
"ID112",1,1,1,1,1,1,1,1,1,1
"ID113",0,1,1,0,1,0,1,1,1,0
"ID114",0,1,1,0,1,0,0,1,1,0
"ID115",0,1,1,0,0,1,0,0,0,0
