"","Item1","Item2","Item3","Item4","Item5","Item6","Item7","Item8","Item9","Item10","Item11","Item12","Item13","Item14","Item15","Item16","Item17","Item18","Item19","Item20"
"ID1",1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
"ID2",0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
"ID3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"ID4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ID5",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ID6",0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
"ID7",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ID8",1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
"ID9",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ID10",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ID11",0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,1,0,0
"ID12",0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,1,1,1,0
"ID13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ID14",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ID15",1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1
"ID16",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ID17",1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
"ID18",0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0
"ID19",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"ID20",0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1
"ID21",0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0
"ID22",0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0
"ID23",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ID24",1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
"ID25",0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ID26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
