"","Item1","Item2","Item3","Item4","Item5","Item6","Item7","Item8","Item9","Item10"
"ID1",1,0,1,0,1,0,1,0,0,1
"ID2",0,0,1,0,0,1,1,0,0,0
"ID3",1,1,1,0,1,0,0,1,1,0
"ID4",0,0,1,0,0,0,0,0,0,0
"ID5",0,0,1,0,1,0,0,1,0,0
"ID6",0,1,1,0,1,1,0,0,1,0
"ID7",0,1,1,1,1,1,1,0,1,1
"ID8",0,1,1,0,0,1,0,1,1,0
"ID9",0,1,0,0,1,0,0,1,1,1
"ID10",0,0,1,0,1,0,0,0,0,0
"ID11",0,1,1,0,1,0,0,1,1,0
"ID12",1,0,1,1,0,0,1,1,0,1
"ID13",0,1,0,0,1,1,0,0,0,0
"ID14",0,0,0,0,0,0,0,0,0,0
"ID15",0,1,1,1,1,0,0,0,1,0
"ID16",0,1,1,0,1,0,0,1,1,0
"ID17",0,0,0,0,0,0,0,0,0,0
"ID18",0,0,1,0,0,0,0,0,0,0
"ID19",0,0,1,0,1,0,0,0,0,0
"ID20",0,0,1,0,0,0,0,0,0,0
"ID21",0,0,1,0,0,0,0,0,0,0
"ID22",0,1,0,0,1,0,0,1,1,0
"ID23",0,0,1,0,0,0,0,1,0,1
"ID24",0,1,0,0,1,1,0,0,0,1
"ID25",0,1,1,0,0,0,0,0,1,1
"ID26",0,0,1,0,0,0,0,0,1,1
"ID27",0,0,1,0,0,0,1,0,0,0
"ID28",1,0,1,0,0,0,0,0,0,1
"ID29",0,1,1,0,1,1,0,0,1,1
"ID30",0,0,1,0,0,0,0,0,0,0
"ID31",0,0,1,0,0,0,0,0,0,0
"ID32",1,1,1,0,1,1,1,1,1,1
"ID33",0,1,1,1,1,1,0,0,1,1
"ID34",0,0,1,0,0,0,0,0,0,0
"ID35",0,0,1,0,0,0,0,0,0,1
"ID36",0,1,0,0,1,1,0,1,1,1
"ID37",0,0,1,0,0,0,0,0,0,0
"ID38",0,0,0,0,0,0,0,0,0,0
"ID39",1,1,1,1,1,1,1,1,1,1
"ID40",1,0,1,0,0,0,0,0,0,0
"ID41",0,1,1,0,1,0,0,1,1,0
"ID42",0,1,1,0,1,0,0,0,1,1
"ID43",1,0,0,0,0,0,0,0,0,0
"ID44",0,0,1,0,0,0,0,1,0,0
"ID45",0,0,1,0,0,0,0,0,0,0
"ID46",0,0,0,0,0,0,0,0,0,0
"ID47",0,1,1,0,1,1,1,0,1,1
"ID48",0,0,1,0,0,0,1,0,0,0
"ID49",0,0,0,1,0,0,0,0,0,1
"ID50",1,0,1,1,1,0,1,1,0,0
"ID51",0,0,1,0,0,0,0,0,0,0
"ID52",0,1,0,0,1,1,0,1,1,1
"ID53",1,0,1,1,0,0,1,0,0,0
"ID54",0,1,1,0,1,1,0,1,1,1
"ID55",0,1,1,0,1,1,1,0,1,1
"ID56",0,0,1,0,0,1,0,0,0,0
"ID57",0,0,0,0,0,0,0,0,0,1
"ID58",0,0,1,0,1,0,0,0,0,0
"ID59",0,0,1,0,0,0,0,0,0,1
"ID60",0,0,1,0,0,0,0,0,0,0
"ID61",0,1,1,1,1,0,0,0,1,1
"ID62",0,0,1,0,0,1,0,0,1,1
"ID63",0,1,1,0,1,0,0,1,1,1
"ID64",0,1,1,0,1,0,0,0,0,1
"ID65",0,0,1,0,0,0,0,1,0,0
