"","Item1","Item2","Item3","Item4","Item5","Item6","Item7","Item8","Item9","Item10"
"ID1",1,0,1,0,0,0,0,0,1,1
"ID2",0,0,0,0,1,0,1,0,1,0
"ID3",0,0,1,0,1,0,0,0,1,1
"ID4",0,0,1,0,1,1,1,0,1,1
"ID5",0,1,1,0,1,1,1,1,1,1
"ID6",0,1,1,0,0,1,1,0,0,0
"ID7",0,0,0,1,0,0,0,1,1,1
"ID8",1,0,1,0,1,0,1,1,1,1
"ID9",0,0,1,0,1,1,1,1,1,1
"ID10",0,0,1,0,1,0,0,1,1,1
"ID11",0,0,1,0,0,0,0,0,1,1
"ID12",0,0,0,0,1,0,0,0,0,0
"ID13",1,0,1,0,1,0,1,0,1,1
"ID14",0,0,1,0,0,0,1,1,1,0
"ID15",0,0,0,0,1,1,0,0,0,0
"ID16",1,1,1,0,1,0,1,1,0,1
"ID17",0,0,1,1,0,1,1,1,0,1
"ID18",1,0,1,1,0,1,0,1,0,0
"ID19",1,1,1,1,1,0,1,0,0,1
"ID20",0,0,0,1,0,0,0,1,0,0
"ID21",0,1,1,0,1,0,0,1,0,0
"ID22",1,1,1,0,1,1,1,0,0,1
"ID23",1,0,1,1,1,0,1,0,1,1
"ID24",0,1,1,0,0,1,1,1,0,1
"ID25",1,1,1,1,1,1,1,1,1,1
"ID26",0,0,1,0,1,1,1,1,0,1
"ID27",0,1,0,0,1,1,1,1,0,1
"ID28",0,0,1,0,1,0,1,0,0,1
"ID29",1,0,1,1,0,1,1,1,0,1
"ID30",0,0,1,0,1,0,0,0,1,0
"ID31",0,0,1,0,1,1,1,0,1,0
"ID32",1,0,1,1,1,0,1,1,0,1
"ID33",0,1,1,0,1,0,1,1,1,0
"ID34",0,0,1,0,0,1,1,1,1,1
"ID35",1,1,1,0,1,0,1,0,1,1
"ID36",1,0,1,0,0,0,0,0,0,1
"ID37",0,1,1,1,1,1,0,1,1,1
"ID38",1,1,1,1,0,0,1,1,0,1
"ID39",0,0,1,0,0,0,0,0,0,1
"ID40",0,0,1,0,0,0,0,1,0,1
"ID41",0,1,1,1,0,0,1,0,0,1
"ID42",1,0,1,0,1,1,0,0,0,1
"ID43",0,1,1,1,1,0,1,0,0,1
"ID44",0,0,1,0,1,1,1,0,1,0
"ID45",0,1,1,0,1,1,1,1,1,1
"ID46",0,0,1,1,0,0,1,0,0,1
"ID47",0,0,1,0,1,1,1,1,1,1
"ID48",0,0,1,1,1,1,1,1,1,1
"ID49",0,0,1,0,0,0,1,0,0,1
"ID50",0,0,1,0,0,0,1,0,1,1
"ID51",1,0,1,1,0,0,0,0,1,1
"ID52",1,0,1,0,1,1,0,1,0,1
"ID53",0,0,1,0,0,0,1,0,0,0
"ID54",1,1,1,0,1,1,0,0,1,1
"ID55",1,0,1,1,1,0,0,1,1,0
"ID56",0,0,1,0,1,1,0,0,1,1
"ID57",0,1,1,0,1,0,1,0,0,1
"ID58",0,0,1,0,1,1,1,0,0,1
"ID59",0,0,1,0,1,0,1,0,1,1
"ID60",0,1,1,1,1,1,0,1,1,1
"ID61",0,0,0,0,0,0,1,0,1,1
"ID62",0,0,1,0,1,0,1,0,0,1
"ID63",1,0,1,1,0,0,0,0,1,1
"ID64",0,0,1,0,0,0,0,1,1,1
"ID65",0,0,1,0,1,0,0,0,0,1
"ID66",0,1,1,0,0,1,1,0,0,1
"ID67",0,0,1,0,1,0,1,1,0,0
"ID68",0,1,1,1,1,1,1,1,1,1
"ID69",1,1,1,0,1,1,1,1,1,1
"ID70",0,0,0,0,1,1,0,0,1,1
"ID71",0,1,1,1,1,0,1,0,0,1
"ID72",0,0,1,0,0,0,1,0,0,1
"ID73",1,0,1,0,1,0,1,0,0,1
"ID74",0,1,1,0,1,1,1,1,1,0
"ID75",0,0,0,1,1,1,0,1,0,1
"ID76",0,1,0,0,1,1,1,1,0,1
"ID77",1,0,1,0,1,0,0,0,0,1
"ID78",0,0,0,0,1,0,1,1,1,0
"ID79",0,0,0,0,0,1,0,1,0,0
"ID80",0,0,1,0,0,1,0,1,1,1
"ID81",1,0,0,0,1,0,1,0,1,0
"ID82",0,0,1,0,1,0,1,1,1,1
"ID83",0,0,0,0,0,0,1,0,0,1
"ID84",1,1,1,0,1,0,1,0,0,1
"ID85",0,0,1,0,1,0,1,0,0,1
"ID86",1,0,1,1,0,0,1,1,0,1
"ID87",0,1,1,0,0,1,1,0,1,1
"ID88",1,0,1,0,1,0,0,0,0,0
"ID89",1,0,1,0,0,1,1,0,1,0
"ID90",0,0,1,0,1,1,1,1,1,0
"ID91",0,1,1,0,1,0,1,1,1,0
"ID92",1,0,0,0,0,1,1,0,0,1
"ID93",0,1,1,0,1,0,1,0,0,1
"ID94",0,0,1,0,1,1,0,0,0,1
"ID95",1,0,1,1,0,0,1,0,0,1
"ID96",0,0,1,0,0,0,1,0,1,1
"ID97",0,0,0,0,0,0,1,0,1,0
"ID98",1,0,0,0,0,1,0,1,0,0
"ID99",1,1,0,1,1,0,1,1,0,0
"ID100",0,0,0,0,0,0,0,1,0,0
