"","A1","A2","A3"
"ID1",0,0,1
"ID2",0,1,1
"ID3",0,0,1
"ID4",0,1,1
"ID5",0,1,1
"ID6",0,0,1
"ID7",0,0,1
"ID8",0,0,1
"ID9",0,0,1
"ID10",0,1,1
"ID11",0,0,1
"ID12",0,0,0
"ID13",0,0,1
"ID14",0,0,1
"ID15",0,0,0
"ID16",1,1,1
"ID17",1,0,1
"ID18",1,0,0
"ID19",1,1,1
"ID20",0,0,0
"ID21",0,1,0
"ID22",0,0,1
"ID23",1,1,1
"ID24",0,1,1
"ID25",1,1,1
"ID26",0,1,1
"ID27",0,1,1
"ID28",0,0,1
"ID29",1,0,1
"ID30",0,0,1
"ID31",0,0,1
"ID32",1,0,1
"ID33",0,1,1
"ID34",0,0,1
"ID35",0,1,1
"ID36",0,0,1
"ID37",0,1,1
"ID38",1,1,1
"ID39",0,0,1
"ID40",0,0,1
"ID41",0,0,1
"ID42",0,1,1
"ID43",0,0,1
"ID44",0,1,1
"ID45",0,1,1
"ID46",0,0,1
"ID47",0,1,1
"ID48",0,1,1
"ID49",0,0,1
"ID50",0,0,1
"ID51",0,0,1
"ID52",0,1,1
"ID53",0,0,1
"ID54",0,1,1
"ID55",1,0,1
"ID56",0,1,1
"ID57",0,0,1
"ID58",0,0,1
"ID59",0,0,1
"ID60",0,1,1
"ID61",0,0,1
"ID62",0,0,1
"ID63",0,0,1
"ID64",0,1,1
"ID65",0,1,1
"ID66",0,1,1
"ID67",0,1,1
"ID68",0,1,1
"ID69",0,1,1
"ID70",0,0,1
"ID71",0,1,1
"ID72",0,0,1
"ID73",0,0,1
"ID74",0,1,1
"ID75",0,1,1
"ID76",0,1,1
"ID77",0,0,1
"ID78",0,0,1
"ID79",0,0,0
"ID80",0,0,1
"ID81",0,0,0
"ID82",1,1,1
"ID83",0,0,0
"ID84",0,0,1
"ID85",0,0,1
"ID86",1,0,1
"ID87",0,1,1
"ID88",0,0,1
"ID89",0,0,1
"ID90",0,1,1
"ID91",0,1,1
"ID92",0,0,0
"ID93",0,1,1
"ID94",0,0,1
"ID95",0,0,1
"ID96",0,0,1
"ID97",0,0,0
"ID98",0,0,0
"ID99",1,0,0
"ID100",0,0,0
