"","Item1","Item2","Item3","Item4","Item5","Item6","Item7","Item8","Item9","Item10","Item11","Item12","Item13","Item14","Item15","Item16","Item17","Item18","Item19","Item20"
"ID1",0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0
"ID2",0,0,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,0,0,0
"ID3",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
"ID4",1,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0
"ID5",1,0,0,0,0,1,0,1,1,1,0,1,0,1,1,1,0,0,1,1
"ID6",1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1
"ID7",0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
"ID8",0,1,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,0
"ID9",0,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,1,0,1,1
"ID10",0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1
"ID11",0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0
"ID12",1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
"ID13",0,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1
"ID14",0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,1
"ID15",1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1
"ID16",1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,1
"ID17",1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,0
"ID18",0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,1,0,1
"ID19",1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1
"ID20",1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ID21",0,1,0,0,1,0,0,0,1,1,1,0,1,1,1,0,1,0,1,0
"ID22",0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0
"ID23",0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0
"ID24",0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0
"ID25",0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,1,0,1,1,0
"ID26",0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1
"ID27",0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,1,1
"ID28",1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1
"ID29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ID30",1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0
"ID31",0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0
"ID32",0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0
"ID33",0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0
"ID34",1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0
"ID35",0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0
"ID36",0,0,0,1,0,1,0,0,1,1,0,0,1,1,1,1,1,0,1,0
"ID37",0,1,1,0,1,0,1,1,1,0,0,0,1,1,0,1,0,1,1,0
"ID38",1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0
"ID39",0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1
"ID40",0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
"ID41",1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0
"ID42",1,0,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0
"ID43",0,1,1,0,1,1,1,0,0,1,0,1,0,1,1,1,1,0,1,1
"ID44",0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0
"ID45",0,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0
"ID46",0,1,0,0,1,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0
"ID47",0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1
"ID48",0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1
"ID49",0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1
"ID50",0,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0
"ID51",1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0
"ID52",0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0
"ID53",0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0
"ID54",0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,1,0,0,1,0
"ID55",0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0
"ID56",0,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,0,1,0
"ID57",0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0
"ID58",0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
"ID59",0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0
"ID60",0,1,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0,0,1,0
"ID61",1,0,0,0,1,0,1,0,1,1,0,0,1,1,1,1,0,1,0,1
"ID62",0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0
"ID63",0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1
"ID64",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ID65",0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,0
"ID66",1,1,1,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0,1,0
"ID67",0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
"ID68",0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0
"ID69",0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,1,0
"ID70",0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0
"ID71",0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0
"ID72",0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
"ID73",0,1,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0
"ID74",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
"ID75",0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,0
"ID76",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ID77",0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0
"ID78",0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
"ID79",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ID80",0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,0
"ID81",0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0
"ID82",0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,1,0,1,0
"ID83",0,1,1,1,0,1,0,1,1,1,0,1,1,1,0,0,1,1,0,1
"ID84",1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1
"ID85",0,1,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1
"ID86",1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1
"ID87",0,0,1,0,1,0,1,1,0,1,0,1,0,1,1,1,0,1,1,0
"ID88",0,1,0,0,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0
"ID89",0,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0
"ID90",0,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0
"ID91",1,0,0,0,1,0,1,0,1,1,1,0,0,1,1,1,1,1,0,0
"ID92",0,0,1,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,1,1
"ID93",0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
"ID94",0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0
"ID95",1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1
"ID96",0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,0
"ID97",0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0
"ID98",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
"ID99",0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
"ID100",0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,1,0,0,1,0
