Unnamed: 0,A1,A2,A3,A4,A5
0,0,0,1,1,0
1,0.0,0.0,0.0,0.0,0.0
2,0,0,0,0,1
3,1.0,1.0,1.0,1.0,1.0
4,0,1,1,1,1
5,0.0,0.0,0.0,1.0,0.0
6,0,1,1,1,0
7,0.0,0.0,0.0,1.0,0.0
8,0,1,0,1,1
9,0.0,0.0,0.0,1.0,1.0
10,0,0,1,1,1
11,0.0,1.0,1.0,1.0,0.0
12,1,1,0,1,1
13,0.0,1.0,0.0,0.0,0.0
14,0,0,0,0,0
15,0.0,0.0,0.0,0.0,1.0
16,0,0,1,1,1
17,1.0,1.0,1.0,1.0,1.0
18,0,1,1,1,1
19,0.0,0.0,0.0,1.0,0.0
20,0,1,1,1,1
21,0.0,0.0,0.0,0.0,1.0
22,0,0,0,0,1
23,1.0,1.0,1.0,1.0,1.0
24,0,1,1,1,1
25,0.0,0.0,0.0,1.0,0.0
26,0,0,1,1,1
27,1.0,1.0,0.0,0.0,0.0
28,1,1,1,1,1
29,1.0,1.0,1.0,1.0,1.0
30,1,1,1,1,1
31,0.0,0.0,0.0,1.0,1.0
32,0,1,0,1,1
33,1.0,0.0,0.0,1.0,1.0
34,0,0,0,1,1
35,0.0,1.0,0.0,1.0,0.0
36,0,0,0,0,1
37,0.0,1.0,0.0,1.0,1.0
38,1,1,0,1,1
39,0.0,1.0,0.0,1.0,1.0
40,0,0,1,1,1
41,0.0,0.0,1.0,1.0,0.0
42,0,0,1,1,1
43,0.0,0.0,0.0,0.0,0.0
44,0,0,0,1,1
45,1.0,0.0,0.0,1.0,0.0
46,0,0,1,0,1
47,0.0,1.0,0.0,1.0,0.0
48,0,1,0,0,1
49,0.0,0.0,0.0,0.0,1.0
50,0,1,1,1,1
51,0.0,1.0,0.0,1.0,0.0
52,0,0,0,1,1
53,1.0,1.0,0.0,0.0,1.0
54,0,0,1,0,0
55,1.0,1.0,1.0,1.0,1.0
56,0,1,1,1,0
57,0.0,0.0,1.0,1.0,0.0
58,0,0,1,0,0
59,0.0,0.0,0.0,1.0,0.0
60,0,1,0,1,1
61,1.0,0.0,1.0,1.0,1.0
62,0,0,0,1,1
63,1.0,0.0,0.0,0.0,0.0
64,1,0,0,0,1
65,0.0,1.0,1.0,1.0,1.0
66,0,1,0,1,1
67,0.0,1.0,1.0,1.0,1.0
68,0,0,1,1,1
69,0.0,0.0,0.0,0.0,1.0
70,0,1,1,1,1
71,0.0,1.0,1.0,0.0,1.0
72,0,1,1,1,1
73,0.0,0.0,0.0,0.0,1.0
74,0,0,1,0,1
75,0.0,0.0,0.0,1.0,0.0
76,0,0,1,1,1
77,0.0,1.0,0.0,1.0,1.0
78,0,0,1,1,1
79,0.0,0.0,0.0,0.0,0.0
80,0,0,1,1,1
81,0.0,0.0,1.0,1.0,1.0
82,0,0,0,1,1
83,1.0,0.0,1.0,1.0,0.0
84,0,0,0,1,1
85,0.0,0.0,0.0,0.0,0.0
86,0,0,0,1,1
87,0.0,0.0,0.0,1.0,0.0
88,0,1,1,1,1
89,0.0,0.0,0.0,1.0,0.0
90,0,1,1,1,1
91,0.0,0.0,0.0,1.0,1.0
92,0,0,0,0,0
93,0.0,1.0,1.0,1.0,1.0
94,1,1,0,1,1
95,1.0,0.0,1.0,1.0,1.0
96,0,0,0,1,0
97,0.0,1.0,0.0,0.0,1.0
98,1,0,1,1,1
99,1.0,1.0,1.0,1.0,1.0
100,0,0,1,1,1
101,1.0,0.0,0.0,0.0,0.0
102,0,0,0,1,1
103,1.0,1.0,0.0,1.0,1.0
104,0,0,1,1,0
105,1.0,0.0,1.0,1.0,0.0
106,0,0,0,1,1
107,0.0,0.0,1.0,1.0,1.0
108,0,0,0,0,1
109,0.0,0.0,1.0,1.0,0.0
110,0,0,0,0,1
111,1.0,1.0,1.0,1.0,1.0
112,0,1,1,1,1
113,0.0,0.0,0.0,0.0,0.0
114,0,1,1,1,1
115,0.0,0.0,0.0,1.0,0.0
116,0,0,0,1,1
117,1.0,0.0,1.0,1.0,1.0
118,0,0,0,1,1
119,1.0,0.0,1.0,1.0,1.0
120,0,1,0,1,1
121,0.0,0.0,0.0,1.0,0.0
122,0,1,0,1,1
123,1.0,1.0,1.0,1.0,1.0
124,0,0,0,1,0
125,0.0,0.0,0.0,0.0,0.0
126,0,1,1,1,1
127,1.0,0.0,1.0,1.0,0.0
128,0,0,0,1,1
129,0.0,1.0,1.0,1.0,0.0
130,0,0,1,1,1
131,1.0,1.0,0.0,1.0,0.0
132,0,1,1,1,1
133,1.0,0.0,0.0,1.0,1.0
134,0,1,0,1,1
135,0.0,0.0,0.0,1.0,1.0
136,1,0,1,1,1
137,1.0,0.0,0.0,0.0,1.0
138,0,1,1,1,1
139,0.0,0.0,0.0,0.0,0.0
140,1,0,1,1,1
141,1.0,1.0,1.0,1.0,1.0
142,0,0,0,1,0
143,1.0,1.0,1.0,1.0,1.0
144,0,0,1,1,1
145,1.0,1.0,1.0,1.0,1.0
146,0,1,1,1,1
147,1.0,1.0,1.0,1.0,1.0
148,0,1,1,0,1
149,0.0,0.0,0.0,0.0,0.0
150,1,0,0,0,1
151,1.0,0.0,1.0,1.0,1.0
152,0,0,0,0,0
153,0.0,1.0,1.0,1.0,1.0
154,0,0,0,1,1
155,0.0,1.0,0.0,1.0,1.0
156,0,0,0,0,0
157,0.0,0.0,0.0,1.0,0.0
158,0,1,1,1,1
159,0.0,0.0,1.0,1.0,1.0
160,0,0,0,1,1
161,0.0,1.0,0.0,1.0,0.0
162,0,1,1,1,1
163,1.0,0.0,0.0,1.0,1.0
164,0,1,1,1,0
165,1.0,0.0,0.0,0.0,0.0
166,0,0,1,0,1
167,0.0,0.0,0.0,0.0,1.0
168,0,1,1,0,1
169,0.0,1.0,0.0,1.0,1.0
170,1,0,0,1,0
171,1.0,1.0,1.0,1.0,1.0
172,0,0,1,1,1
173,0.0,0.0,0.0,1.0,0.0
174,1,1,1,1,1
175,0.0,1.0,0.0,1.0,0.0
176,1,1,1,1,1
177,0.0,1.0,0.0,1.0,1.0
178,0,0,0,0,0
179,0.0,1.0,0.0,1.0,0.0
180,0,0,0,0,1
181,0.0,0.0,0.0,1.0,0.0
182,1,0,0,1,0
183,0.0,0.0,1.0,1.0,1.0
184,0,0,1,1,1
185,0.0,0.0,0.0,1.0,1.0
186,0,0,0,1,1
187,0.0,1.0,0.0,1.0,1.0
188,0,0,1,1,0
189,1.0,1.0,1.0,1.0,1.0
190,1,0,0,1,1
191,0.0,0.0,0.0,0.0,0.0
192,0,0,1,0,1
193,1.0,0.0,1.0,1.0,1.0
194,0,0,0,0,1
195,1.0,1.0,1.0,1.0,1.0
196,0,1,1,1,1
197,1.0,0.0,0.0,1.0,1.0
198,0,0,0,1,1
199,0.0,1.0,0.0,1.0,1.0
200,0,0,1,1,1
201,0.0,1.0,0.0,1.0,1.0
202,1,0,0,0,1
203,0.0,0.0,0.0,0.0,0.0
204,0,1,1,0,1
