"","Item1","Item2","Item3","Item4","Item5","Item6","Item7","Item8","Item9","Item10","Item11","Item12","Item13","Item14","Item15","Item16","Item17","Item18","Item19","Item20"
"ID1",0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0
"ID2",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ID3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ID4",1,1,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1
"ID5",0,1,1,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0
"ID6",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"ID7",1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1
"ID8",0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"ID9",0,1,1,0,0,1,0,1,1,1,1,1,0,0,0,1,1,0,1,0
"ID10",0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0
"ID11",0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
"ID12",0,1,1,1,1,1,0,0,1,0,1,0,0,1,1,0,1,1,1,0
"ID13",1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0
"ID14",0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
"ID15",0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"ID16",1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0
"ID17",0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1
"ID18",1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1
"ID19",1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,1,1,1,0
"ID20",0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"ID21",0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,0
"ID22",0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0
"ID23",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ID24",0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"ID25",0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,1,1,1
"ID26",0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
"ID27",0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
"ID28",1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0
"ID29",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"ID30",1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1
"ID31",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1
"ID32",0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1
"ID33",0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,1,1
"ID34",0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0
"ID35",0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"ID36",0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
"ID37",0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0
"ID38",0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0
"ID39",1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0
"ID40",0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,1
"ID41",0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1
"ID42",0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1
"ID43",0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,1
"ID44",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ID45",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"ID46",0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
"ID47",1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1
"ID48",0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"ID49",0,0,0,1,0,1,1,1,0,1,0,0,0,1,1,0,1,0,1,0
"ID50",1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
"ID51",1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1
"ID52",1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0
"ID53",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"ID54",0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,1
"ID55",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
"ID56",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"ID57",0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1
"ID58",0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
"ID59",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
"ID60",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ID61",1,0,1,1,0,1,1,0,0,0,1,0,0,0,1,1,1,0,1,0
"ID62",1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1
"ID63",0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0
"ID64",1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1
"ID65",1,1,0,0,1,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0
"ID66",1,1,1,1,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1
"ID67",0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0
"ID68",0,0,1,1,0,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1
"ID69",1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1
"ID70",0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"ID71",0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0
"ID72",0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,0,0
"ID73",0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,1,1,1
"ID74",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"ID75",0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1
"ID76",0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ID77",0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1
"ID78",0,1,1,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0
"ID79",0,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,0,0,0,1
"ID80",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ID81",0,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,1,0
"ID82",0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1
