"","A1","A2","A3"
"ID1",0,1,1
"ID2",0,1,1
"ID3",0,1,1
"ID4",0,1,1
"ID5",0,0,0
"ID6",0,0,1
"ID7",1,1,1
"ID8",0,0,1
"ID9",1,1,1
"ID10",0,1,1
"ID11",0,1,1
"ID12",0,1,0
"ID13",0,0,1
"ID14",0,1,0
"ID15",0,1,1
"ID16",0,0,0
"ID17",0,0,0
"ID18",0,1,1
"ID19",0,1,1
"ID20",0,0,1
"ID21",0,1,1
"ID22",0,1,1
"ID23",0,0,1
"ID24",0,1,1
"ID25",0,0,1
"ID26",0,0,1
"ID27",0,0,1
"ID28",0,1,1
"ID29",0,1,0
"ID30",0,1,1
"ID31",0,0,1
"ID32",0,0,1
"ID33",1,0,1
"ID34",0,1,1
"ID35",0,0,1
"ID36",1,0,1
"ID37",0,1,1
"ID38",0,0,1
"ID39",0,0,1
"ID40",0,0,0
"ID41",0,0,0
"ID42",1,1,1
"ID43",0,0,1
"ID44",0,1,1
"ID45",1,1,1
"ID46",0,0,1
"ID47",0,1,0
"ID48",0,1,0
"ID49",0,0,0
"ID50",0,0,1
"ID51",0,0,1
"ID52",1,0,1
"ID53",0,0,1
"ID54",0,1,1
"ID55",0,0,1
"ID56",0,0,0
"ID57",0,0,1
"ID58",0,0,0
"ID59",0,0,1
"ID60",0,1,1
"ID61",0,1,1
"ID62",0,0,1
"ID63",0,0,1
"ID64",0,1,1
"ID65",1,1,0
"ID66",1,1,1
"ID67",0,0,1
"ID68",0,1,1
"ID69",0,1,1
"ID70",0,0,0
"ID71",1,1,1
"ID72",0,0,1
"ID73",0,1,1
"ID74",0,0,1
"ID75",0,1,1
"ID76",0,1,1
"ID77",1,1,1
"ID78",0,0,1
"ID79",0,0,1
"ID80",1,1,1
"ID81",0,1,0
"ID82",0,1,1
"ID83",0,1,1
"ID84",0,1,1
"ID85",0,0,1
"ID86",0,1,1
"ID87",0,1,1
"ID88",1,0,1
"ID89",0,0,1
"ID90",0,0,1
"ID91",0,1,1
"ID92",0,1,1
"ID93",0,0,1
"ID94",1,0,1
"ID95",0,1,1
"ID96",0,1,1
"ID97",0,0,0
"ID98",0,0,0
"ID99",0,1,1
"ID100",0,1,1
