"","Item1","Item2","Item3","Item4","Item5","Item6","Item7","Item8","Item9","Item10","Item11","Item12","Item13","Item14","Item15","Item16","Item17","Item18","Item19","Item20"
"ID1",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"ID2",0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0
"ID3",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ID4",1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1
"ID5",1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0
"ID6",0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1
"ID7",0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
"ID8",1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1
"ID9",1,0,1,1,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,1
"ID10",1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0
"ID11",0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0
"ID12",0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0
"ID13",0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0
"ID14",0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
"ID15",0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0
"ID16",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ID17",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ID18",0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
"ID19",0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
"ID20",0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1
"ID21",1,1,0,0,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,0
"ID22",0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0
"ID23",0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0
"ID24",0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"ID25",1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
"ID26",0,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,0,1
"ID27",1,1,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0
"ID28",1,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0
"ID29",0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0
"ID30",1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1
"ID31",1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0
"ID32",1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0
"ID33",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ID34",0,0,1,1,0,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0
"ID35",0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0
"ID36",1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0
"ID37",1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1
"ID38",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ID39",1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"ID40",1,1,0,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1
"ID41",0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0
"ID42",0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1
"ID43",0,1,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0
"ID44",0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0
"ID45",0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,1,0,1,0,0
"ID46",0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0
"ID47",1,1,1,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0
"ID48",0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1
"ID49",0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1
"ID50",1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0
