"","Item1","Item2","Item3","Item4","Item5","Item6","Item7","Item8","Item9","Item10","Item11","Item12","Item13","Item14","Item15","Item16","Item17","Item18","Item19","Item20"
"ID1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
"ID2",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"ID3",0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
"ID4",1,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0
"ID5",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
"ID6",0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0
"ID7",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"ID8",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
"ID9",0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0
"ID10",0,0,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0
"ID11",0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
"ID12",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1
"ID13",1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1
"ID14",1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"ID15",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
"ID16",0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0
"ID17",0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"ID18",0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0
"ID19",1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0
"ID20",0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
"ID21",0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0
"ID22",1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"ID23",0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0
"ID24",0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
"ID25",0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ID26",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ID27",1,1,0,0,1,1,1,0,0,1,1,0,1,0,1,0,1,1,0,0
"ID28",1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
"ID29",0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0
"ID30",1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
"ID31",0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"ID32",1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
"ID33",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"ID34",1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0
"ID35",1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
"ID36",1,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"ID37",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ID38",0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
"ID39",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ID40",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ID41",1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0
"ID42",0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0
"ID43",1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"ID44",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
"ID45",1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0
"ID46",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0
"ID47",1,0,0,0,1,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0
"ID48",1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0
"ID49",1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1
"ID50",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ID51",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
"ID52",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ID53",0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
"ID54",0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0
"ID55",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ID56",0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
"ID57",0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0
