"","A1","A2","A3","A4","A5"
"ID1",1,1,1,1,1
"ID2",0,0,1,1,1
"ID3",0,0,0,0,1
"ID4",0,0,0,0,0
"ID5",1,0,0,0,0
"ID6",0,0,0,0,0
"ID7",0,0,0,0,1
"ID8",0,0,1,1,1
"ID9",0,1,1,1,1
"ID10",0,1,1,1,1
"ID11",0,0,1,1,1
"ID12",0,0,1,1,0
"ID13",0,1,1,1,0
"ID14",1,1,1,1,1
"ID15",0,0,0,1,1
"ID16",0,1,0,1,0
"ID17",0,0,0,1,0
"ID18",0,0,0,1,1
"ID19",0,0,0,0,1
"ID20",0,0,0,0,1
"ID21",0,1,1,0,1
"ID22",0,0,1,1,1
"ID23",0,0,0,0,1
"ID24",0,0,1,0,1
"ID25",0,0,1,0,1
"ID26",0,0,1,1,1
"ID27",1,1,1,0,1
"ID28",0,0,0,1,1
"ID29",0,1,0,1,1
"ID30",1,0,1,1,1
"ID31",0,0,0,0,1
"ID32",0,0,0,1,1
"ID33",0,0,1,1,1
"ID34",0,1,1,1,0
"ID35",0,0,1,1,0
"ID36",0,0,1,1,1
"ID37",0,0,0,1,1
"ID38",0,0,0,1,1
"ID39",0,0,0,0,0
"ID40",0,0,0,1,0
"ID41",1,0,1,1,1
"ID42",0,1,0,1,1
"ID43",1,0,0,0,0
"ID44",0,0,0,0,1
"ID45",1,0,1,1,1
"ID46",0,0,0,1,1
"ID47",0,1,1,0,1
"ID48",0,0,0,1,1
"ID49",0,0,1,0,1
"ID50",0,0,1,1,0
"ID51",0,0,0,0,1
"ID52",0,0,0,1,1
"ID53",0,0,0,1,0
"ID54",0,0,0,0,0
"ID55",0,0,0,1,1
"ID56",0,0,0,1,1
"ID57",0,0,1,1,1
"ID58",0,0,1,1,0
"ID59",0,1,0,1,1
"ID60",1,0,0,1,1
"ID61",0,0,0,1,1
"ID62",0,0,0,0,1
"ID63",0,0,0,0,1
"ID64",0,0,0,1,1
"ID65",0,1,1,1,1
"ID66",0,1,0,1,1
"ID67",1,1,1,1,1
"ID68",0,0,0,0,1
"ID69",0,1,1,0,1
"ID70",0,0,1,1,1
"ID71",0,0,0,1,0
"ID72",0,0,1,1,1
"ID73",0,0,0,1,1
"ID74",0,0,1,1,1
"ID75",0,1,1,0,1
"ID76",1,0,1,1,1
"ID77",0,0,1,1,0
"ID78",0,0,1,0,0
"ID79",1,1,1,1,1
"ID80",1,0,1,1,1
"ID81",1,1,1,1,1
"ID82",0,0,1,1,1
"ID83",0,0,1,0,0
"ID84",0,0,0,1,1
"ID85",0,0,0,1,1
"ID86",1,0,1,1,1
"ID87",0,0,1,1,1
"ID88",0,1,0,1,1
"ID89",0,0,0,1,0
"ID90",0,0,0,0,1
"ID91",1,1,0,1,0
"ID92",0,0,0,1,0
"ID93",0,0,1,1,1
"ID94",0,0,0,1,1
"ID95",0,0,0,0,0
"ID96",0,0,1,1,1
"ID97",1,1,1,1,1
"ID98",1,1,0,1,1
"ID99",0,0,1,0,1
"ID100",1,1,1,1,1
"ID101",0,0,0,1,1
"ID102",0,0,0,0,0
"ID103",0,0,0,1,1
"ID104",0,0,1,0,0
"ID105",0,1,1,1,1
"ID106",0,1,0,0,1
"ID107",0,0,1,1,1
"ID108",1,1,0,0,1
"ID109",0,0,1,0,1
"ID110",0,0,0,1,1
"ID111",0,1,0,1,1
"ID112",0,0,1,1,1
"ID113",1,1,1,1,1
"ID114",0,0,0,0,1
"ID115",0,0,0,0,1
"ID116",0,0,0,1,1
"ID117",1,0,1,1,1
"ID118",0,0,0,1,0
"ID119",0,0,0,1,1
"ID120",0,0,1,0,1
"ID121",1,0,1,1,1
"ID122",0,1,1,0,1
"ID123",0,0,0,1,1
"ID124",0,0,0,1,1
"ID125",0,0,1,1,1
"ID126",0,0,1,1,0
"ID127",0,0,0,1,1
"ID128",0,1,0,0,1
"ID129",1,1,1,1,1
"ID130",1,0,1,1,1
"ID131",0,0,1,0,1
"ID132",0,0,0,0,1
"ID133",0,0,1,0,1
"ID134",0,1,1,1,0
"ID135",0,0,0,1,1
"ID136",1,0,0,1,0
"ID137",0,0,1,0,1
"ID138",0,0,1,0,1
"ID139",0,0,1,1,1
"ID140",0,0,0,1,1
"ID141",0,0,1,0,1
"ID142",0,0,0,1,1
"ID143",1,0,1,1,1
"ID144",0,1,1,1,1
"ID145",0,0,0,1,0
"ID146",0,1,0,1,1
"ID147",0,1,1,1,1
"ID148",1,1,1,1,1
"ID149",1,1,0,0,1
"ID150",1,1,0,0,1
"ID151",0,0,1,1,1
"ID152",0,1,1,1,1
"ID153",0,0,0,0,0
"ID154",1,1,0,0,1
"ID155",0,0,0,0,1
"ID156",0,0,1,1,1
"ID157",1,0,1,1,1
"ID158",0,1,1,1,1
"ID159",0,0,0,1,0
"ID160",0,0,1,0,1
"ID161",0,0,1,1,1
"ID162",0,1,0,0,1
"ID163",1,0,1,1,1
"ID164",0,0,0,1,1
"ID165",0,1,1,1,1
"ID166",0,0,1,0,0
"ID167",0,0,0,0,1
"ID168",0,1,1,1,1
"ID169",0,1,1,0,1
"ID170",1,0,1,1,1
"ID171",0,0,1,1,1
"ID172",1,1,1,1,1
"ID173",0,0,0,0,1
"ID174",0,1,0,1,1
"ID175",0,1,0,0,1
"ID176",0,0,0,1,1
"ID177",0,0,0,1,0
"ID178",0,0,0,0,0
"ID179",0,0,0,1,1
"ID180",0,0,1,0,1
"ID181",0,0,1,1,1
"ID182",0,0,0,1,1
"ID183",0,0,0,1,1
"ID184",0,0,1,0,1
"ID185",0,0,1,0,1
"ID186",0,0,1,1,1
"ID187",1,0,0,0,0
"ID188",0,0,0,0,1
"ID189",0,0,1,1,0
"ID190",0,0,1,1,1
"ID191",1,1,0,1,1
"ID192",0,0,0,1,1
"ID193",0,0,1,0,1
"ID194",0,1,1,1,1
"ID195",1,1,1,0,1
"ID196",1,0,1,1,1
"ID197",0,0,0,0,1
"ID198",1,0,1,1,1
"ID199",0,1,0,1,1
"ID200",0,0,0,1,0
"ID201",0,0,1,0,1
"ID202",0,0,0,0,1
"ID203",0,0,1,0,1
"ID204",0,1,1,1,1
"ID205",0,1,0,1,1
"ID206",0,0,1,1,1
"ID207",0,1,1,1,1
"ID208",0,1,0,1,1
"ID209",0,0,0,0,1
"ID210",0,0,1,1,1
"ID211",0,0,0,1,1
"ID212",0,0,0,0,1
"ID213",1,0,1,1,1
"ID214",0,0,0,0,1
"ID215",1,0,1,1,1
"ID216",0,0,0,1,0
"ID217",0,0,0,1,0
"ID218",0,0,1,1,1
"ID219",0,0,0,1,1
"ID220",1,0,0,1,1
"ID221",0,1,0,1,1
"ID222",1,0,1,1,1
"ID223",0,1,0,1,1
"ID224",0,0,0,0,1
"ID225",0,1,1,1,1
"ID226",1,0,1,1,1
"ID227",0,0,0,1,1
"ID228",0,1,0,1,1
"ID229",0,0,0,0,1
"ID230",0,0,0,0,0
"ID231",0,0,0,1,1
"ID232",0,0,0,1,1
"ID233",0,0,0,1,1
"ID234",0,1,0,1,1
"ID235",0,0,0,0,0
"ID236",1,0,0,1,0
"ID237",0,0,1,1,1
"ID238",0,0,1,1,1
"ID239",1,0,1,1,1
"ID240",0,1,0,1,1
"ID241",0,0,1,1,1
"ID242",0,0,1,1,1
"ID243",0,0,1,0,0
"ID244",0,1,1,0,1
"ID245",0,1,0,1,0
"ID246",0,1,1,1,0
"ID247",0,0,0,1,1
"ID248",1,1,0,1,1
"ID249",0,0,0,1,1
"ID250",0,1,0,1,1
"ID251",0,0,0,1,1
"ID252",0,0,1,1,1
"ID253",0,0,1,1,1
"ID254",0,0,0,0,1
"ID255",0,1,1,0,1
"ID256",0,0,0,1,1
"ID257",0,1,1,1,1
"ID258",0,1,0,0,1
"ID259",0,1,1,1,0
"ID260",0,0,1,0,1
"ID261",1,1,0,1,1
"ID262",0,0,0,0,1
"ID263",0,0,1,1,1
"ID264",0,1,0,1,1
"ID265",0,0,0,1,1
"ID266",0,0,1,0,1
"ID267",0,0,0,1,0
"ID268",0,1,0,0,1
"ID269",0,0,0,0,0
"ID270",0,0,1,1,1
"ID271",0,0,0,1,1
"ID272",0,1,1,1,1
"ID273",0,0,1,1,1
"ID274",0,0,1,0,1
"ID275",0,0,0,1,1
"ID276",0,0,0,0,0
"ID277",1,1,1,1,1
"ID278",0,0,0,0,1
"ID279",0,0,0,0,1
"ID280",0,1,0,1,1
"ID281",0,1,1,1,1
"ID282",0,0,0,0,1
"ID283",1,1,1,1,1
"ID284",0,1,1,1,1
"ID285",0,0,1,1,0
"ID286",1,0,1,1,0
"ID287",0,0,1,1,1
"ID288",0,0,0,1,1
"ID289",0,0,0,1,0
"ID290",0,0,1,1,1
"ID291",0,0,0,0,1
"ID292",1,0,0,1,1
"ID293",0,0,0,0,1
"ID294",0,0,1,1,0
"ID295",1,0,1,1,1
"ID296",0,0,1,0,1
"ID297",1,0,0,1,1
"ID298",0,0,0,1,1
"ID299",0,0,0,1,1
"ID300",0,1,1,0,0
"ID301",1,1,1,1,1
"ID302",0,0,1,1,0
