"","Item1","Item2","Item3","Item4","Item5","Item6","Item7","Item8","Item9","Item10","Item11","Item12","Item13","Item14","Item15","Item16","Item17","Item18","Item19","Item20"
"ID1",0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0
"ID2",0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0
"ID3",0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0
"ID4",0,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0
"ID5",0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0
"ID6",0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0
"ID7",0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0
"ID8",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ID9",0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0
"ID10",0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1,0
"ID11",0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0
"ID12",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"ID13",0,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0
"ID14",0,0,1,0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0
"ID15",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"ID16",0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0
"ID17",1,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,0,0
"ID18",1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0
"ID19",1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0
"ID20",0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0
"ID21",1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1
"ID22",1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"ID23",0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0
"ID24",0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0
"ID25",0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0
"ID26",0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0
"ID27",0,1,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0
"ID28",0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0
"ID29",0,1,0,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1,0,0
"ID30",0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,0
"ID31",0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0
"ID32",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"ID33",1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0
"ID34",1,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0
"ID35",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"ID36",0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,0
