"","A1","A2","A3","A4","A5"
"ID1",0,0,0,0,1
"ID2",0,1,1,1,1
"ID3",0,0,0,0,0
"ID4",0,1,1,1,0
"ID5",0,0,0,0,1
"ID6",0,1,0,1,1
"ID7",0,1,1,1,1
"ID8",0,0,1,1,0
"ID9",1,0,1,0,1
"ID10",0,0,1,0,1
"ID11",1,0,1,0,1
"ID12",0,0,0,0,1
"ID13",1,1,1,1,1
"ID14",0,1,1,1,1
"ID15",0,0,0,0,1
"ID16",1,0,0,1,1
"ID17",1,1,1,1,1
"ID18",0,0,1,1,1
"ID19",0,1,0,1,0
"ID20",0,0,0,0,0
"ID21",0,1,1,1,1
"ID22",0,0,0,1,1
"ID23",1,0,0,0,1
"ID24",0,1,1,1,1
"ID25",0,1,1,1,1
"ID26",0,0,0,0,0
"ID27",1,0,1,0,1
"ID28",0,0,0,1,1
"ID29",1,1,1,0,1
"ID30",0,0,0,0,0
"ID31",1,1,0,1,1
"ID32",0,1,0,1,1
"ID33",0,1,1,1,1
"ID34",0,1,1,1,1
"ID35",0,0,0,0,1
"ID36",1,0,1,1,1
"ID37",0,0,0,1,1
"ID38",0,0,0,1,1
"ID39",0,0,1,1,1
"ID40",0,0,0,0,0
"ID41",0,0,1,1,1
"ID42",0,0,0,0,1
"ID43",1,1,1,1,1
"ID44",0,1,0,0,1
"ID45",0,0,0,1,1
"ID46",0,1,1,1,1
"ID47",0,0,0,0,1
"ID48",0,0,1,1,1
"ID49",0,0,0,1,0
"ID50",0,0,0,1,1
"ID51",0,0,0,1,1
"ID52",0,0,0,1,0
"ID53",0,0,0,0,1
"ID54",1,0,1,1,1
"ID55",0,0,1,1,1
"ID56",0,0,0,0,0
"ID57",0,0,0,0,0
"ID58",0,0,1,0,1
"ID59",0,0,1,1,1
"ID60",0,1,1,1,1
"ID61",0,0,1,1,0
"ID62",0,0,0,0,1
"ID63",0,0,0,1,1
"ID64",0,0,0,0,1
"ID65",0,0,1,1,1
"ID66",0,0,1,1,0
"ID67",0,1,0,1,1
"ID68",0,0,1,1,1
"ID69",0,0,0,1,1
"ID70",1,0,0,1,1
"ID71",0,0,0,1,1
"ID72",0,0,0,1,0
"ID73",1,0,0,1,1
"ID74",0,0,1,1,1
"ID75",0,1,1,0,1
"ID76",0,1,0,1,0
"ID77",0,1,1,0,1
"ID78",0,1,1,1,1
"ID79",0,0,0,0,1
"ID80",0,0,1,1,0
"ID81",0,1,0,0,0
"ID82",0,1,0,0,1
"ID83",0,0,1,1,1
"ID84",0,0,1,1,1
"ID85",0,1,0,0,1
"ID86",0,1,0,0,1
"ID87",0,0,1,1,1
"ID88",1,0,0,1,1
"ID89",0,1,1,1,1
"ID90",0,0,0,1,1
"ID91",0,0,1,1,1
"ID92",0,0,0,1,1
"ID93",0,0,0,0,1
"ID94",0,1,1,1,1
"ID95",0,1,1,1,1
"ID96",0,0,0,0,1
"ID97",1,0,1,1,1
"ID98",0,0,0,0,1
"ID99",0,0,1,0,1
"ID100",0,1,0,1,0
"ID101",0,0,0,0,0
"ID102",0,0,0,0,0
"ID103",1,1,0,0,1
"ID104",0,0,0,0,1
"ID105",1,1,1,1,1
"ID106",0,0,0,1,1
"ID107",1,1,0,0,1
"ID108",0,0,0,1,1
"ID109",1,0,1,1,1
"ID110",0,0,1,0,1
"ID111",0,0,1,0,1
"ID112",0,0,0,0,1
"ID113",0,1,1,1,1
"ID114",0,0,0,0,1
"ID115",0,0,0,1,1
"ID116",0,1,1,1,1
"ID117",0,0,0,1,1
"ID118",0,0,0,1,0
"ID119",0,0,0,0,0
"ID120",0,0,0,0,1
"ID121",0,0,0,1,1
"ID122",0,0,0,1,0
"ID123",0,0,0,1,0
"ID124",0,0,0,1,1
"ID125",0,0,1,0,1
"ID126",0,1,1,1,1
"ID127",0,1,1,1,1
"ID128",0,0,0,1,1
"ID129",0,0,0,1,1
"ID130",0,1,0,0,1
"ID131",0,0,0,1,1
"ID132",0,0,0,1,0
"ID133",1,1,0,1,1
"ID134",0,0,0,1,0
"ID135",0,0,1,1,1
"ID136",0,0,0,0,1
"ID137",0,0,0,0,1
"ID138",1,1,1,1,1
"ID139",0,0,1,0,0
"ID140",0,1,0,0,1
"ID141",0,1,1,0,1
"ID142",0,1,0,0,1
"ID143",0,1,1,0,1
"ID144",0,0,0,0,0
"ID145",0,0,0,0,1
"ID146",0,0,1,1,1
"ID147",1,0,1,1,1
"ID148",0,1,0,1,1
"ID149",0,0,0,0,1
"ID150",0,0,1,0,1
"ID151",0,1,0,1,1
