"","Item1","Item2","Item3","Item4","Item5","Item6","Item7","Item8","Item9","Item10","Item11","Item12","Item13","Item14","Item15","Item16","Item17","Item18","Item19","Item20"
"ID1",1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1
"ID2",0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1
"ID3",1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1
"ID4",0,0,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0
"ID5",1,1,1,1,0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1
"ID6",1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
"ID7",0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,0
"ID8",1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
"ID9",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
"ID10",1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"ID11",0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0
"ID12",1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1
"ID13",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
"ID14",1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0
"ID15",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"ID16",1,1,1,1,0,0,1,0,0,1,1,0,0,1,1,1,0,0,1,0
"ID17",0,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
"ID18",0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0
"ID19",1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1
"ID20",1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1
"ID21",1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"ID22",0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1
"ID23",0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0
"ID24",1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0
"ID25",1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1
"ID26",1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
"ID27",0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"ID28",0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1
"ID29",0,0,1,1,0,0,0,1,1,0,1,1,0,1,1,1,1,0,1,0
"ID30",0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1
"ID31",0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0
"ID32",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ID33",0,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0
"ID34",1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ID35",1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,1,1,1
"ID36",0,0,1,1,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1
"ID37",0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1
"ID38",0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,1
"ID39",0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0
"ID40",0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0
"ID41",0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0
"ID42",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
"ID43",0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
"ID44",0,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1
"ID45",1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"ID46",0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1
"ID47",0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1
"ID48",1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0
"ID49",1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1
"ID50",0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
"ID51",1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"ID52",1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0
"ID53",0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"ID54",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"ID55",1,0,0,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0
"ID56",0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1
"ID57",1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1
"ID58",1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"ID59",1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
"ID60",0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0
"ID61",0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ID62",1,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1
"ID63",0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,1,1,1,0
"ID64",1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
"ID65",1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0
"ID66",0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"ID67",1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1
"ID68",0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1
"ID69",1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
"ID70",0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0
"ID71",0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"ID72",0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1
"ID73",0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1
"ID74",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ID75",1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1
"ID76",1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0
"ID77",0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0
"ID78",1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0
"ID79",0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
"ID80",1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,1
"ID81",1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1
"ID82",0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0
"ID83",0,1,1,1,1,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0
