"","A1","A2","A3","A4","A5"
"ID1",0,0,1,0,1
"ID2",0,0,0,1,1
"ID3",1,1,1,0,1
"ID4",1,0,0,1,1
"ID5",0,1,1,1,1
"ID6",0,0,0,1,0
"ID7",0,1,1,1,1
"ID8",0,0,1,1,0
"ID9",0,0,1,1,0
"ID10",0,0,1,1,1
"ID11",0,0,0,1,1
"ID12",0,1,1,0,1
"ID13",1,1,1,1,1
"ID14",0,1,0,1,1
"ID15",0,0,0,0,0
"ID16",0,1,1,1,1
"ID17",0,0,0,0,1
"ID18",0,0,0,1,1
"ID19",0,1,1,1,1
"ID20",1,0,1,1,1
"ID21",0,1,1,1,1
"ID22",0,1,1,1,0
"ID23",0,0,0,1,0
"ID24",0,0,0,1,1
"ID25",1,1,1,1,1
"ID26",0,0,1,1,1
"ID27",0,0,0,0,0
"ID28",1,0,1,1,1
"ID29",0,1,0,1,1
"ID30",1,0,0,1,0
"ID31",1,0,0,1,1
"ID32",0,0,0,1,1
"ID33",0,1,0,1,1
"ID34",0,0,1,1,0
"ID35",0,1,1,1,1
"ID36",0,0,0,0,0
"ID37",0,0,0,0,1
"ID38",0,0,1,1,1
"ID39",0,0,0,0,1
"ID40",0,0,0,1,0
"ID41",0,0,0,1,1
"ID42",0,0,0,1,1
"ID43",0,0,0,0,1
"ID44",0,1,1,1,1
"ID45",0,0,1,1,1
"ID46",0,0,0,1,1
"ID47",1,1,0,0,1
"ID48",1,0,1,1,1
"ID49",0,1,1,1,1
"ID50",0,0,0,0,1
"ID51",0,0,1,0,1
"ID52",0,0,0,1,0
"ID53",0,0,0,1,1
"ID54",0,0,0,0,1
"ID55",0,1,0,0,1
"ID56",0,0,0,1,1
"ID57",0,1,1,1,0
"ID58",0,0,1,0,1
"ID59",0,0,1,0,1
"ID60",1,0,0,1,1
"ID61",0,0,0,0,0
"ID62",0,1,1,0,1
"ID63",0,1,0,1,1
"ID64",0,0,0,0,0
"ID65",0,0,1,0,1
"ID66",0,0,0,1,1
"ID67",0,0,1,1,1
"ID68",1,0,0,0,1
"ID69",0,0,1,0,1
"ID70",0,0,0,0,0
"ID71",0,0,0,1,1
"ID72",0,0,1,0,0
"ID73",0,0,0,0,0
"ID74",0,0,0,1,0
"ID75",0,0,1,0,1
"ID76",0,0,0,1,1
"ID77",0,0,0,1,1
"ID78",0,1,1,1,1
"ID79",0,0,0,0,0
"ID80",1,0,1,1,1
"ID81",1,0,1,1,1
"ID82",0,1,0,1,1
"ID83",0,1,1,1,1
"ID84",0,0,1,0,1
"ID85",1,1,1,1,1
"ID86",0,1,0,1,1
"ID87",0,0,0,1,1
"ID88",0,0,0,1,0
"ID89",0,0,0,1,1
"ID90",1,0,0,0,1
"ID91",0,0,0,1,1
"ID92",0,0,1,1,1
"ID93",0,0,0,1,1
"ID94",0,0,1,1,1
"ID95",0,0,1,0,1
"ID96",1,0,0,1,1
"ID97",0,1,1,1,1
"ID98",0,0,1,1,1
"ID99",0,1,1,1,1
"ID100",0,1,0,1,1
"ID101",1,0,0,1,1
"ID102",0,0,0,0,1
"ID103",1,0,0,0,1
"ID104",0,1,1,0,1
"ID105",0,0,0,0,1
"ID106",0,0,0,1,1
"ID107",0,0,0,1,1
"ID108",1,1,1,1,1
"ID109",0,1,1,1,1
"ID110",0,1,0,1,1
"ID111",0,0,0,1,1
"ID112",0,0,0,1,1
"ID113",0,0,0,1,0
"ID114",0,0,0,0,1
"ID115",0,0,0,1,1
"ID116",0,1,1,1,1
"ID117",0,0,1,1,1
"ID118",0,1,1,1,0
"ID119",0,0,0,1,0
"ID120",0,0,1,1,1
"ID121",0,0,0,1,0
"ID122",0,0,0,0,1
"ID123",1,0,1,1,1
"ID124",1,1,1,1,1
"ID125",0,1,1,0,0
"ID126",0,0,1,1,1
"ID127",1,1,1,1,1
"ID128",0,1,0,1,1
"ID129",0,0,0,1,1
"ID130",0,0,0,1,1
"ID131",0,1,1,1,1
"ID132",0,0,0,0,1
"ID133",0,0,1,1,1
"ID134",0,0,1,1,1
"ID135",0,0,0,1,1
"ID136",1,1,1,0,1
"ID137",0,0,0,0,0
"ID138",0,0,1,1,1
"ID139",0,1,0,1,1
"ID140",0,0,1,1,1
"ID141",0,0,1,0,1
"ID142",0,1,0,0,1
"ID143",0,0,1,1,0
"ID144",0,0,1,1,1
"ID145",0,0,0,1,1
"ID146",0,0,1,1,1
"ID147",0,1,0,1,0
"ID148",1,1,0,1,1
"ID149",0,0,1,1,1
"ID150",0,0,1,0,1
"ID151",0,0,0,1,1
"ID152",0,0,1,1,1
"ID153",0,0,0,1,1
"ID154",0,0,1,1,1
"ID155",0,0,0,1,1
"ID156",0,0,0,0,0
"ID157",0,0,1,0,1
"ID158",0,0,1,1,1
"ID159",1,1,1,1,1
"ID160",0,0,1,0,1
"ID161",0,0,1,1,0
"ID162",1,0,0,0,1
"ID163",0,0,1,1,1
"ID164",1,0,0,0,1
"ID165",0,1,1,1,0
"ID166",0,0,0,1,0
"ID167",0,1,1,1,1
"ID168",0,0,1,0,1
"ID169",0,0,0,0,1
"ID170",0,0,1,1,1
"ID171",0,0,0,0,0
"ID172",1,0,1,1,1
"ID173",0,0,0,1,1
"ID174",0,0,1,1,1
"ID175",0,0,1,1,1
"ID176",0,0,1,1,1
"ID177",0,0,1,1,1
"ID178",0,1,0,1,1
"ID179",0,0,0,1,1
"ID180",0,0,0,0,1
"ID181",0,0,1,1,0
"ID182",0,0,0,1,1
"ID183",0,0,0,0,0
"ID184",0,0,0,1,1
"ID185",0,0,1,1,1
"ID186",1,1,1,1,1
"ID187",0,0,0,1,1
"ID188",0,0,0,0,1
"ID189",0,1,0,1,1
"ID190",0,1,0,1,0
"ID191",0,0,1,1,1
"ID192",0,0,1,1,1
"ID193",0,0,0,0,1
"ID194",0,0,1,1,1
"ID195",0,0,0,1,1
"ID196",0,0,0,1,1
"ID197",0,0,1,1,0
"ID198",1,1,0,0,1
"ID199",0,0,1,1,0
"ID200",0,0,1,0,0
"ID201",0,0,0,0,1
"ID202",0,0,1,1,1
"ID203",1,1,1,1,1
"ID204",0,0,0,0,1
"ID205",1,1,0,1,1
"ID206",0,0,0,1,1
"ID207",0,0,0,1,1
"ID208",0,1,1,1,1
"ID209",1,0,1,1,1
"ID210",0,0,0,1,1
"ID211",0,0,1,1,1
"ID212",0,0,0,1,1
"ID213",0,0,1,1,1
"ID214",0,0,0,1,1
"ID215",0,1,0,0,0
"ID216",0,0,1,1,1
"ID217",0,0,1,0,0
"ID218",0,0,1,1,1
"ID219",0,0,1,1,1
"ID220",0,1,1,1,1
"ID221",1,1,1,1,1
"ID222",1,0,0,1,1
"ID223",0,1,0,1,1
"ID224",0,1,1,1,0
"ID225",0,0,0,0,1
"ID226",1,0,1,1,0
"ID227",0,1,1,1,1
"ID228",0,0,0,1,1
"ID229",0,0,0,0,1
"ID230",0,0,0,1,1
"ID231",0,0,0,0,1
"ID232",0,0,0,0,1
"ID233",0,0,0,1,1
"ID234",0,0,0,0,1
"ID235",1,1,1,1,1
"ID236",0,0,0,1,1
"ID237",0,0,1,0,1
"ID238",0,1,0,1,1
"ID239",0,0,0,0,1
"ID240",0,0,1,1,1
"ID241",1,0,1,1,1
"ID242",0,0,0,0,0
"ID243",0,0,0,1,1
"ID244",1,0,1,1,0
"ID245",0,0,0,1,1
"ID246",0,1,1,1,1
"ID247",0,1,0,1,0
"ID248",0,0,1,1,1
"ID249",0,0,0,0,1
"ID250",0,0,0,1,1
"ID251",0,1,1,1,1
"ID252",0,1,0,1,1
"ID253",0,1,0,0,0
"ID254",1,1,1,1,1
"ID255",1,0,0,1,1
"ID256",0,0,1,1,1
"ID257",0,0,0,0,1
"ID258",1,1,0,1,1
"ID259",1,1,1,1,1
"ID260",0,0,0,0,1
"ID261",0,1,1,1,1
"ID262",1,1,1,1,1
"ID263",0,0,0,1,1
"ID264",0,0,0,0,0
"ID265",0,1,1,1,1
"ID266",0,0,1,1,1
"ID267",0,0,1,1,1
"ID268",0,1,1,1,1
"ID269",0,0,1,1,1
"ID270",1,1,1,1,1
"ID271",0,0,0,0,1
"ID272",0,1,1,1,1
"ID273",0,1,1,1,1
"ID274",1,0,0,0,0
"ID275",0,0,0,1,0
"ID276",0,0,1,0,1
"ID277",0,0,1,1,1
