"","Item1","Item2","Item3","Item4","Item5","Item6","Item7","Item8","Item9","Item10","Item11","Item12","Item13","Item14","Item15","Item16","Item17","Item18","Item19","Item20"
"ID1",0,0,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0
"ID2",0,0,1,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0
"ID3",0,0,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0
"ID4",0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"ID5",1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
"ID6",1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0
"ID7",0,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0
"ID8",0,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0
"ID9",0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0
"ID10",0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0
"ID11",1,1,1,0,1,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0
"ID12",0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,1,0
"ID13",0,1,1,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0
"ID14",0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,1,0
"ID15",1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,1
"ID16",0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1
"ID17",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1
"ID18",0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1
"ID19",0,0,1,0,1,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0
"ID20",0,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0
"ID21",0,1,1,0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0
"ID22",1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0
"ID23",0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
"ID24",0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"ID25",0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1
"ID26",0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1
"ID27",0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0
"ID28",1,1,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0
"ID29",0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0
"ID30",0,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0
"ID31",0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
"ID32",0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0
"ID33",0,0,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,0,1,1
"ID34",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ID35",1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1
"ID36",0,0,1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0
"ID37",0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0
"ID38",1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,0
"ID39",0,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0
"ID40",0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1
"ID41",0,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0
"ID42",0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0
"ID43",1,1,1,0,1,0,1,0,1,1,1,0,0,1,1,1,1,0,1,0
