"","A1","A2","A3"
"ID1",1,0,1
"ID2",0,1,1
"ID3",0,1,1
"ID4",1,0,0
"ID5",0,0,0
"ID6",0,1,1
"ID7",0,0,1
"ID8",0,1,1
"ID9",0,0,1
"ID10",0,0,1
"ID11",0,1,1
"ID12",0,0,1
"ID13",0,0,1
"ID14",0,0,1
"ID15",0,1,1
"ID16",1,0,1
"ID17",0,0,1
"ID18",0,0,1
"ID19",0,0,1
"ID20",1,0,1
"ID21",0,1,1
"ID22",0,1,1
"ID23",0,0,0
"ID24",0,0,0
"ID25",1,0,1
"ID26",0,0,1
"ID27",0,0,0
"ID28",0,1,1
"ID29",0,0,1
"ID30",0,0,1
"ID31",0,0,1
"ID32",0,0,1
"ID33",1,0,1
"ID34",0,0,0
"ID35",1,1,1
"ID36",1,0,1
"ID37",0,0,1
"ID38",0,1,1
"ID39",0,0,1
"ID40",0,1,1
"ID41",0,1,1
"ID42",0,0,1
"ID43",0,0,1
"ID44",0,0,1
"ID45",0,0,1
"ID46",1,1,1
"ID47",0,0,0
"ID48",0,1,1
"ID49",0,1,1
"ID50",0,0,1
"ID51",0,1,1
"ID52",0,0,1
"ID53",0,0,1
"ID54",0,0,1
"ID55",0,1,1
"ID56",0,1,1
"ID57",0,0,1
"ID58",0,0,1
"ID59",0,1,1
"ID60",0,1,1
"ID61",0,0,0
"ID62",0,1,1
"ID63",0,0,1
"ID64",0,1,1
"ID65",0,0,1
"ID66",0,1,1
"ID67",0,1,0
"ID68",0,1,1
"ID69",0,0,1
"ID70",0,0,0
"ID71",0,1,0
"ID72",0,1,1
"ID73",0,1,1
"ID74",1,1,1
"ID75",0,0,1
"ID76",0,0,1
"ID77",0,0,0
"ID78",0,1,1
"ID79",0,0,0
"ID80",0,0,1
"ID81",0,1,1
"ID82",0,0,1
"ID83",0,1,1
"ID84",0,0,1
"ID85",0,1,1
"ID86",1,1,1
"ID87",1,1,1
"ID88",0,0,1
"ID89",1,1,1
"ID90",0,1,1
"ID91",0,1,1
"ID92",0,1,0
"ID93",1,0,1
"ID94",0,1,1
"ID95",0,0,1
"ID96",0,1,1
"ID97",0,1,0
"ID98",1,1,1
"ID99",0,1,1
"ID100",0,1,1
"ID101",0,1,1
"ID102",0,0,1
"ID103",0,1,1
"ID104",0,1,0
"ID105",0,1,1
"ID106",0,1,1
"ID107",0,1,1
"ID108",0,1,1
"ID109",0,1,1
"ID110",0,1,1
"ID111",1,1,1
"ID112",0,0,0
"ID113",0,1,1
"ID114",0,1,1
"ID115",0,0,1
"ID116",0,0,1
"ID117",0,0,1
"ID118",0,0,1
"ID119",0,1,1
"ID120",1,1,1
"ID121",0,0,1
"ID122",0,1,1
"ID123",0,0,1
"ID124",0,0,1
"ID125",0,0,1
"ID126",1,1,1
"ID127",1,1,1
"ID128",0,1,1
"ID129",0,1,1
"ID130",0,0,1
"ID131",1,1,1
"ID132",0,1,1
"ID133",0,1,1
"ID134",0,0,1
"ID135",0,0,1
"ID136",0,0,1
"ID137",0,1,1
"ID138",0,0,1
"ID139",0,0,1
"ID140",0,0,1
"ID141",0,1,1
"ID142",0,0,1
"ID143",0,1,1
"ID144",0,0,1
"ID145",0,1,1
"ID146",0,1,1
"ID147",0,0,1
"ID148",0,1,0
"ID149",1,1,1
"ID150",0,0,0
"ID151",1,1,1
"ID152",1,1,1
"ID153",0,0,0
"ID154",1,1,1
"ID155",0,1,1
"ID156",0,0,1
"ID157",0,0,1
"ID158",0,0,0
"ID159",0,0,1
"ID160",0,0,0
"ID161",0,1,1
"ID162",0,1,0
"ID163",0,1,0
"ID164",0,1,1
"ID165",0,0,0
"ID166",1,0,1
"ID167",0,0,1
"ID168",0,1,1
"ID169",0,1,1
"ID170",0,1,1
"ID171",0,0,1
"ID172",1,1,1
"ID173",0,1,0
"ID174",0,1,1
"ID175",1,0,1
"ID176",1,1,1
"ID177",0,0,1
"ID178",1,1,1
"ID179",0,0,0
"ID180",1,0,1
"ID181",1,1,1
"ID182",0,0,0
"ID183",0,0,1
"ID184",0,0,1
"ID185",0,1,1
"ID186",0,1,0
"ID187",0,0,1
"ID188",0,1,1
"ID189",0,1,1
"ID190",0,1,0
"ID191",0,0,1
"ID192",0,1,1
"ID193",0,0,1
"ID194",1,1,1
"ID195",0,0,1
"ID196",1,0,1
"ID197",1,1,1
"ID198",0,0,1
"ID199",0,0,0
"ID200",0,0,1
"ID201",0,0,1
"ID202",0,0,1
"ID203",0,1,1
"ID204",0,0,0
"ID205",1,0,1
"ID206",1,1,1
"ID207",0,1,0
"ID208",0,0,0
"ID209",0,1,1
"ID210",0,0,0
"ID211",0,1,0
"ID212",1,0,1
"ID213",1,0,1
"ID214",0,1,1
"ID215",0,0,1
"ID216",0,1,1
"ID217",0,1,1
"ID218",0,0,1
"ID219",1,0,1
"ID220",0,1,1
"ID221",1,1,1
"ID222",0,0,1
"ID223",0,0,0
"ID224",0,1,1
"ID225",0,1,0
"ID226",0,1,1
"ID227",0,1,1
"ID228",0,1,1
"ID229",0,0,1
"ID230",0,0,0
"ID231",0,0,1
"ID232",1,1,1
"ID233",0,1,0
"ID234",0,0,1
"ID235",0,0,1
"ID236",1,0,1
"ID237",0,0,1
"ID238",0,1,1
"ID239",0,1,1
"ID240",0,1,1
"ID241",0,0,1
"ID242",1,0,1
"ID243",0,0,1
"ID244",0,1,1
"ID245",0,0,1
"ID246",0,0,1
"ID247",1,1,0
"ID248",0,0,1
"ID249",0,0,1
"ID250",1,0,1
"ID251",0,0,1
"ID252",0,1,1
"ID253",0,0,1
"ID254",0,0,1
"ID255",1,0,0
"ID256",0,0,1
"ID257",0,0,1
"ID258",0,0,0
"ID259",0,1,1
"ID260",0,0,1
"ID261",0,1,0
"ID262",0,1,1
"ID263",0,1,1
"ID264",0,1,1
"ID265",0,0,1
"ID266",0,1,0
"ID267",0,1,1
"ID268",0,0,1
"ID269",0,0,0
"ID270",0,0,1
"ID271",0,0,1
"ID272",0,1,0
"ID273",0,1,0
"ID274",1,1,1
"ID275",0,0,1
"ID276",0,1,1
"ID277",0,1,1
"ID278",0,0,1
"ID279",0,0,1
"ID280",0,0,0
"ID281",0,1,1
"ID282",0,1,0
"ID283",0,0,1
"ID284",0,0,1
"ID285",0,1,1
"ID286",0,0,1
"ID287",0,1,1
"ID288",0,1,1
"ID289",0,1,1
"ID290",0,0,1
"ID291",0,0,0
"ID292",1,1,1
"ID293",0,1,0
"ID294",0,1,1
"ID295",0,0,0
"ID296",0,1,1
"ID297",1,1,1
"ID298",0,0,1
"ID299",1,1,1
"ID300",0,0,1
