"","Item1","Item2","Item3","Item4","Item5","Item6","Item7","Item8","Item9","Item10","Item11","Item12","Item13","Item14","Item15","Item16","Item17","Item18","Item19","Item20"
"ID1",1,0,0,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0
"ID2",0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
"ID3",0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1
"ID4",0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1
"ID5",0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,0,1,1,0,0
"ID6",0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1
"ID7",0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0
"ID8",0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1
"ID9",1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0
"ID10",0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0
"ID11",0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0
"ID12",0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,1
"ID13",1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0
"ID14",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"ID15",0,0,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0,1
"ID16",0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0
"ID17",0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
"ID18",0,0,1,0,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0
"ID19",1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,1,1
"ID20",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"ID21",1,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0
"ID22",1,0,0,1,1,1,0,1,1,0,0,0,0,1,1,1,0,1,1,0
"ID23",0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1
"ID24",0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1
"ID25",0,1,1,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1
"ID26",0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0
"ID27",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1
"ID28",0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,1
"ID29",0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1
"ID30",0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0
"ID31",0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1
"ID32",1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0
"ID33",0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
"ID34",1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1
"ID35",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
"ID36",0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0
"ID37",0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0
"ID38",1,0,1,1,0,0,1,1,0,1,1,1,0,0,1,0,1,1,1,0
"ID39",0,1,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1
"ID40",0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
"ID41",0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1
"ID42",1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
"ID43",0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0
"ID44",0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1
"ID45",0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,1
"ID46",0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0
"ID47",0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
