"","Item1","Item2","Item3","Item4","Item5","Item6","Item7","Item8","Item9","Item10","Item11","Item12","Item13","Item14","Item15","Item16","Item17","Item18","Item19","Item20"
"ID1",1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1
"ID2",0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0
"ID3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ID4",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
"ID5",1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1,1,1,1
"ID6",0,0,1,1,1,1,0,1,0,1,1,0,1,1,0,0,1,0,1,0
"ID7",0,0,1,1,0,1,1,0,1,1,1,0,0,1,1,0,1,0,1,0
"ID8",0,0,1,1,0,0,0,1,1,1,1,0,0,1,1,1,0,1,1,0
"ID9",1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"ID10",1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
"ID11",0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
"ID12",1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,1,0,1,1,1
"ID13",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"ID14",0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0
"ID15",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ID16",1,0,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1
"ID17",1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1
"ID18",0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0
"ID19",1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
"ID20",0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1
"ID21",0,1,0,1,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,0
"ID22",0,0,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,1,1,0
"ID23",1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0
"ID24",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"ID25",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ID26",1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1
