"","Item1","Item2","Item3","Item4","Item5","Item6","Item7","Item8","Item9","Item10"
"ID1",0,0,1,1,0,0,0,0,0,0
"ID2",0,0,0,0,1,0,1,0,0,0
"ID3",0,0,1,1,0,0,0,0,0,1
"ID4",0,1,0,0,1,0,0,0,0,1
"ID5",0,1,1,0,1,1,1,1,1,1
"ID6",1,1,0,1,1,1,1,0,1,1
"ID7",1,1,1,0,0,0,1,1,0,1
"ID8",0,0,1,1,0,1,0,0,1,0
"ID9",0,1,1,0,0,1,1,1,1,1
"ID10",1,0,0,1,0,0,1,1,0,0
"ID11",0,1,1,1,1,0,0,0,0,1
"ID12",0,1,1,0,1,1,0,0,0,1
"ID13",0,1,1,1,1,0,0,0,1,1
"ID14",0,0,1,0,0,0,1,0,0,0
"ID15",1,0,1,0,0,0,0,1,1,1
"ID16",0,0,0,0,1,0,0,1,1,1
"ID17",1,0,1,0,1,1,1,0,1,1
"ID18",0,0,1,0,0,1,1,0,1,1
"ID19",1,1,1,0,1,1,0,1,1,1
"ID20",1,1,1,0,1,1,1,1,1,1
"ID21",0,0,1,1,1,1,0,0,1,1
"ID22",0,1,1,0,1,0,0,0,1,0
"ID23",1,1,1,1,1,1,1,1,1,1
"ID24",0,1,1,0,0,0,1,0,1,0
"ID25",1,1,0,1,0,0,1,0,1,1
"ID26",1,1,0,1,0,0,1,0,0,0
"ID27",0,0,1,1,1,0,1,0,0,0
"ID28",1,0,1,0,1,1,1,1,1,0
"ID29",0,1,1,0,1,0,0,1,0,1
"ID30",0,1,1,1,1,1,1,1,1,1
"ID31",0,0,1,1,1,0,0,0,1,1
"ID32",0,0,1,0,0,0,1,0,0,1
"ID33",0,1,1,0,1,0,0,0,1,1
"ID34",0,1,1,0,1,1,1,0,1,1
"ID35",0,0,0,1,1,0,1,0,0,1
"ID36",0,1,1,0,0,1,0,1,1,1
"ID37",0,1,1,1,1,0,0,0,1,1
"ID38",1,1,0,0,1,1,1,1,1,1
"ID39",0,1,0,0,1,0,1,1,1,1
"ID40",0,1,1,0,0,0,1,0,0,1
"ID41",0,0,1,1,1,0,0,0,0,1
"ID42",0,1,1,0,1,1,1,0,1,1
"ID43",0,1,1,0,1,0,0,0,1,1
"ID44",1,1,1,1,1,1,0,1,1,1
"ID45",0,1,1,1,1,1,1,1,1,1
"ID46",1,1,1,1,0,1,1,1,1,1
"ID47",1,1,1,0,1,0,1,0,1,1
"ID48",0,1,1,1,1,1,0,0,1,0
"ID49",0,1,1,0,0,0,0,1,0,1
"ID50",0,1,1,0,0,1,0,1,1,0
"ID51",0,1,0,0,1,0,1,0,1,1
"ID52",0,1,1,0,1,0,1,0,0,1
"ID53",0,0,1,0,0,0,0,1,1,1
"ID54",1,0,1,1,1,1,1,1,1,0
"ID55",0,1,1,1,1,1,1,0,0,1
"ID56",0,1,1,0,0,1,1,1,1,1
"ID57",0,0,0,1,1,0,0,0,0,1
"ID58",0,0,0,1,0,1,0,1,0,1
"ID59",0,0,1,0,0,1,0,0,0,1
"ID60",0,0,0,0,0,0,0,0,0,1
"ID61",0,1,0,0,0,0,0,0,0,0
"ID62",0,1,0,1,1,1,0,0,1,1
"ID63",0,0,0,0,1,1,0,0,1,0
"ID64",0,1,1,0,0,1,1,0,1,1
"ID65",0,0,1,0,0,1,0,0,0,0
"ID66",0,1,0,1,0,1,0,1,1,0
"ID67",1,0,1,0,1,0,0,1,1,1
"ID68",0,1,1,0,1,1,0,0,1,1
"ID69",0,1,0,0,0,1,0,1,1,1
"ID70",0,0,0,0,0,0,0,0,1,0
"ID71",0,0,1,1,1,1,0,0,0,1
"ID72",0,1,0,0,1,1,0,1,1,1
"ID73",0,1,0,0,0,1,0,1,0,0
"ID74",0,1,1,1,0,1,0,0,1,1
"ID75",1,1,1,1,0,0,1,0,1,0
"ID76",0,1,0,1,1,1,1,1,0,1
"ID77",0,1,0,0,1,0,0,0,0,0
"ID78",0,0,0,0,0,0,0,0,1,1
"ID79",0,0,1,0,0,0,1,1,1,1
"ID80",0,0,1,1,1,0,0,0,0,1
"ID81",1,0,1,1,1,1,1,1,1,1
"ID82",1,0,0,1,0,1,1,0,1,1
"ID83",0,1,0,1,1,0,1,0,1,1
"ID84",0,1,1,1,1,1,0,1,0,1
"ID85",0,1,1,1,0,1,0,0,1,1
"ID86",0,1,1,0,1,1,0,1,0,1
"ID87",0,1,0,0,1,1,0,1,1,1
"ID88",0,1,1,0,1,1,1,1,1,0
"ID89",0,0,1,1,1,1,1,0,1,1
"ID90",0,0,0,0,0,0,1,0,1,1
"ID91",0,1,0,0,0,1,1,1,1,1
"ID92",1,1,0,0,1,1,1,1,1,0
"ID93",0,1,1,0,1,1,0,0,1,1
"ID94",0,0,1,0,0,1,0,0,0,0
"ID95",0,1,1,0,0,0,0,0,0,1
"ID96",0,0,1,1,1,1,1,0,0,0
"ID97",0,0,0,0,0,0,0,0,0,0
"ID98",1,0,1,0,0,0,1,0,1,1
"ID99",1,0,1,1,0,0,1,1,1,1
"ID100",0,1,1,0,1,1,1,1,1,1
