"","A1","A2","A3"
"ID1",0,1,1
"ID2",0,1,1
"ID3",0,0,1
"ID4",0,1,1
"ID5",0,1,1
"ID6",1,1,1
"ID7",0,1,1
"ID8",0,0,1
"ID9",0,1,1
"ID10",0,0,0
"ID11",0,0,0
"ID12",0,1,1
"ID13",0,1,1
"ID14",0,0,0
"ID15",1,1,1
"ID16",1,1,1
"ID17",1,0,0
"ID18",0,0,1
"ID19",0,1,1
"ID20",0,1,1
"ID21",1,1,1
"ID22",0,0,1
"ID23",0,0,1
"ID24",0,1,1
"ID25",0,1,1
"ID26",0,1,1
"ID27",0,1,1
"ID28",0,1,1
"ID29",0,1,1
"ID30",0,0,1
"ID31",0,1,1
"ID32",0,1,1
"ID33",1,1,1
"ID34",0,1,1
"ID35",0,0,1
"ID36",0,0,1
"ID37",0,0,1
"ID38",0,0,1
"ID39",1,1,1
"ID40",0,1,1
"ID41",0,1,0
"ID42",1,1,1
"ID43",0,0,1
"ID44",0,0,0
"ID45",0,0,1
"ID46",0,1,1
"ID47",0,1,1
"ID48",1,1,1
"ID49",0,1,1
"ID50",0,0,1
