"","A1","A2","A3"
"ID1",0,1,0
"ID2",0,0,1
"ID3",0,1,1
"ID4",0,0,0
"ID5",0,1,1
"ID6",0,1,1
"ID7",0,0,1
"ID8",0,0,1
"ID9",0,1,1
"ID10",0,0,0
"ID11",0,0,0
"ID12",0,1,1
"ID13",1,1,1
"ID14",0,0,1
"ID15",1,0,1
"ID16",0,1,1
"ID17",1,0,0
"ID18",0,0,0
"ID19",0,1,1
"ID20",0,1,1
"ID21",0,1,1
"ID22",0,0,1
"ID23",0,1,1
"ID24",0,1,1
"ID25",1,1,1
"ID26",0,1,0
"ID27",0,0,1
"ID28",1,1,1
"ID29",0,1,1
"ID30",0,0,1
"ID31",0,1,1
"ID32",0,0,1
"ID33",0,1,1
"ID34",0,0,1
"ID35",0,0,1
"ID36",0,0,0
"ID37",0,1,1
"ID38",0,1,1
"ID39",0,0,1
"ID40",0,0,1
"ID41",0,0,0
"ID42",0,1,1
"ID43",0,0,1
"ID44",0,1,1
"ID45",0,0,1
"ID46",0,0,1
"ID47",0,1,1
"ID48",1,1,1
"ID49",0,1,1
"ID50",0,1,0
"ID51",0,1,1
"ID52",0,0,1
"ID53",0,1,1
"ID54",0,0,1
"ID55",1,0,1
"ID56",1,0,1
"ID57",0,1,1
"ID58",1,0,1
"ID59",0,1,1
"ID60",1,1,1
"ID61",0,1,1
"ID62",1,1,0
"ID63",0,1,1
"ID64",0,1,1
"ID65",0,1,1
"ID66",0,0,1
"ID67",0,1,1
"ID68",0,0,1
"ID69",0,0,1
"ID70",0,1,1
"ID71",0,1,1
"ID72",0,1,1
"ID73",0,0,0
"ID74",0,0,0
"ID75",0,1,1
"ID76",1,0,0
"ID77",0,1,0
"ID78",0,0,1
"ID79",1,0,1
"ID80",0,1,1
"ID81",0,1,1
"ID82",0,1,1
"ID83",0,0,0
"ID84",0,0,1
"ID85",0,1,1
"ID86",0,1,1
"ID87",0,0,0
"ID88",0,0,1
"ID89",0,0,0
"ID90",0,1,1
"ID91",0,1,1
"ID92",0,0,1
"ID93",0,0,1
"ID94",1,0,1
"ID95",0,1,1
"ID96",0,0,1
"ID97",0,0,1
"ID98",0,1,1
"ID99",0,1,1
"ID100",0,1,1
"ID101",0,0,1
"ID102",0,1,1
"ID103",0,0,0
"ID104",0,0,1
"ID105",1,0,1
"ID106",0,0,0
"ID107",0,1,1
"ID108",1,1,0
"ID109",0,0,0
"ID110",0,0,1
"ID111",1,1,1
"ID112",0,1,1
"ID113",0,1,1
"ID114",1,0,1
"ID115",1,1,1
"ID116",0,1,0
"ID117",0,0,0
"ID118",0,0,0
"ID119",0,1,1
"ID120",0,1,1
"ID121",0,0,1
"ID122",1,1,1
"ID123",0,1,0
"ID124",1,0,0
"ID125",1,1,1
"ID126",0,0,1
"ID127",1,1,1
"ID128",0,1,1
"ID129",0,1,1
"ID130",1,0,1
"ID131",0,0,1
"ID132",1,1,1
"ID133",0,0,1
"ID134",0,1,1
"ID135",0,0,1
"ID136",0,0,1
"ID137",0,0,0
"ID138",0,1,1
"ID139",0,0,1
"ID140",0,1,1
"ID141",0,1,1
"ID142",0,0,1
"ID143",0,0,0
"ID144",0,1,0
"ID145",0,1,1
"ID146",1,0,1
"ID147",1,1,1
"ID148",0,1,0
"ID149",0,1,1
"ID150",0,0,1
"ID151",0,1,1
"ID152",0,1,1
"ID153",0,0,0
"ID154",0,1,1
"ID155",0,0,1
"ID156",0,1,1
"ID157",0,1,1
"ID158",0,0,1
"ID159",0,0,1
"ID160",1,1,0
"ID161",0,0,0
"ID162",0,0,1
"ID163",0,1,1
"ID164",1,1,1
"ID165",0,1,1
"ID166",0,0,1
"ID167",0,1,1
"ID168",0,0,1
"ID169",1,1,1
"ID170",0,1,1
"ID171",1,0,1
"ID172",1,0,1
"ID173",0,0,1
"ID174",0,1,1
"ID175",0,0,0
"ID176",0,1,1
"ID177",0,1,0
"ID178",0,1,1
"ID179",1,0,1
"ID180",0,0,1
"ID181",1,0,1
"ID182",0,0,0
"ID183",0,0,1
"ID184",0,0,1
"ID185",0,1,1
"ID186",0,1,1
"ID187",1,1,1
"ID188",0,0,1
"ID189",0,0,1
"ID190",0,1,1
"ID191",0,1,1
"ID192",1,0,1
"ID193",0,0,1
"ID194",0,0,1
"ID195",0,0,1
"ID196",0,1,0
"ID197",1,1,1
"ID198",1,0,1
"ID199",0,0,0
"ID200",1,1,0
"ID201",0,0,1
"ID202",0,1,0
"ID203",1,1,1
"ID204",0,0,1
"ID205",0,0,0
"ID206",0,1,1
"ID207",0,0,1
"ID208",0,1,1
"ID209",0,1,1
"ID210",0,1,1
"ID211",0,0,1
"ID212",0,1,1
"ID213",0,1,1
"ID214",0,0,1
"ID215",0,0,1
"ID216",0,1,1
"ID217",0,0,0
"ID218",0,1,1
"ID219",0,0,1
"ID220",0,1,1
"ID221",0,1,1
"ID222",0,0,1
"ID223",1,0,1
"ID224",0,0,1
"ID225",0,0,1
"ID226",1,0,1
"ID227",1,0,1
"ID228",0,1,1
"ID229",0,0,1
"ID230",0,0,1
"ID231",0,1,1
"ID232",0,1,1
"ID233",0,0,0
"ID234",0,0,1
"ID235",0,0,0
"ID236",0,0,1
"ID237",0,1,1
"ID238",0,0,0
"ID239",0,0,1
"ID240",1,1,1
"ID241",0,0,0
"ID242",0,1,1
"ID243",0,0,0
"ID244",1,1,1
"ID245",0,1,1
"ID246",1,1,1
"ID247",0,1,1
"ID248",0,0,0
"ID249",0,0,0
"ID250",0,0,1
"ID251",0,0,0
"ID252",1,0,1
"ID253",0,1,1
"ID254",1,0,1
"ID255",1,1,1
"ID256",1,0,1
"ID257",1,1,1
"ID258",1,1,1
"ID259",0,0,1
"ID260",0,0,0
"ID261",1,1,1
"ID262",0,1,1
"ID263",0,1,1
"ID264",0,0,1
"ID265",0,1,1
"ID266",1,0,0
"ID267",0,1,1
"ID268",1,1,1
"ID269",0,0,0
"ID270",0,1,1
"ID271",0,1,1
"ID272",0,1,1
"ID273",1,1,1
"ID274",1,1,1
"ID275",0,1,1
"ID276",1,1,1
"ID277",0,0,1
"ID278",0,1,1
"ID279",0,0,0
"ID280",1,1,1
"ID281",0,1,1
"ID282",0,1,1
"ID283",0,1,1
"ID284",0,0,1
"ID285",1,1,1
"ID286",0,1,1
"ID287",0,1,0
"ID288",0,1,1
"ID289",0,0,0
"ID290",0,0,0
"ID291",1,1,1
"ID292",1,1,1
"ID293",1,0,1
"ID294",0,0,0
"ID295",1,1,1
"ID296",0,1,1
"ID297",0,0,1
"ID298",0,0,1
"ID299",1,0,0
"ID300",0,0,1
"ID301",0,1,1
"ID302",0,1,0
"ID303",0,1,1
"ID304",0,0,1
"ID305",0,1,1
"ID306",0,1,1
"ID307",0,0,0
"ID308",0,1,1
"ID309",0,1,1
"ID310",0,1,1
"ID311",0,1,1
"ID312",0,1,1
"ID313",0,1,1
"ID314",0,1,1
"ID315",0,1,0
"ID316",0,1,1
"ID317",0,0,1
"ID318",0,1,1
"ID319",0,0,1
"ID320",0,0,1
"ID321",0,0,1
"ID322",1,1,1
"ID323",1,1,1
"ID324",0,1,1
"ID325",0,0,1
"ID326",0,0,0
"ID327",0,0,1
"ID328",0,0,0
"ID329",0,0,0
"ID330",0,0,1
"ID331",0,1,0
"ID332",0,0,1
"ID333",0,1,1
"ID334",1,0,1
"ID335",0,1,1
"ID336",0,1,1
"ID337",0,1,1
"ID338",0,1,0
"ID339",0,1,1
"ID340",0,1,1
"ID341",1,1,1
"ID342",0,1,1
"ID343",0,0,1
"ID344",0,0,1
"ID345",0,1,1
"ID346",0,1,0
"ID347",0,0,1
"ID348",0,1,1
"ID349",0,0,1
"ID350",0,0,1
"ID351",0,0,1
"ID352",1,1,1
"ID353",0,0,1
"ID354",0,0,1
"ID355",1,0,0
"ID356",0,1,1
"ID357",0,1,1
"ID358",0,0,1
"ID359",0,0,1
"ID360",0,1,1
"ID361",0,0,1
"ID362",0,0,1
"ID363",0,0,1
"ID364",0,1,1
"ID365",0,1,0
"ID366",1,0,0
"ID367",0,1,1
"ID368",0,1,1
"ID369",0,1,1
"ID370",0,1,1
"ID371",0,1,1
"ID372",1,1,1
"ID373",0,0,1
"ID374",1,1,1
"ID375",0,1,0
"ID376",0,1,1
"ID377",1,0,1
"ID378",0,0,0
"ID379",1,0,1
"ID380",1,1,1
"ID381",1,1,1
"ID382",0,0,0
"ID383",1,1,1
"ID384",1,1,1
"ID385",0,0,0
"ID386",0,1,1
"ID387",0,0,1
"ID388",0,1,1
"ID389",0,1,1
"ID390",0,0,1
"ID391",1,0,1
"ID392",0,1,1
"ID393",0,1,1
"ID394",0,1,1
"ID395",0,1,1
"ID396",0,0,1
"ID397",0,1,1
"ID398",0,1,1
"ID399",0,0,1
"ID400",0,1,1
"ID401",0,0,1
"ID402",0,1,1
"ID403",0,1,1
"ID404",0,1,1
"ID405",1,1,1
"ID406",0,1,0
"ID407",0,1,1
"ID408",0,1,1
"ID409",0,1,0
"ID410",1,1,1
