"","A1","A2","A3","A4","A5"
"ID1",0,0,0,0,1
"ID2",0,0,0,1,1
"ID3",0,0,1,1,0
"ID4",0,0,1,1,1
"ID5",1,0,0,1,1
"ID6",0,0,0,0,0
"ID7",1,1,1,1,1
"ID8",0,0,1,1,1
"ID9",0,0,1,0,1
"ID10",0,1,0,1,1
"ID11",0,0,0,1,0
"ID12",0,0,0,1,1
"ID13",0,0,1,1,1
"ID14",0,1,0,1,1
"ID15",0,1,0,1,1
"ID16",0,0,0,0,1
"ID17",0,0,0,0,1
"ID18",0,0,0,1,1
"ID19",0,0,0,1,1
"ID20",0,0,0,0,1
"ID21",0,0,0,1,1
"ID22",1,0,1,1,1
"ID23",0,0,0,0,0
"ID24",0,0,1,1,1
"ID25",0,1,1,1,1
"ID26",0,0,0,1,1
"ID27",0,0,0,1,1
"ID28",0,0,1,1,1
"ID29",1,0,1,1,1
"ID30",0,0,1,1,1
"ID31",0,0,0,0,1
"ID32",1,0,1,1,1
"ID33",0,0,1,0,1
"ID34",0,0,0,0,1
"ID35",1,0,1,1,1
"ID36",0,1,0,1,1
"ID37",0,0,0,1,0
"ID38",1,1,1,1,1
"ID39",0,1,1,1,1
"ID40",0,1,1,0,1
"ID41",0,0,0,0,0
"ID42",0,0,1,1,1
"ID43",1,1,1,1,1
"ID44",0,0,0,1,1
"ID45",0,0,1,0,1
"ID46",0,0,0,1,1
"ID47",0,1,0,1,1
"ID48",0,0,0,1,1
"ID49",0,1,0,1,1
"ID50",0,0,0,1,1
"ID51",0,0,0,0,1
"ID52",0,0,0,0,1
"ID53",0,1,1,1,1
"ID54",0,1,1,1,1
"ID55",0,0,0,1,1
"ID56",0,0,1,1,1
"ID57",0,1,1,1,1
"ID58",0,0,0,1,1
"ID59",0,0,1,1,1
"ID60",1,0,1,1,1
"ID61",0,0,0,0,1
"ID62",0,0,1,1,1
"ID63",0,0,0,1,1
"ID64",0,1,0,1,1
"ID65",0,0,1,1,1
"ID66",0,0,1,1,1
"ID67",0,0,1,1,1
"ID68",0,1,1,1,1
"ID69",1,0,0,1,1
"ID70",0,0,0,0,1
"ID71",0,0,1,0,0
"ID72",0,0,0,1,1
"ID73",0,0,0,0,1
"ID74",0,0,1,1,1
"ID75",0,1,0,1,1
"ID76",0,0,0,1,0
"ID77",0,1,0,1,1
"ID78",1,1,1,1,1
"ID79",0,0,1,0,1
"ID80",0,0,1,1,1
"ID81",0,0,0,1,1
"ID82",1,0,0,1,1
"ID83",0,0,0,1,1
"ID84",0,0,0,0,1
"ID85",1,1,1,1,1
"ID86",0,1,1,1,1
"ID87",1,1,1,1,1
"ID88",0,0,0,1,1
"ID89",0,0,1,1,1
"ID90",0,0,0,0,0
"ID91",0,0,1,1,1
"ID92",0,0,1,1,1
"ID93",1,0,0,0,1
"ID94",0,0,0,1,1
"ID95",0,0,1,1,1
"ID96",0,0,0,1,1
"ID97",0,0,1,1,0
"ID98",0,0,0,0,0
"ID99",0,0,0,1,1
"ID100",0,0,0,0,1
"ID101",0,1,1,1,1
"ID102",1,0,1,1,1
"ID103",0,0,1,1,1
"ID104",1,0,0,1,1
"ID105",0,1,1,1,0
"ID106",0,1,1,1,1
"ID107",0,1,1,1,1
"ID108",0,0,0,0,1
"ID109",0,0,0,1,1
"ID110",1,0,0,1,1
"ID111",0,0,0,1,1
"ID112",0,0,0,1,1
"ID113",0,1,0,0,1
"ID114",0,0,0,1,1
"ID115",0,0,0,1,1
"ID116",0,0,1,1,1
"ID117",0,0,1,0,1
"ID118",0,0,1,0,1
"ID119",1,1,1,1,1
"ID120",0,1,1,1,1
