"","Item1","Item2","Item3","Item4","Item5","Item6","Item7","Item8","Item9","Item10","Item11","Item12","Item13","Item14","Item15","Item16","Item17","Item18","Item19","Item20"
"ID1",0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0
"ID2",0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0
"ID3",1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0
"ID4",0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
"ID5",1,1,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,1
"ID6",0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0
"ID7",1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"ID8",0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0
"ID9",0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0
"ID10",0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0
"ID11",0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
"ID12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ID13",0,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,0,1,0,0
"ID14",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
"ID15",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ID16",0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
"ID17",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ID18",0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1
"ID19",0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
"ID20",0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"ID21",0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0
"ID22",0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1
"ID23",0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0
"ID24",0,1,0,0,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0
"ID25",0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0
"ID26",0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,0,0
"ID27",0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0
"ID28",0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
"ID29",0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0
"ID30",0,1,0,0,1,0,1,1,1,0,0,0,1,0,1,1,0,1,0,0
"ID31",0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0
"ID32",1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1
"ID33",0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0
"ID34",1,0,0,1,0,1,0,0,1,1,1,1,0,1,1,0,1,0,1,1
"ID35",0,0,1,0,1,0,1,1,1,1,0,1,0,0,1,1,1,1,0,0
"ID36",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"ID37",0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0
"ID38",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
"ID39",0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0
"ID40",0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0
"ID41",0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0
"ID42",0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
"ID43",0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0
"ID44",0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
"ID45",0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0
"ID46",0,1,0,0,1,0,1,1,1,1,0,0,1,0,1,1,0,1,0,0
"ID47",0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
"ID48",0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"ID49",0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0
"ID50",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ID51",0,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0
"ID52",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ID53",0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0
"ID54",1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1
"ID55",0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0
"ID56",0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0
"ID57",0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,0,0
"ID58",0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0
"ID59",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
"ID60",1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,0,1,0,1,0
"ID61",0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,0
"ID62",0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0
"ID63",0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
"ID64",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"ID65",0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,1,0
"ID66",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"ID67",0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0
"ID68",0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,1,0,0
"ID69",0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
"ID70",0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0
"ID71",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1
"ID72",0,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0
"ID73",0,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0
"ID74",0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
"ID75",0,0,0,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0
"ID76",0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0
"ID77",0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
"ID78",1,0,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0
"ID79",0,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0
"ID80",0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0
"ID81",0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0
"ID82",0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0
"ID83",0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0
"ID84",0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"ID85",0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0
"ID86",0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0
"ID87",0,1,1,1,0,1,0,0,1,1,1,1,0,1,1,0,1,0,1,1
"ID88",0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0
"ID89",0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
"ID90",0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0
"ID91",0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,0,0
"ID92",0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0
"ID93",0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0
"ID94",0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0
"ID95",1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1
"ID96",1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,1,1,0,1,1
"ID97",0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
"ID98",0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1
"ID99",0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
"ID100",0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,1,0,1,0,0
"ID101",0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
"ID102",0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0
"ID103",0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0
"ID104",0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
