"","Item1","Item2","Item3","Item4","Item5","Item6","Item7","Item8","Item9","Item10","Item11","Item12","Item13","Item14","Item15","Item16","Item17","Item18","Item19","Item20"
"ID1",0,0,1,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,0
"ID2",1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1
"ID3",0,1,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1
"ID4",0,0,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,1,0
"ID5",0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,1
"ID6",0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
"ID7",1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
"ID8",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ID9",0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0
"ID10",1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0
"ID11",0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,1,1
"ID12",0,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1
"ID13",0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0
"ID14",0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0
"ID15",0,1,0,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0
"ID16",0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0
"ID17",1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0
"ID18",1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0
"ID19",0,1,1,1,0,1,0,1,0,0,1,0,0,1,1,1,1,1,1,0
"ID20",0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1
"ID21",1,0,1,1,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0
"ID22",1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ID23",1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1
"ID24",1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"ID25",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"ID26",1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
"ID27",0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0
"ID28",1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"ID29",1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
"ID30",0,1,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1
"ID31",1,0,1,1,1,0,0,1,0,0,1,1,1,1,0,1,1,0,0,0
"ID32",1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
"ID33",0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,1,1,1,0,0
"ID34",0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0
"ID35",0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1
"ID36",0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0
"ID37",0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0
"ID38",0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0
"ID39",1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0
"ID40",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
"ID41",1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0
"ID42",1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
"ID43",0,1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0
"ID44",0,0,1,0,1,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1
"ID45",0,1,1,0,1,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0
"ID46",1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
"ID47",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ID48",0,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1
