"","Item1","Item2","Item3","Item4","Item5","Item6","Item7","Item8","Item9","Item10"
"ID1",0,1,1,0,1,1,0,1,1,0
"ID2",0,1,1,1,1,0,0,1,1,0
"ID3",0,0,1,0,1,0,1,0,1,0
"ID4",0,1,1,1,1,0,0,1,1,1
"ID5",0,1,1,1,1,1,0,1,1,1
"ID6",0,0,1,0,0,0,1,1,1,1
"ID7",0,0,0,0,0,0,0,0,0,0
"ID8",0,0,0,0,0,0,0,0,0,0
"ID9",0,1,1,1,1,0,0,1,1,1
"ID10",0,0,1,0,0,0,1,0,0,0
"ID11",0,1,1,0,1,0,0,1,1,1
"ID12",0,0,0,0,0,0,0,0,0,0
"ID13",0,0,1,0,0,0,1,0,1,1
"ID14",1,1,1,0,1,1,1,1,1,1
"ID15",0,1,1,1,0,1,0,1,1,1
"ID16",0,1,0,1,1,0,1,0,1,1
"ID17",0,1,1,1,0,0,1,0,0,1
"ID18",0,0,0,1,0,0,0,0,1,1
"ID19",0,1,0,0,1,1,0,1,1,0
"ID20",0,1,1,0,1,0,1,1,1,0
"ID21",1,1,1,1,1,1,1,1,1,1
"ID22",1,1,1,1,1,1,1,1,1,1
"ID23",0,1,1,1,1,1,1,0,1,1
"ID24",0,0,0,0,0,0,0,0,0,1
"ID25",0,0,0,0,0,0,0,1,0,0
"ID26",0,0,1,1,0,0,1,0,1,1
"ID27",1,1,1,1,1,1,1,0,1,1
"ID28",0,0,1,0,0,0,1,0,0,0
"ID29",1,0,1,1,1,1,1,1,1,1
"ID30",0,1,1,1,1,0,0,1,1,0
"ID31",0,1,0,0,0,0,0,1,1,1
"ID32",0,1,0,0,1,1,1,1,1,1
"ID33",0,0,1,0,1,0,0,0,1,0
"ID34",0,0,1,0,0,1,1,1,1,1
"ID35",0,0,1,1,0,0,0,0,0,1
"ID36",0,1,1,1,1,0,0,1,1,1
"ID37",0,1,1,1,1,1,0,1,1,0
"ID38",0,0,1,0,1,0,0,0,1,1
"ID39",1,0,1,1,1,1,1,0,1,1
"ID40",0,0,1,1,0,1,0,0,0,0
"ID41",1,1,0,1,1,1,0,1,1,1
"ID42",0,1,0,0,1,0,1,1,1,1
"ID43",0,0,1,1,0,0,1,0,0,1
"ID44",0,1,1,0,1,1,0,1,1,1
"ID45",0,0,1,1,1,0,0,0,1,1
"ID46",0,1,1,0,1,1,1,0,1,1
"ID47",0,0,1,0,1,0,0,0,1,1
"ID48",0,0,1,1,0,0,0,0,1,1
"ID49",1,1,1,1,1,1,1,1,1,1
"ID50",0,1,1,0,1,1,1,0,1,1
"ID51",0,1,1,0,1,1,0,0,1,1
"ID52",0,1,1,0,1,1,0,0,1,1
"ID53",0,1,1,0,1,1,1,0,1,0
"ID54",0,0,1,1,0,0,0,0,1,1
"ID55",1,0,1,1,1,0,1,0,1,1
"ID56",0,0,1,1,1,0,0,0,1,1
"ID57",0,0,0,0,0,0,0,0,1,1
"ID58",0,1,1,0,1,1,0,1,1,1
"ID59",0,1,1,0,1,1,0,1,1,1
"ID60",0,1,1,0,1,0,0,0,1,0
"ID61",0,1,0,0,1,1,0,1,1,1
"ID62",0,1,1,1,1,1,0,1,1,1
"ID63",1,1,1,0,1,1,1,1,1,1
"ID64",0,0,1,0,1,0,1,0,0,1
"ID65",0,1,1,0,1,1,0,0,1,0
"ID66",0,1,1,1,1,0,0,0,1,0
"ID67",1,1,1,1,1,1,1,1,1,1
"ID68",0,1,1,1,1,0,0,0,1,1
"ID69",0,0,1,0,1,1,0,0,1,1
"ID70",0,1,1,1,1,1,0,1,1,1
"ID71",0,1,1,1,1,1,1,1,1,1
"ID72",0,0,0,0,0,1,0,0,1,1
"ID73",0,0,0,0,0,1,0,0,0,0
"ID74",0,1,1,1,1,1,0,0,1,1
"ID75",0,1,1,0,1,1,0,0,1,1
"ID76",1,0,1,1,0,1,1,0,1,1
"ID77",0,1,1,1,1,1,1,1,1,1
"ID78",0,1,1,1,1,1,1,1,1,0
"ID79",0,1,1,0,1,1,0,1,1,1
"ID80",0,0,1,1,0,1,1,0,1,1
"ID81",0,0,1,1,0,0,0,0,1,1
"ID82",0,1,0,0,1,1,1,1,0,1
"ID83",0,0,0,0,0,1,0,0,0,0
"ID84",0,0,0,0,0,1,0,0,1,0
"ID85",0,1,0,0,1,1,1,1,1,0
"ID86",0,1,1,0,1,1,0,0,1,1
"ID87",1,1,1,1,1,1,1,0,1,1
"ID88",0,1,1,0,1,1,0,1,1,0
"ID89",0,1,1,1,1,1,0,0,1,1
"ID90",0,0,0,0,0,0,0,0,0,0
"ID91",0,0,1,1,0,0,0,0,1,1
"ID92",0,0,1,1,0,1,0,0,1,1
"ID93",1,1,1,1,1,1,1,1,1,1
"ID94",0,0,1,0,0,0,0,0,1,1
"ID95",0,0,1,1,0,0,1,0,0,1
"ID96",0,0,1,0,1,0,0,0,1,1
"ID97",0,1,1,0,1,1,1,1,1,1
"ID98",1,0,0,0,0,0,1,0,0,1
"ID99",0,1,0,1,1,0,0,1,1,1
"ID100",0,0,1,0,0,0,0,0,0,1
"ID101",0,1,1,1,1,1,0,1,0,0
"ID102",1,1,1,0,0,0,1,1,1,1
"ID103",0,1,1,1,1,0,0,1,1,0
"ID104",1,1,1,1,1,1,1,1,1,1
"ID105",0,1,1,1,1,1,0,1,0,0
"ID106",0,0,1,1,0,1,0,0,1,1
"ID107",0,1,1,1,1,0,0,0,0,1
"ID108",0,0,1,1,0,0,0,0,1,1
"ID109",1,1,1,1,1,1,1,1,1,1
"ID110",0,1,1,1,0,1,0,0,1,1
"ID111",0,1,1,1,1,0,0,0,1,1
"ID112",0,1,1,0,1,1,1,0,1,1
"ID113",0,1,1,1,1,0,0,1,1,1
"ID114",0,1,1,1,1,0,1,1,1,1
"ID115",0,0,1,0,0,0,1,0,1,1
"ID116",0,0,1,0,0,0,0,1,0,1
"ID117",0,0,1,0,0,1,0,0,1,1
"ID118",0,0,0,0,0,0,0,0,0,0
"ID119",0,1,0,1,1,0,0,1,1,1
"ID120",0,1,1,1,1,1,0,0,1,1
"ID121",1,1,1,0,1,1,1,1,1,1
"ID122",0,1,1,0,1,1,0,1,1,0
"ID123",0,0,0,0,0,1,0,0,0,0
"ID124",0,0,1,0,0,1,1,0,1,1
"ID125",0,1,1,1,1,0,0,1,1,0
"ID126",0,0,1,1,1,0,1,0,1,1
"ID127",0,0,0,0,0,0,0,0,0,0
"ID128",0,1,1,1,1,1,0,1,1,1
"ID129",0,0,1,1,0,0,0,0,0,0
"ID130",0,1,0,0,1,0,0,1,0,0
"ID131",0,0,1,0,0,0,1,0,1,0
"ID132",0,1,0,0,1,1,0,1,1,1
"ID133",0,0,1,0,0,0,0,0,0,1
"ID134",0,0,0,0,0,0,0,0,1,0
"ID135",0,1,1,0,1,0,0,0,1,1
"ID136",1,1,1,1,1,1,1,1,1,1
"ID137",0,0,1,0,0,0,0,1,0,0
"ID138",1,1,0,1,0,1,1,1,1,1
"ID139",0,1,1,1,1,0,0,0,1,0
"ID140",0,0,1,0,0,0,1,1,1,1
"ID141",0,1,1,1,1,0,0,0,1,1
"ID142",1,0,0,1,1,1,1,0,1,1
"ID143",0,1,1,1,1,1,0,1,1,1
"ID144",0,0,1,1,0,0,0,0,0,1
"ID145",0,1,1,1,0,1,0,1,1,1
"ID146",0,1,1,1,1,1,0,0,1,1
"ID147",0,1,1,0,1,0,0,1,1,1
"ID148",0,1,1,0,1,1,0,1,1,1
"ID149",0,1,0,0,0,1,0,1,0,0
"ID150",0,1,0,1,1,1,0,0,0,0
"ID151",0,0,1,0,0,0,0,0,1,1
"ID152",1,1,1,1,1,1,1,1,1,1
"ID153",1,1,1,1,1,1,1,1,1,1
"ID154",0,1,1,1,1,1,0,0,1,1
"ID155",0,1,1,1,0,1,0,1,1,1
"ID156",0,0,0,0,0,0,0,0,0,0
"ID157",0,1,1,0,1,0,0,0,1,1
"ID158",1,1,1,1,1,1,1,0,1,1
"ID159",1,0,1,1,0,0,1,1,1,1
"ID160",0,1,1,1,1,0,0,0,1,0
"ID161",0,1,0,1,0,0,0,1,0,1
"ID162",0,1,1,1,1,1,0,1,1,0
"ID163",0,1,0,0,1,1,1,0,1,1
"ID164",0,0,1,1,0,0,0,0,1,1
"ID165",0,1,1,0,1,1,0,0,1,1
"ID166",0,0,0,0,0,0,0,0,1,1
"ID167",0,0,1,0,0,0,0,0,1,0
"ID168",0,0,1,0,1,1,0,0,1,1
"ID169",0,0,1,0,0,0,0,0,1,1
"ID170",0,1,1,0,1,1,0,1,1,1
"ID171",1,1,1,1,1,1,1,1,1,1
"ID172",0,1,0,1,1,1,0,0,0,0
"ID173",0,1,1,1,1,1,0,1,1,1
"ID174",0,0,1,0,1,0,0,0,1,1
"ID175",1,1,1,1,1,1,1,1,1,1
