"","Item1","Item2","Item3","Item4","Item5","Item6","Item7","Item8","Item9","Item10","Item11","Item12","Item13","Item14","Item15","Item16","Item17","Item18","Item19","Item20"
"ID1",0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,1,0,0
"ID2",0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1
"ID3",1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
"ID4",0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0
"ID5",1,1,1,1,0,0,1,1,0,0,1,1,1,0,1,1,1,1,0,1
"ID6",0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"ID7",0,1,1,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0
"ID8",1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1
"ID9",0,0,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0
"ID10",1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0,1,0
"ID11",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
"ID12",1,1,1,0,1,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0
"ID13",0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0
"ID14",0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1
"ID15",1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1
"ID16",0,0,0,1,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0
"ID17",0,1,1,0,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0
"ID18",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
"ID19",1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1
"ID20",0,0,1,0,0,0,1,1,0,1,1,0,1,0,1,1,1,0,0,0
"ID21",1,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0
"ID22",1,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,0
"ID23",1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1
"ID24",0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1
"ID25",0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0
"ID26",0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0
"ID27",0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0
"ID28",0,1,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0
"ID29",0,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0
"ID30",1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1
"ID31",0,1,0,1,1,1,0,1,1,1,0,0,0,1,1,0,1,1,0,1
"ID32",0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
"ID33",1,0,1,0,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1
"ID34",0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0
"ID35",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
"ID36",0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0
"ID37",0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0
"ID38",0,0,1,0,0,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1
"ID39",1,0,1,1,0,1,1,1,0,1,1,0,0,1,0,1,1,0,1,0
"ID40",1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
"ID41",0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,0
"ID42",0,1,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0
"ID43",0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0
"ID44",1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1
"ID45",1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
"ID46",1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0
"ID47",1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1
"ID48",0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1
"ID49",1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0
"ID50",0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1
"ID51",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0
"ID52",0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,1,1,1,0
"ID53",1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0
"ID54",0,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
"ID55",0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1
"ID56",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0
"ID57",0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0
"ID58",1,0,1,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0
"ID59",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"ID60",0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0
"ID61",0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0
"ID62",0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,1
"ID63",1,1,1,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,1
"ID64",1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,0,1
"ID65",1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1
"ID66",0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"ID67",0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0
"ID68",0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0
"ID69",1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0
"ID70",0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1
"ID71",0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0
"ID72",1,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,0,0,1,0
"ID73",0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0
"ID74",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"ID75",1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1
"ID76",0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
"ID77",0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0
"ID78",1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0
"ID79",0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0
"ID80",1,1,1,0,0,0,0,1,1,0,1,0,1,0,1,1,1,0,0,1
"ID81",1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0
"ID82",0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
"ID83",0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1
"ID84",0,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,0
"ID85",0,0,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0,1
"ID86",0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,0
"ID87",0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0
"ID88",0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,0,1
"ID89",0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1
"ID90",0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0
"ID91",1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1
"ID92",1,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1
"ID93",0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,1
"ID94",1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0
"ID95",0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
"ID96",1,1,0,1,1,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1
"ID97",0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0
"ID98",1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"ID99",1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0
"ID100",0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0
"ID101",0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"ID102",1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1
"ID103",0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0
"ID104",0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0
"ID105",0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
"ID106",0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0
"ID107",0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
"ID108",1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
"ID109",0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0
"ID110",0,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0
"ID111",0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0
"ID112",1,1,1,0,1,1,0,0,1,1,1,0,0,1,1,0,1,0,1,0
"ID113",0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ID114",1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1
"ID115",1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1
"ID116",0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0
"ID117",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
"ID118",1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1
"ID119",0,1,1,1,0,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1
"ID120",0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
"ID121",1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0
"ID122",1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0
"ID123",1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1
"ID124",0,1,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1
"ID125",0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1
