,0,1,2,3,4
0,0.0,1.0,0.0,0.0,0.0
1,1.0,1.0,0.0,1.0,0.0
2,1.0,0.0,1.0,1.0,1.0
3,0.0,1.0,1.0,1.0,1.0
4,1.0,1.0,1.0,1.0,1.0
5,0.0,0.0,0.0,1.0,0.0
6,0.0,0.0,0.0,1.0,1.0
7,1.0,1.0,1.0,1.0,1.0
8,0.0,1.0,0.0,1.0,1.0
9,1.0,1.0,1.0,1.0,1.0
10,0.0,0.0,0.0,0.0,0.0
11,0.0,1.0,1.0,1.0,1.0
12,0.0,0.0,0.0,0.0,1.0
13,1.0,1.0,0.0,0.0,1.0
14,1.0,1.0,1.0,1.0,1.0
15,0.0,1.0,0.0,1.0,1.0
16,0.0,1.0,0.0,1.0,1.0
17,0.0,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,1.0,1.0
19,1.0,1.0,0.0,0.0,1.0
20,1.0,1.0,1.0,1.0,0.0
21,1.0,1.0,0.0,0.0,1.0
22,1.0,1.0,1.0,1.0,1.0
23,1.0,1.0,1.0,1.0,0.0
24,0.0,1.0,0.0,0.0,0.0
25,0.0,1.0,0.0,1.0,1.0
26,0.0,0.0,0.0,0.0,1.0
27,1.0,0.0,0.0,1.0,1.0
28,1.0,1.0,1.0,1.0,1.0
29,1.0,1.0,1.0,1.0,1.0
30,0.0,1.0,1.0,1.0,0.0
31,0.0,0.0,0.0,1.0,0.0
32,1.0,1.0,1.0,1.0,1.0
33,0.0,1.0,0.0,1.0,1.0
34,0.0,0.0,0.0,0.0,1.0
35,0.0,1.0,0.0,1.0,0.0
36,0.0,1.0,0.0,1.0,1.0
37,0.0,1.0,1.0,1.0,1.0
38,0.0,1.0,0.0,1.0,1.0
39,0.0,0.0,0.0,0.0,0.0
40,1.0,1.0,1.0,1.0,1.0
41,0.0,1.0,0.0,1.0,1.0
42,0.0,0.0,0.0,1.0,1.0
43,1.0,0.0,1.0,0.0,1.0
44,0.0,0.0,0.0,1.0,1.0
45,1.0,1.0,1.0,1.0,1.0
46,1.0,1.0,1.0,1.0,1.0
47,0.0,0.0,0.0,1.0,1.0
48,0.0,0.0,1.0,0.0,0.0
49,0.0,1.0,0.0,1.0,1.0
50,0.0,0.0,0.0,0.0,1.0
51,0.0,1.0,0.0,1.0,1.0
52,1.0,0.0,0.0,0.0,1.0
53,0.0,1.0,1.0,1.0,1.0
54,0.0,0.0,0.0,1.0,1.0
55,0.0,0.0,0.0,0.0,0.0
56,0.0,0.0,0.0,0.0,0.0
57,0.0,1.0,0.0,1.0,1.0
58,0.0,0.0,0.0,0.0,0.0
59,1.0,0.0,0.0,1.0,1.0
60,0.0,0.0,0.0,0.0,1.0
61,0.0,1.0,1.0,0.0,1.0
62,1.0,1.0,1.0,1.0,1.0
63,1.0,1.0,1.0,1.0,1.0
64,1.0,1.0,0.0,0.0,1.0
65,0.0,0.0,0.0,1.0,0.0
66,0.0,1.0,0.0,1.0,0.0
67,0.0,0.0,0.0,1.0,1.0
68,1.0,1.0,1.0,1.0,1.0
69,0.0,0.0,0.0,1.0,1.0
70,0.0,0.0,0.0,1.0,1.0
71,1.0,1.0,0.0,1.0,1.0
72,0.0,0.0,0.0,0.0,1.0
73,0.0,0.0,0.0,0.0,1.0
74,1.0,1.0,1.0,1.0,1.0
75,1.0,0.0,0.0,1.0,1.0
76,0.0,0.0,0.0,1.0,1.0
77,0.0,0.0,0.0,0.0,0.0
78,0.0,0.0,0.0,1.0,0.0
79,1.0,1.0,0.0,1.0,1.0
80,1.0,0.0,1.0,0.0,0.0
81,0.0,1.0,0.0,1.0,0.0
82,0.0,1.0,0.0,0.0,0.0
83,1.0,1.0,1.0,1.0,1.0
84,0.0,1.0,0.0,0.0,1.0
85,0.0,1.0,0.0,1.0,1.0
