"","Item1","Item2","Item3","Item4","Item5","Item6","Item7","Item8","Item9","Item10"
"ID1",0,1,0,0,1,1,1,1,1,1
"ID2",0,1,1,1,0,0,0,0,1,0
"ID3",0,0,1,1,0,0,1,0,1,0
"ID4",0,1,1,1,0,0,1,0,1,1
"ID5",0,0,1,0,1,1,0,0,1,0
"ID6",0,0,1,0,0,0,1,1,1,1
"ID7",0,0,1,0,1,1,0,0,1,0
"ID8",0,0,1,1,1,1,1,0,1,0
"ID9",1,1,1,1,1,0,0,0,1,1
"ID10",0,1,1,0,1,1,0,1,1,1
"ID11",1,1,1,0,1,0,1,1,1,1
"ID12",0,1,1,1,1,0,0,0,1,0
"ID13",1,1,1,1,1,0,0,1,1,0
"ID14",0,0,0,0,0,1,0,1,1,0
"ID15",0,0,0,1,0,1,0,1,1,0
"ID16",0,0,1,0,0,0,1,1,1,1
"ID17",1,0,1,1,0,0,0,0,1,0
"ID18",0,1,1,1,1,0,1,1,1,0
"ID19",1,0,0,1,0,0,1,0,0,1
"ID20",1,0,1,0,0,0,0,1,1,1
"ID21",0,0,1,0,0,0,0,0,0,1
"ID22",1,0,1,0,1,0,0,0,1,1
"ID23",0,1,1,0,1,1,1,1,0,1
"ID24",0,1,1,1,1,0,1,0,1,0
"ID25",0,0,1,1,0,0,1,0,0,0
"ID26",0,0,0,0,1,1,1,0,1,0
"ID27",0,0,1,1,1,1,0,0,1,0
"ID28",1,1,1,0,0,1,0,0,0,0
"ID29",1,1,1,0,1,1,1,1,1,0
"ID30",0,0,1,1,0,0,0,0,1,0
"ID31",0,1,1,0,0,1,0,0,1,0
"ID32",0,0,1,1,0,0,0,0,1,0
"ID33",0,1,1,1,0,0,0,1,1,0
"ID34",1,0,1,1,0,0,1,0,0,0
"ID35",1,1,0,1,1,0,1,0,0,0
"ID36",0,1,1,1,0,0,1,0,1,1
"ID37",0,0,0,1,0,1,0,1,0,0
"ID38",0,0,0,0,0,1,0,0,0,0
"ID39",0,1,0,1,1,0,1,1,1,0
"ID40",0,1,0,1,0,1,1,1,0,0
"ID41",0,0,1,1,0,0,0,0,1,0
"ID42",0,1,1,1,1,0,0,0,1,0
"ID43",1,1,0,1,0,0,0,0,1,0
"ID44",0,0,1,0,0,0,1,0,1,1
"ID45",0,1,0,0,0,0,1,1,0,1
"ID46",0,1,0,0,1,1,0,1,0,0
"ID47",0,0,1,1,0,0,1,0,1,0
"ID48",0,1,0,0,0,1,1,0,0,0
"ID49",0,1,1,0,0,0,1,0,1,1
"ID50",0,0,1,0,0,0,1,1,1,0
"ID51",1,1,1,0,0,0,0,1,0,0
"ID52",0,1,1,1,0,0,0,0,1,0
"ID53",0,0,1,1,0,0,0,0,1,0
"ID54",1,1,1,0,0,1,0,0,1,0
"ID55",0,0,1,1,0,0,1,0,1,0
"ID56",0,0,1,1,0,0,0,0,0,1
"ID57",0,0,0,1,0,0,0,1,1,0
"ID58",0,1,0,0,1,0,0,1,0,0
"ID59",0,1,0,1,0,0,0,1,1,1
"ID60",0,1,0,1,1,1,1,0,1,0
"ID61",0,0,1,1,1,1,1,0,1,1
"ID62",0,1,0,0,0,0,0,1,0,0
"ID63",0,1,1,0,1,1,0,1,0,1
"ID64",1,1,1,1,1,1,1,0,0,0
"ID65",0,0,0,0,0,0,1,0,1,0
"ID66",0,1,1,1,0,0,1,1,1,0
"ID67",1,0,0,0,0,0,0,0,0,0
"ID68",0,0,1,1,0,1,0,1,1,1
"ID69",0,0,0,0,1,0,1,0,1,0
"ID70",0,1,1,0,0,0,1,0,1,1
"ID71",1,0,1,1,0,0,1,1,1,0
"ID72",0,0,1,1,1,0,0,0,1,0
"ID73",0,1,0,1,1,1,1,1,1,1
"ID74",1,1,1,1,1,1,0,0,1,1
"ID75",0,1,1,1,0,0,1,1,1,1
"ID76",1,0,0,0,1,0,0,0,0,0
"ID77",0,1,1,1,1,1,1,0,1,0
"ID78",0,0,0,0,1,0,0,0,1,0
"ID79",0,0,1,1,1,0,1,0,1,0
"ID80",0,1,1,0,0,1,1,0,1,1
"ID81",0,1,1,0,1,1,0,0,0,0
"ID82",1,1,1,1,0,1,0,0,1,0
"ID83",0,1,1,1,0,0,1,0,1,0
"ID84",0,0,1,1,1,1,0,0,1,1
"ID85",0,0,0,0,1,0,1,0,0,0
"ID86",0,1,1,1,0,0,1,0,1,0
"ID87",1,1,0,0,1,0,1,0,1,0
"ID88",0,0,1,1,0,0,0,0,0,0
"ID89",0,1,1,1,1,1,1,0,1,1
"ID90",0,0,1,0,0,0,1,0,1,0
"ID91",0,0,1,0,0,1,0,0,1,1
"ID92",0,1,1,1,1,1,0,1,0,0
"ID93",1,1,1,0,0,1,1,1,0,1
"ID94",0,0,0,0,1,0,0,0,1,1
"ID95",0,1,1,1,0,0,1,0,1,0
"ID96",0,0,1,1,1,0,0,1,1,1
"ID97",0,1,0,0,0,0,1,0,1,1
"ID98",0,0,1,1,0,0,1,0,1,0
"ID99",1,0,1,1,1,1,0,1,1,1
"ID100",0,0,1,1,0,0,0,0,0,0
"ID101",1,1,0,1,1,1,1,1,1,0
"ID102",1,0,0,1,0,1,1,1,1,1
"ID103",0,0,0,0,1,0,0,0,0,1
"ID104",0,0,1,0,0,0,1,0,1,1
"ID105",0,1,1,0,1,1,1,0,0,1
"ID106",0,1,1,1,1,1,1,1,0,0
"ID107",0,0,1,0,1,0,1,1,1,0
"ID108",0,1,0,1,0,1,0,1,0,0
"ID109",0,1,1,1,1,1,1,1,1,0
"ID110",0,0,0,1,1,0,0,0,1,0
"ID111",1,1,1,0,0,1,1,1,1,1
"ID112",0,1,0,0,0,0,0,0,1,0
"ID113",0,1,1,1,1,0,1,1,1,0
"ID114",0,0,1,1,0,0,0,1,0,0
"ID115",0,1,0,0,1,1,0,1,0,0
"ID116",1,0,1,1,1,1,0,0,1,0
"ID117",0,0,1,1,1,0,1,0,1,0
"ID118",0,0,0,0,0,1,1,0,0,0
"ID119",0,1,1,0,1,0,1,1,1,1
"ID120",0,0,1,1,0,0,0,0,0,0
"ID121",0,1,1,0,0,1,0,0,1,0
"ID122",0,0,0,0,0,0,1,0,1,0
"ID123",0,0,1,1,0,1,1,1,1,1
"ID124",1,0,0,0,0,0,0,0,1,0
"ID125",1,0,0,0,1,0,1,0,1,1
"ID126",1,1,1,1,1,0,1,1,1,1
"ID127",0,1,1,0,1,1,0,1,0,0
"ID128",0,1,0,0,1,1,1,0,1,1
"ID129",0,0,1,1,0,0,1,1,0,1
"ID130",0,0,0,0,0,0,0,0,0,0
"ID131",1,1,1,1,1,1,1,1,1,0
"ID132",0,1,0,0,1,0,0,0,1,0
"ID133",0,1,1,1,1,1,1,1,1,0
"ID134",0,0,1,0,0,0,1,1,0,0
"ID135",0,0,1,1,1,0,0,0,1,0
"ID136",1,1,1,1,0,1,1,1,1,1
"ID137",0,1,1,1,1,1,0,0,1,0
"ID138",0,1,1,1,1,1,1,1,1,0
"ID139",0,0,1,0,1,1,0,0,1,1
"ID140",0,0,1,0,0,0,1,1,1,1
"ID141",0,1,1,0,0,0,1,0,1,1
"ID142",1,0,1,1,0,0,0,1,1,0
"ID143",0,0,1,1,0,0,0,0,1,0
"ID144",1,0,1,1,0,1,0,0,1,0
"ID145",0,0,1,0,1,0,0,0,1,0
"ID146",0,1,1,1,1,0,1,0,0,0
"ID147",1,0,0,0,1,1,0,1,1,1
"ID148",1,1,1,1,0,1,1,1,0,1
"ID149",1,1,1,1,1,0,1,1,1,1
"ID150",0,1,1,1,1,1,1,0,0,1
"ID151",0,0,0,0,1,0,0,0,0,0
"ID152",0,1,1,1,1,1,1,1,0,0
"ID153",1,1,1,0,1,0,1,0,1,1
"ID154",0,1,1,1,0,0,1,0,1,0
"ID155",0,0,1,1,0,0,0,0,1,1
"ID156",0,0,1,1,0,0,1,0,1,0
"ID157",0,1,1,0,1,1,0,0,1,0
"ID158",0,1,1,0,1,1,1,0,1,0
"ID159",0,0,1,1,0,0,1,1,1,0
"ID160",0,1,0,0,0,0,0,0,0,0
"ID161",0,0,1,1,0,0,0,1,0,0
"ID162",0,1,1,1,1,0,0,0,1,0
"ID163",0,1,1,1,0,1,1,1,1,0
"ID164",0,0,1,1,1,0,1,0,1,1
"ID165",1,1,1,1,1,0,1,1,1,1
"ID166",0,1,0,0,0,0,0,1,1,0
"ID167",0,1,1,1,1,1,0,0,0,1
"ID168",1,1,1,0,1,1,1,0,1,0
"ID169",0,0,0,0,1,1,1,1,1,0
"ID170",0,0,1,1,0,1,1,1,1,0
"ID171",0,1,1,1,0,0,0,1,1,0
"ID172",0,1,0,0,0,1,0,1,0,0
"ID173",0,1,1,0,0,1,0,0,0,0
"ID174",1,0,1,1,1,0,1,1,1,1
"ID175",0,1,1,0,1,0,1,1,1,1
"ID176",1,0,0,0,0,0,0,0,1,1
"ID177",1,0,1,0,0,0,1,0,1,0
"ID178",1,0,1,1,1,1,1,1,0,1
"ID179",0,1,1,0,0,1,0,1,1,0
"ID180",1,1,0,0,1,1,1,1,1,1
"ID181",1,0,1,0,1,1,0,0,1,0
"ID182",0,1,0,0,1,1,1,0,1,0
"ID183",1,1,1,1,0,1,1,1,0,1
"ID184",0,1,1,1,0,0,0,0,1,0
"ID185",1,0,0,1,1,1,1,0,0,1
"ID186",1,0,1,1,0,0,1,0,1,0
"ID187",1,0,1,1,0,0,0,0,1,0
"ID188",0,1,0,1,0,0,1,0,0,1
"ID189",0,1,1,0,0,1,1,1,1,0
"ID190",0,1,0,0,0,0,1,1,0,0
"ID191",0,1,1,0,1,1,0,0,1,0
"ID192",0,1,1,1,1,0,1,1,0,0
"ID193",0,0,0,0,0,0,0,0,1,0
"ID194",0,0,1,1,1,1,0,1,1,1
"ID195",0,1,1,1,0,1,1,1,0,0
"ID196",0,0,1,0,1,1,0,0,0,1
"ID197",0,0,1,1,1,0,0,0,1,1
"ID198",1,1,1,0,1,1,0,0,1,0
"ID199",0,1,0,1,0,0,0,0,1,0
"ID200",0,0,0,0,0,1,0,0,0,0
"ID201",0,1,0,1,1,1,1,0,1,1
"ID202",1,1,1,1,1,1,0,0,1,0
"ID203",0,1,1,1,0,1,1,1,1,1
"ID204",0,0,0,1,0,0,1,0,1,0
"ID205",0,0,1,1,1,0,1,0,1,0
"ID206",0,1,1,1,1,1,0,1,1,1
"ID207",0,1,0,0,1,1,0,1,0,0
"ID208",0,0,0,0,0,0,0,0,0,0
"ID209",0,0,1,0,0,0,1,1,1,0
"ID210",0,0,1,0,0,0,1,1,1,0
"ID211",1,1,1,1,1,1,1,1,0,1
"ID212",0,1,1,0,1,1,0,0,1,1
"ID213",0,0,1,0,1,0,0,0,1,1
