"","Item1","Item2","Item3","Item4","Item5","Item6","Item7","Item8","Item9","Item10"
"ID1",0,0,1,0,1,0,1,1,0,0
"ID2",0,0,1,0,1,1,1,0,0,1
"ID3",0,1,1,1,0,1,0,1,1,1
"ID4",0,0,0,0,1,0,0,1,1,1
"ID5",1,1,1,0,1,0,1,1,0,1
"ID6",0,1,1,1,0,0,1,1,0,0
"ID7",0,1,1,1,0,0,1,1,1,1
"ID8",1,1,0,0,1,1,1,1,0,1
"ID9",0,1,1,0,1,1,1,0,1,1
"ID10",1,1,0,0,0,0,1,1,1,1
"ID11",1,1,1,0,0,0,0,1,1,1
"ID12",0,0,0,0,1,1,0,0,0,1
"ID13",1,0,0,1,0,1,0,0,0,1
"ID14",0,0,1,0,0,0,0,0,0,0
"ID15",0,1,1,0,0,0,1,0,0,0
"ID16",0,1,1,1,1,1,1,0,1,1
"ID17",0,0,1,0,1,0,1,1,0,1
"ID18",0,0,1,0,1,0,0,1,1,0
"ID19",0,0,1,1,1,1,1,0,1,0
"ID20",0,1,1,0,1,0,0,0,1,1
"ID21",0,0,0,0,0,1,0,0,0,1
"ID22",1,1,1,1,1,1,1,1,0,1
"ID23",0,0,1,0,0,1,0,0,0,0
"ID24",1,1,1,0,1,1,1,0,0,1
"ID25",0,0,1,0,0,0,0,0,0,1
"ID26",0,1,1,0,0,1,1,1,1,1
"ID27",1,1,1,0,1,0,1,1,0,1
"ID28",0,1,0,0,1,1,0,1,0,0
"ID29",0,1,1,1,1,1,1,1,1,0
"ID30",1,1,1,0,1,1,1,1,0,1
"ID31",0,0,1,0,0,0,1,0,1,0
"ID32",0,1,0,0,0,0,1,0,1,0
"ID33",0,1,1,1,0,0,1,0,0,1
"ID34",0,0,1,1,0,0,1,1,1,1
"ID35",0,0,0,0,0,0,0,0,0,0
"ID36",0,1,1,0,1,1,1,0,0,1
"ID37",0,1,1,0,0,0,1,1,1,1
"ID38",0,1,1,0,1,0,1,1,1,1
"ID39",0,1,1,1,0,0,1,0,1,1
"ID40",1,0,1,0,0,1,1,0,0,1
"ID41",0,1,1,1,1,1,0,1,1,1
"ID42",0,0,1,0,0,0,1,1,1,1
"ID43",0,1,1,0,0,1,0,1,1,1
"ID44",1,1,1,0,0,0,1,0,1,1
"ID45",1,1,1,0,1,1,1,1,1,1
"ID46",1,0,1,0,0,1,1,0,0,0
"ID47",0,1,1,0,0,0,0,0,0,1
"ID48",1,0,0,1,0,1,0,0,1,1
"ID49",0,0,0,1,0,0,1,0,0,0
"ID50",1,0,1,0,1,1,1,0,1,1
