"","Item1","Item2","Item3","Item4","Item5","Item6","Item7","Item8","Item9","Item10","Item11","Item12","Item13","Item14","Item15","Item16","Item17","Item18","Item19","Item20"
"ID1",0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0
"ID2",1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0,1,0,1
"ID3",1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,1
"ID4",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
"ID5",1,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0
"ID6",0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0
"ID7",1,0,0,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0
"ID8",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
"ID9",1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0
"ID10",0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0
"ID11",0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0
"ID12",0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,1,0
"ID13",1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1,1,1,0
"ID14",0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,1,1,1,0
"ID15",1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0
"ID16",1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0
"ID17",1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0
"ID18",1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1
"ID19",1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1
"ID20",1,1,0,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1
"ID21",0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0
"ID22",1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0
"ID23",0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1
"ID24",1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1
"ID25",0,1,1,0,1,0,1,1,0,1,1,0,1,0,1,1,0,0,0,1
"ID26",0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0
"ID27",1,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,0,1,1
"ID28",0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1
"ID29",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1
"ID30",1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,1
"ID31",0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
"ID32",0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
"ID33",0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0
"ID34",1,1,0,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0,1
"ID35",1,0,1,1,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0
"ID36",1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0
"ID37",1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1
"ID38",1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1
"ID39",0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0
"ID40",0,1,1,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0
"ID41",0,0,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0
"ID42",0,1,1,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0
"ID43",1,1,1,1,1,1,0,0,0,1,1,0,1,1,0,1,0,1,0,1
"ID44",0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0
"ID45",0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1
"ID46",0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1
"ID47",0,1,0,0,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0
"ID48",1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0
"ID49",0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"ID50",0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0
