"","Item1","Item2","Item3","Item4","Item5","Item6","Item7","Item8","Item9","Item10"
"ID1",0,1,1,1,1,0,1,0,1,1
"ID2",0,0,1,1,1,0,0,0,1,0
"ID3",1,0,1,1,0,0,1,0,1,1
"ID4",1,0,1,1,1,0,1,0,1,1
"ID5",1,1,1,1,1,1,1,1,1,1
"ID6",0,1,1,1,1,1,1,0,1,1
"ID7",1,1,1,1,1,1,0,1,1,1
"ID8",0,0,1,1,0,0,1,0,1,1
"ID9",1,0,1,1,0,0,0,0,1,1
"ID10",1,1,1,1,1,1,1,1,1,1
"ID11",0,0,1,1,1,0,1,0,1,0
"ID12",0,1,1,1,1,0,0,0,0,0
"ID13",0,0,1,1,0,1,1,0,1,0
"ID14",0,0,1,1,0,1,0,0,0,1
"ID15",0,0,0,0,0,0,0,0,0,0
"ID16",0,0,1,1,1,1,1,0,1,0
"ID17",0,1,1,0,0,0,1,1,1,1
"ID18",0,0,1,1,0,0,0,0,1,1
"ID19",1,1,1,1,1,1,0,0,1,0
"ID20",0,0,1,0,1,0,1,0,0,1
"ID21",0,0,0,0,0,0,0,0,0,0
"ID22",0,0,1,1,0,0,0,0,1,1
"ID23",0,1,1,1,1,0,1,1,1,1
"ID24",0,0,1,1,1,1,0,0,1,0
"ID25",0,0,1,1,0,0,0,0,1,1
"ID26",0,1,0,0,0,1,0,1,1,0
"ID27",0,1,1,1,0,0,0,1,1,0
"ID28",1,0,1,1,0,1,0,1,0,1
"ID29",0,1,1,1,1,0,0,1,1,0
"ID30",0,1,1,0,1,0,1,0,1,0
"ID31",0,0,1,1,0,0,0,0,1,0
"ID32",0,0,1,1,0,0,1,0,1,0
"ID33",1,1,1,0,1,1,0,1,1,1
"ID34",1,1,1,1,1,0,1,1,1,1
"ID35",0,1,1,1,1,1,0,0,1,0
"ID36",0,1,1,1,1,0,0,1,1,1
"ID37",0,1,1,1,1,0,0,1,1,1
"ID38",1,0,1,1,1,1,1,1,1,1
"ID39",0,1,0,0,1,0,1,1,1,1
"ID40",0,0,1,1,1,0,0,0,1,0
"ID41",1,1,1,1,1,0,0,1,1,1
"ID42",1,1,1,1,1,1,1,0,1,1
"ID43",0,0,0,0,0,0,0,0,0,0
"ID44",0,1,1,1,1,1,1,0,1,1
"ID45",0,1,0,0,0,0,0,0,0,0
"ID46",1,0,0,1,0,0,0,0,0,0
"ID47",0,0,1,1,0,0,0,0,1,1
"ID48",0,1,1,1,1,1,1,0,1,0
"ID49",0,0,1,1,1,0,0,0,0,0
"ID50",0,0,1,1,1,0,1,1,1,1
