"","A1","A2","A3","A4","A5"
"ID1",0,0,0,1,1
"ID2",0,0,0,1,1
"ID3",1,0,0,1,1
"ID4",1,0,0,0,1
"ID5",0,0,0,0,1
"ID6",0,1,1,1,1
"ID7",0,0,1,0,1
"ID8",0,0,0,1,1
"ID9",0,0,1,1,1
"ID10",0,0,1,0,1
"ID11",0,1,0,1,1
"ID12",0,0,1,1,1
"ID13",0,0,0,1,1
"ID14",0,0,0,0,1
"ID15",0,0,1,0,0
"ID16",0,0,0,0,0
"ID17",1,1,1,1,1
"ID18",0,0,0,0,1
"ID19",0,0,0,1,1
"ID20",0,1,1,1,1
"ID21",0,1,1,1,1
"ID22",0,1,1,1,1
"ID23",0,0,0,1,1
"ID24",1,1,0,1,1
"ID25",0,0,1,1,1
"ID26",1,0,1,0,1
"ID27",0,0,1,1,1
"ID28",0,0,0,0,1
"ID29",0,0,1,1,1
"ID30",0,0,0,1,1
"ID31",0,0,0,0,1
"ID32",0,0,0,1,1
"ID33",0,0,1,1,1
"ID34",1,0,1,1,1
"ID35",0,0,0,1,1
"ID36",0,1,1,0,1
"ID37",0,0,1,1,1
"ID38",0,0,1,1,1
"ID39",0,0,1,0,1
"ID40",0,1,1,1,1
"ID41",0,1,1,1,1
"ID42",0,0,0,0,1
"ID43",1,1,1,1,1
"ID44",0,0,0,0,0
"ID45",0,1,1,1,1
"ID46",0,1,0,0,1
"ID47",0,1,1,1,1
"ID48",0,0,1,1,1
"ID49",1,0,1,1,1
"ID50",0,0,1,0,1
"ID51",0,0,1,0,1
"ID52",0,0,0,1,1
"ID53",0,0,0,1,1
"ID54",0,1,1,1,0
"ID55",0,1,1,1,1
"ID56",0,1,1,0,1
"ID57",0,1,1,1,1
"ID58",0,0,1,1,1
"ID59",0,1,0,0,1
"ID60",0,0,1,0,1
"ID61",0,0,0,0,1
"ID62",0,0,0,1,1
"ID63",0,0,0,0,1
"ID64",0,0,1,1,1
"ID65",0,0,0,0,1
"ID66",0,0,0,1,1
"ID67",0,0,1,0,1
"ID68",0,0,1,1,1
"ID69",0,0,0,1,0
"ID70",0,0,1,0,1
"ID71",1,1,0,1,1
"ID72",0,0,1,1,1
"ID73",0,0,0,0,1
"ID74",0,1,1,1,1
"ID75",0,1,0,1,1
"ID76",0,0,0,1,1
"ID77",1,0,0,1,1
"ID78",1,0,0,1,1
"ID79",0,0,0,0,0
"ID80",1,1,1,1,1
"ID81",0,0,0,1,1
"ID82",0,0,0,0,1
"ID83",1,1,1,1,1
"ID84",0,0,0,1,0
"ID85",0,0,1,0,0
"ID86",0,1,1,1,1
"ID87",0,0,0,1,1
"ID88",0,0,1,1,1
"ID89",0,0,0,1,0
"ID90",0,0,1,0,0
"ID91",1,0,1,1,0
"ID92",0,0,0,1,0
"ID93",0,0,0,0,1
"ID94",0,0,1,0,1
"ID95",0,0,0,0,1
"ID96",0,0,0,1,0
"ID97",0,0,0,0,0
"ID98",0,0,0,1,0
"ID99",0,1,0,1,1
"ID100",0,0,0,1,1
"ID101",0,0,1,1,0
"ID102",1,0,0,1,1
"ID103",0,1,1,1,1
"ID104",0,0,1,0,1
"ID105",0,0,1,1,1
"ID106",0,0,0,1,0
"ID107",0,0,1,0,1
"ID108",0,0,0,0,1
"ID109",0,0,0,1,1
"ID110",0,0,0,0,1
"ID111",1,0,1,1,1
"ID112",1,0,1,1,1
"ID113",0,0,0,1,1
"ID114",1,0,0,0,1
"ID115",0,0,1,1,1
"ID116",0,0,0,0,0
"ID117",0,0,0,1,0
"ID118",0,1,0,0,1
"ID119",0,1,0,1,0
"ID120",0,0,0,1,1
"ID121",0,1,1,1,1
"ID122",0,0,1,1,1
"ID123",0,0,0,0,0
"ID124",0,1,0,1,1
"ID125",1,0,0,1,0
"ID126",1,0,0,1,1
"ID127",0,0,0,1,1
"ID128",0,0,1,0,1
"ID129",0,0,0,1,1
"ID130",0,1,1,0,1
"ID131",0,0,0,0,0
"ID132",1,1,1,1,1
"ID133",0,0,0,0,1
"ID134",0,0,1,1,1
"ID135",0,0,0,1,1
"ID136",0,0,0,1,0
"ID137",0,0,0,0,1
"ID138",0,0,1,0,1
"ID139",0,1,1,1,1
"ID140",0,0,1,0,1
"ID141",0,0,0,0,1
"ID142",1,0,1,1,1
"ID143",1,1,1,1,1
"ID144",0,0,1,0,0
"ID145",0,1,0,0,1
"ID146",0,1,0,1,1
"ID147",1,1,1,1,1
"ID148",0,0,0,1,0
"ID149",1,1,0,1,1
"ID150",0,1,1,1,1
"ID151",0,0,0,0,1
"ID152",0,0,1,1,1
"ID153",0,0,1,1,1
"ID154",0,0,1,1,0
"ID155",1,1,1,1,1
"ID156",0,0,0,1,1
"ID157",1,0,1,1,1
"ID158",0,0,1,1,1
"ID159",0,0,0,1,0
"ID160",0,1,1,1,1
"ID161",0,1,1,0,0
"ID162",1,1,1,0,1
"ID163",1,1,1,1,1
"ID164",0,0,0,1,1
"ID165",0,0,1,0,0
"ID166",0,0,0,1,1
"ID167",0,0,1,0,1
"ID168",0,0,0,0,1
"ID169",0,0,1,1,0
"ID170",0,1,1,1,1
"ID171",0,0,0,1,1
"ID172",0,0,0,1,0
"ID173",0,0,0,1,0
"ID174",0,0,0,1,0
"ID175",0,0,0,0,0
"ID176",0,1,1,1,1
"ID177",0,0,1,1,1
"ID178",1,1,1,0,1
"ID179",0,1,1,0,1
"ID180",0,1,1,1,1
"ID181",0,0,0,1,0
"ID182",0,0,0,1,0
"ID183",0,0,1,1,1
"ID184",0,0,1,0,1
"ID185",0,1,1,1,1
"ID186",0,0,1,1,1
"ID187",0,0,0,0,0
"ID188",0,0,1,1,1
"ID189",1,0,1,0,1
"ID190",0,1,1,1,1
"ID191",0,0,0,1,1
"ID192",1,0,1,0,1
"ID193",0,0,0,1,1
"ID194",0,1,0,0,1
"ID195",0,0,1,1,1
"ID196",0,1,1,1,1
"ID197",1,0,0,1,1
"ID198",0,0,0,1,1
"ID199",0,0,1,1,1
"ID200",0,0,0,1,1
"ID201",0,0,0,1,1
"ID202",0,0,1,0,1
"ID203",0,1,0,1,1
"ID204",0,1,1,1,1
"ID205",0,1,0,0,0
"ID206",0,0,0,1,1
"ID207",0,0,1,1,1
"ID208",0,1,1,1,1
"ID209",0,0,1,0,1
"ID210",0,0,1,1,0
"ID211",0,1,0,1,0
"ID212",0,1,1,1,1
"ID213",0,1,0,1,1
"ID214",0,0,0,0,1
"ID215",1,1,1,1,1
"ID216",0,1,1,1,1
"ID217",0,1,0,0,0
"ID218",1,1,1,1,1
"ID219",0,0,1,0,0
"ID220",0,0,1,1,1
"ID221",0,0,1,0,1
"ID222",0,0,1,1,1
"ID223",0,1,1,0,1
"ID224",1,0,0,0,0
"ID225",0,0,0,0,1
"ID226",0,0,1,1,1
"ID227",0,0,0,1,1
"ID228",0,1,0,1,1
"ID229",0,1,0,1,1
"ID230",1,1,1,0,1
"ID231",1,0,1,1,1
"ID232",0,0,1,1,1
"ID233",0,1,1,1,1
"ID234",0,0,0,1,1
"ID235",0,0,1,0,1
"ID236",0,0,1,1,1
"ID237",0,0,1,1,1
"ID238",0,0,1,1,1
"ID239",1,0,0,1,1
"ID240",0,1,1,1,1
"ID241",0,1,1,1,1
"ID242",0,0,1,1,1
"ID243",0,0,1,1,1
"ID244",0,0,1,0,1
"ID245",0,0,0,0,1
"ID246",0,0,0,0,0
"ID247",0,0,0,1,1
"ID248",0,0,0,1,0
"ID249",0,1,1,1,1
"ID250",0,0,0,1,0
"ID251",0,1,1,1,1
"ID252",0,0,0,0,1
"ID253",0,1,0,0,0
"ID254",0,1,0,1,1
"ID255",0,0,1,1,1
"ID256",0,0,1,1,1
"ID257",0,0,1,0,1
"ID258",1,1,1,1,1
"ID259",0,0,1,1,1
"ID260",1,0,0,1,1
"ID261",1,0,1,1,1
"ID262",0,0,1,0,1
"ID263",1,0,1,1,1
"ID264",0,0,0,1,1
"ID265",0,0,1,1,1
"ID266",1,0,1,1,1
