"","Item1","Item2","Item3","Item4","Item5","Item6","Item7","Item8","Item9","Item10"
"ID1",0,0,0,0,1,1,0,0,1,0
"ID2",0,0,0,1,1,0,1,0,1,0
"ID3",0,0,1,1,0,0,1,0,1,0
"ID4",0,1,0,0,1,0,0,1,1,0
"ID5",0,0,1,0,1,0,1,0,1,1
"ID6",0,1,1,1,1,0,0,0,1,1
"ID7",0,0,1,1,1,0,0,1,1,1
"ID8",0,0,1,0,1,0,1,0,0,1
"ID9",0,1,1,1,1,0,1,0,0,1
"ID10",0,1,1,0,0,1,0,0,1,1
"ID11",0,1,1,0,1,0,0,0,1,0
"ID12",0,0,1,1,0,0,1,0,0,0
"ID13",0,1,1,1,1,0,1,0,1,1
"ID14",0,0,0,0,0,1,0,0,0,0
"ID15",0,0,0,0,0,0,1,0,1,1
"ID16",0,0,1,0,0,0,1,0,0,0
"ID17",1,0,1,0,1,1,1,1,0,0
"ID18",0,1,1,1,0,0,1,0,0,1
"ID19",0,1,1,1,0,0,1,0,1,1
"ID20",1,1,1,1,1,1,0,0,1,1
"ID21",0,1,0,1,1,0,0,0,0,1
"ID22",0,0,0,0,0,1,1,1,0,1
"ID23",0,1,1,1,1,0,1,1,1,1
"ID24",1,0,1,0,1,0,0,0,1,0
"ID25",0,1,1,1,0,1,1,0,1,0
"ID26",0,0,1,1,0,0,1,0,1,0
"ID27",1,0,0,1,1,0,1,0,1,0
"ID28",0,1,1,1,1,0,1,0,1,1
"ID29",1,1,0,0,0,0,0,0,1,1
"ID30",0,1,0,0,1,1,1,1,1,0
"ID31",1,0,1,1,1,0,0,0,1,0
"ID32",0,0,0,0,0,0,0,1,0,0
"ID33",0,1,1,1,0,1,0,1,1,1
"ID34",0,1,0,1,0,1,1,0,0,1
"ID35",0,1,1,1,0,1,1,1,1,0
"ID36",0,0,1,1,1,1,1,0,1,0
"ID37",0,1,1,1,1,1,0,0,1,1
"ID38",1,0,1,0,0,1,1,1,1,1
"ID39",0,0,0,0,0,0,1,0,0,1
"ID40",0,1,1,1,1,0,1,0,1,0
"ID41",1,1,1,1,1,1,1,0,0,0
"ID42",1,1,1,1,0,0,1,1,0,1
"ID43",0,0,1,0,1,1,1,0,1,0
"ID44",0,0,0,0,1,0,0,1,0,0
"ID45",0,0,1,0,0,0,1,0,0,0
"ID46",0,1,1,0,0,0,0,0,0,0
"ID47",1,0,1,0,1,0,0,0,1,0
"ID48",0,0,1,0,1,0,1,0,0,0
"ID49",0,0,0,0,0,0,0,0,1,1
"ID50",1,1,0,0,0,0,0,0,0,1
