"","Item1","Item2","Item3","Item4","Item5","Item6","Item7","Item8","Item9","Item10"
"ID1",1,0,1,1,0,0,1,0,1,0
"ID2",1,1,1,1,1,0,1,1,0,1
"ID3",0,0,1,1,1,0,0,1,0,0
"ID4",0,1,0,0,1,1,1,0,1,1
"ID5",0,1,1,1,0,0,1,0,0,1
"ID6",0,0,0,0,1,1,1,0,0,0
"ID7",0,1,1,1,0,1,1,1,0,0
"ID8",0,1,0,1,0,0,0,1,1,0
"ID9",0,1,0,0,0,1,0,1,0,0
"ID10",1,0,1,0,0,0,1,1,0,0
"ID11",1,1,1,1,0,1,0,1,1,1
"ID12",1,1,1,0,0,0,0,0,0,0
"ID13",0,1,1,0,1,0,0,0,0,0
"ID14",1,0,0,1,0,1,0,0,1,1
"ID15",0,0,1,0,0,0,0,0,0,1
"ID16",0,0,1,1,0,1,1,0,0,1
"ID17",0,0,1,0,0,1,1,0,0,0
"ID18",0,1,1,0,1,0,0,1,1,0
"ID19",1,0,1,1,0,0,1,1,0,1
"ID20",1,0,1,0,0,0,1,0,1,0
"ID21",1,1,1,0,0,0,0,0,1,0
"ID22",0,0,1,1,0,1,1,1,0,0
"ID23",1,0,0,0,1,0,0,1,0,0
"ID24",1,0,0,0,1,0,1,1,0,0
"ID25",0,1,0,0,1,1,1,0,1,0
"ID26",1,1,1,0,0,0,0,0,1,0
"ID27",0,0,0,1,0,1,0,1,0,0
"ID28",1,1,0,0,0,1,1,0,0,0
"ID29",0,0,1,0,1,0,1,1,0,1
"ID30",1,0,0,0,1,0,0,0,1,1
"ID31",1,1,1,0,0,1,0,0,1,0
"ID32",0,0,1,0,1,1,0,0,0,0
"ID33",1,1,0,0,0,0,0,0,0,0
"ID34",0,0,0,1,0,0,1,0,0,1
"ID35",1,0,1,0,0,1,0,0,0,0
"ID36",0,0,1,1,0,0,0,1,0,0
"ID37",0,1,1,0,1,0,0,0,1,0
"ID38",0,0,0,1,1,1,0,0,1,0
"ID39",0,0,1,1,1,0,0,0,0,1
"ID40",0,1,0,0,0,0,1,0,0,0
"ID41",0,1,1,1,1,0,0,0,0,0
"ID42",0,1,1,1,0,0,0,1,1,0
"ID43",1,1,1,0,1,1,1,1,1,1
"ID44",0,0,1,0,0,0,1,1,0,0
"ID45",0,1,1,1,1,1,0,0,0,0
"ID46",0,0,1,0,1,0,0,1,0,0
"ID47",0,1,0,0,1,1,1,0,1,0
"ID48",0,0,1,0,1,0,0,1,0,0
"ID49",0,1,0,1,0,1,0,1,0,0
"ID50",0,0,0,0,0,0,0,0,0,0
"ID51",1,1,1,1,1,1,1,1,1,1
"ID52",0,1,1,0,0,0,0,0,1,0
"ID53",1,1,1,1,0,0,1,0,0,0
"ID54",0,0,1,0,1,1,0,1,1,0
"ID55",1,0,1,0,1,0,1,0,0,1
"ID56",0,0,1,0,0,0,1,1,0,0
"ID57",0,0,1,0,0,1,1,0,0,0
"ID58",0,1,1,0,1,1,0,0,0,0
"ID59",0,1,1,0,0,0,1,1,1,0
"ID60",1,1,0,0,0,1,1,1,0,0
"ID61",0,0,0,0,0,0,0,0,1,0
"ID62",0,1,1,0,0,0,0,1,1,0
"ID63",0,0,0,0,1,0,0,0,0,0
"ID64",0,1,1,1,0,1,1,0,0,0
"ID65",0,0,1,0,0,1,0,0,0,0
"ID66",0,0,1,0,0,0,0,0,0,0
"ID67",0,1,1,1,0,0,1,1,1,0
"ID68",1,1,0,1,1,0,0,0,0,0
"ID69",1,0,0,1,0,0,0,1,1,0
"ID70",1,0,0,0,0,0,0,0,0,0
"ID71",0,1,1,1,1,0,1,0,1,0
"ID72",0,1,0,0,0,0,1,1,0,1
"ID73",0,0,1,0,0,1,0,0,0,0
"ID74",0,0,0,1,0,0,0,0,1,0
"ID75",0,1,1,0,1,0,0,1,1,0
"ID76",0,1,1,0,1,1,0,0,0,0
"ID77",1,1,1,0,0,1,1,1,1,1
"ID78",0,0,0,0,0,0,1,1,0,0
"ID79",1,0,0,0,0,0,1,1,0,0
"ID80",0,1,1,0,0,0,0,0,1,0
"ID81",0,1,1,0,1,0,1,1,1,0
"ID82",0,0,1,1,0,0,0,0,0,0
"ID83",1,0,1,0,0,0,1,1,0,0
"ID84",1,1,1,1,0,1,1,1,1,1
"ID85",0,0,1,1,0,1,1,0,0,0
"ID86",0,0,1,0,1,1,1,0,0,0
"ID87",0,1,1,0,0,0,0,0,0,0
"ID88",0,1,1,1,1,0,0,1,1,0
"ID89",0,1,1,1,0,1,0,0,0,0
"ID90",1,1,0,1,1,0,0,1,1,0
"ID91",0,1,1,0,0,0,0,0,1,0
"ID92",0,0,1,1,1,0,0,0,0,0
"ID93",1,0,0,1,1,1,1,1,0,1
"ID94",0,1,1,1,1,1,1,1,1,0
"ID95",1,1,0,0,1,1,0,0,1,0
"ID96",0,1,1,1,0,1,0,0,0,1
"ID97",0,0,1,0,0,1,0,0,0,0
"ID98",0,0,0,0,0,0,0,0,0,1
"ID99",1,0,1,0,0,0,1,0,0,0
"ID100",0,1,1,0,1,0,1,1,1,0
