"","Item1","Item2","Item3","Item4","Item5","Item6","Item7","Item8","Item9","Item10"
"ID1",0,1,0,0,0,1,0,0,1,0
"ID2",0,0,1,0,0,0,0,0,1,0
"ID3",0,0,1,1,0,0,1,0,0,1
"ID4",0,0,1,0,0,1,0,1,0,1
"ID5",1,1,0,0,0,0,0,1,0,0
"ID6",1,1,1,0,1,0,1,1,1,1
"ID7",0,1,1,0,1,1,0,0,0,0
"ID8",1,1,1,0,0,1,0,0,0,1
"ID9",0,1,1,0,0,0,0,0,0,1
"ID10",0,0,1,1,0,0,1,0,1,1
"ID11",0,1,0,0,0,0,0,0,0,1
"ID12",1,0,1,0,0,0,0,1,0,0
"ID13",0,1,1,0,1,0,0,1,1,1
"ID14",1,0,1,0,0,0,1,0,1,0
"ID15",0,1,1,1,0,0,0,1,0,1
"ID16",0,0,1,0,0,0,0,0,0,0
"ID17",0,0,1,0,1,0,0,0,0,0
"ID18",1,1,1,0,0,1,0,1,0,0
"ID19",0,0,0,0,1,0,0,0,0,0
"ID20",0,1,1,0,1,0,0,0,1,0
"ID21",0,0,1,0,1,1,0,0,1,1
"ID22",0,0,1,0,0,0,1,0,0,1
"ID23",1,1,1,1,1,1,1,1,1,1
"ID24",0,0,1,0,1,1,0,0,1,0
"ID25",0,1,1,0,0,1,0,1,1,0
"ID26",1,0,0,0,0,0,0,0,0,0
"ID27",0,1,1,1,1,0,0,0,1,0
"ID28",0,0,0,0,1,1,0,0,1,0
"ID29",0,0,1,0,1,0,1,0,0,1
"ID30",1,1,0,1,1,0,0,1,0,0
"ID31",0,0,1,0,1,0,0,1,1,0
"ID32",0,0,1,0,0,0,0,0,0,0
"ID33",0,1,1,0,0,0,1,0,0,0
"ID34",0,0,1,0,0,0,0,0,1,0
"ID35",0,0,1,0,1,0,0,1,0,0
"ID36",1,0,1,0,0,1,1,0,0,1
"ID37",0,0,1,0,1,0,0,0,0,0
"ID38",1,0,1,1,1,0,0,0,0,0
"ID39",0,1,1,0,0,0,1,0,1,0
"ID40",0,0,1,0,0,0,0,0,1,0
"ID41",0,0,1,0,0,1,0,0,0,0
"ID42",1,0,1,0,0,0,0,1,1,0
"ID43",0,1,1,0,1,0,0,0,1,1
"ID44",0,1,0,0,0,1,0,0,0,0
"ID45",0,1,1,0,1,0,1,1,0,0
"ID46",0,1,1,0,0,0,1,0,0,1
"ID47",0,1,1,0,0,1,1,0,1,1
"ID48",0,0,1,0,0,0,1,1,1,0
"ID49",0,1,0,0,1,0,0,0,0,0
"ID50",0,0,1,0,0,0,1,0,1,1
"ID51",0,1,1,0,1,0,1,0,1,0
"ID52",0,1,0,1,0,0,1,0,0,1
"ID53",1,1,1,1,1,1,1,1,1,0
"ID54",1,0,1,0,1,0,0,0,0,0
"ID55",1,0,1,0,1,0,1,0,1,0
"ID56",0,1,1,0,0,0,1,0,0,1
"ID57",0,0,1,0,0,1,1,0,0,0
"ID58",1,0,1,0,1,0,0,0,1,1
"ID59",1,1,1,0,1,0,0,0,1,0
"ID60",0,1,1,0,0,0,0,0,1,1
"ID61",0,1,0,0,1,0,0,1,1,1
"ID62",0,0,0,0,0,0,0,0,0,0
"ID63",0,0,1,1,1,0,0,0,0,0
"ID64",0,1,1,0,0,0,0,0,0,1
"ID65",0,1,1,0,0,0,0,1,1,0
"ID66",1,0,1,1,1,0,1,1,0,1
"ID67",0,0,0,0,1,0,0,1,1,0
"ID68",0,0,1,0,1,0,0,1,0,1
"ID69",0,1,1,0,1,1,1,1,0,1
"ID70",0,0,1,0,1,1,0,1,0,0
"ID71",0,1,1,0,1,1,1,0,0,0
"ID72",0,1,1,0,0,1,1,0,0,0
"ID73",1,0,0,0,0,0,1,0,1,1
"ID74",1,0,1,1,0,0,1,0,1,0
"ID75",0,0,1,0,1,1,0,0,1,0
"ID76",0,0,1,1,1,1,1,1,1,1
"ID77",0,1,0,0,1,0,0,0,0,0
"ID78",1,0,1,0,0,0,1,0,1,1
"ID79",1,1,1,0,1,1,0,0,1,0
"ID80",0,0,1,0,0,1,0,1,1,0
"ID81",1,1,0,0,1,0,0,1,1,0
"ID82",1,1,0,0,1,0,1,0,1,1
"ID83",0,0,1,0,0,0,0,0,1,1
"ID84",0,0,1,0,1,0,0,0,0,1
"ID85",0,0,1,0,1,0,0,1,0,0
"ID86",0,1,1,0,1,0,0,0,1,0
"ID87",0,0,1,0,0,1,0,0,1,1
"ID88",0,0,1,0,0,0,0,1,1,1
"ID89",1,0,1,1,0,1,1,0,1,0
"ID90",0,0,0,0,0,1,0,0,0,0
"ID91",0,0,1,0,1,0,1,1,1,1
"ID92",0,0,1,0,0,1,1,0,0,1
"ID93",0,0,1,0,1,0,0,0,1,0
"ID94",0,0,1,0,1,0,0,1,1,0
"ID95",1,0,1,0,1,0,0,0,0,1
"ID96",1,0,0,0,1,0,0,0,0,1
"ID97",0,0,0,0,0,0,0,1,1,1
"ID98",0,1,1,1,1,1,0,0,1,1
"ID99",0,0,1,0,0,0,0,0,1,0
"ID100",1,1,1,0,1,0,1,1,1,0
"ID101",0,1,1,1,1,0,0,0,1,1
"ID102",0,1,1,1,1,0,1,0,1,0
"ID103",0,1,0,1,1,0,0,1,1,0
"ID104",0,1,1,0,1,0,0,1,0,1
"ID105",1,0,0,0,0,0,0,0,0,0
"ID106",0,1,1,0,1,0,0,0,1,0
"ID107",0,0,1,0,0,1,0,1,0,0
"ID108",0,0,1,1,0,0,1,0,0,0
"ID109",0,0,0,0,0,0,0,0,0,0
"ID110",0,0,1,0,1,0,1,0,1,0
"ID111",0,0,1,0,1,0,0,0,1,0
"ID112",0,0,1,0,1,0,0,1,0,0
"ID113",1,0,0,0,0,1,0,0,0,1
"ID114",0,0,1,0,0,0,1,0,1,0
"ID115",0,0,1,0,0,0,0,1,0,1
"ID116",1,0,1,0,1,0,1,1,0,0
"ID117",0,1,1,0,1,0,0,0,1,0
"ID118",1,0,1,0,0,0,0,1,0,1
"ID119",0,1,1,0,1,0,0,1,1,0
"ID120",0,1,1,0,1,0,0,1,1,0
"ID121",1,0,1,0,1,0,0,0,0,0
"ID122",0,0,0,0,0,1,0,0,1,0
"ID123",1,1,1,0,0,0,0,0,1,0
"ID124",0,1,1,1,1,0,0,0,1,0
"ID125",1,1,1,0,0,1,0,0,0,0
"ID126",0,1,0,0,0,0,0,1,1,0
"ID127",0,0,0,0,1,0,1,0,0,1
"ID128",0,0,1,0,0,0,0,0,0,1
"ID129",0,1,1,0,0,0,0,0,1,1
"ID130",1,1,1,0,1,0,1,1,1,0
"ID131",1,0,1,0,1,0,1,0,0,0
"ID132",1,1,1,0,1,0,1,0,1,0
"ID133",0,0,1,0,0,0,0,0,1,1
"ID134",0,0,1,0,0,0,1,0,0,0
"ID135",0,1,1,0,1,0,1,0,1,0
"ID136",0,0,1,1,0,1,0,0,0,0
"ID137",0,1,0,0,1,0,1,0,0,0
"ID138",0,0,1,0,0,0,0,0,1,0
"ID139",1,0,1,0,1,0,1,1,0,0
"ID140",1,0,1,0,0,0,0,1,0,0
"ID141",0,0,1,0,0,0,0,1,0,0
"ID142",0,0,1,0,0,0,1,0,0,0
"ID143",0,1,1,0,1,0,0,0,0,0
"ID144",1,0,1,0,0,1,1,1,1,1
"ID145",1,1,1,1,1,0,1,1,1,1
"ID146",0,0,0,0,0,0,0,0,0,0
"ID147",1,1,0,1,1,1,1,1,1,1
"ID148",0,1,1,0,1,0,0,0,1,0
"ID149",0,0,1,0,1,0,0,0,1,1
"ID150",0,1,1,0,0,0,1,0,1,0
"ID151",0,1,1,0,1,0,0,0,1,0
"ID152",0,0,1,0,0,0,0,0,0,0
"ID153",0,0,1,0,0,0,0,0,0,1
"ID154",1,0,0,0,0,0,0,0,1,1
"ID155",0,1,0,0,1,1,1,0,1,1
"ID156",0,0,1,0,0,0,0,0,0,0
"ID157",0,1,1,1,1,0,0,1,1,0
"ID158",0,1,1,0,1,0,0,1,1,0
"ID159",0,1,1,0,1,0,0,1,1,0
"ID160",0,1,0,0,1,1,0,1,1,1
"ID161",1,1,1,1,1,0,0,1,1,0
"ID162",0,0,0,0,0,0,0,0,0,0
"ID163",0,1,1,0,1,0,0,0,1,1
"ID164",1,0,1,1,0,0,0,0,0,0
"ID165",0,0,0,0,1,0,0,0,0,0
"ID166",0,0,0,0,1,0,0,1,0,0
"ID167",0,1,0,0,1,0,1,1,0,0
"ID168",0,1,1,0,1,1,0,0,1,0
"ID169",1,0,1,0,1,0,0,1,1,1
"ID170",0,1,0,0,0,0,0,0,0,0
"ID171",1,0,0,0,1,1,0,0,0,1
"ID172",0,1,0,0,0,0,1,1,1,0
"ID173",0,1,1,0,0,0,0,0,1,1
"ID174",1,0,1,1,0,1,1,1,1,1
"ID175",0,0,0,0,0,0,0,0,0,0
"ID176",0,1,0,0,1,0,0,0,1,0
"ID177",1,1,1,0,1,0,0,0,0,0
"ID178",0,0,1,0,1,0,1,0,1,1
"ID179",0,0,1,0,0,0,1,1,1,1
"ID180",0,1,1,0,1,1,1,1,1,0
"ID181",0,0,1,1,0,1,1,1,0,0
"ID182",0,1,1,0,1,1,0,0,1,0
"ID183",0,0,1,0,0,0,0,0,0,0
"ID184",1,0,1,0,1,0,1,0,0,1
"ID185",0,1,1,0,1,0,0,0,1,0
"ID186",1,1,1,0,0,0,1,0,1,0
"ID187",1,1,1,0,1,0,0,0,1,0
"ID188",1,1,1,1,1,0,1,1,1,1
"ID189",0,1,1,0,1,1,0,0,1,0
"ID190",1,1,1,0,0,0,0,0,1,0
"ID191",0,1,1,0,1,1,1,0,1,1
"ID192",0,1,1,0,0,1,1,0,0,0
"ID193",0,1,1,0,0,0,0,0,1,0
"ID194",0,1,1,0,0,0,1,0,1,0
"ID195",0,1,0,0,1,0,0,0,1,0
"ID196",0,1,0,0,1,0,0,0,0,0
"ID197",0,1,1,0,0,0,1,1,1,1
"ID198",0,0,0,0,0,0,1,0,0,0
"ID199",0,0,0,0,1,1,0,0,0,0
"ID200",0,1,1,0,1,0,0,0,1,0
"ID201",0,0,1,0,0,0,0,0,0,0
"ID202",0,1,1,0,1,0,0,1,1,1
"ID203",1,0,0,0,0,0,0,0,0,1
"ID204",1,0,1,0,1,0,1,1,0,0
"ID205",0,1,1,0,0,0,1,0,1,0
"ID206",1,0,1,0,1,0,0,0,1,0
"ID207",1,0,1,1,0,0,0,0,0,1
"ID208",1,1,1,0,1,0,0,0,1,0
"ID209",0,1,0,0,0,1,1,0,0,0
"ID210",0,0,1,0,0,1,0,0,1,0
"ID211",1,0,1,1,0,0,0,1,0,1
"ID212",0,0,0,1,0,1,0,0,0,0
"ID213",0,0,0,1,1,0,1,0,0,1
"ID214",0,0,1,1,1,0,0,0,1,0
"ID215",0,1,1,1,0,1,0,1,1,0
"ID216",0,0,1,1,1,0,1,0,1,0
"ID217",0,1,1,0,1,0,1,0,0,0
"ID218",0,1,1,0,1,1,1,0,1,1
"ID219",1,0,0,0,1,1,0,1,1,1
"ID220",0,1,1,0,0,0,0,0,0,0
"ID221",0,1,1,0,0,0,0,0,1,0
"ID222",0,0,1,0,1,1,0,0,0,0
"ID223",0,1,1,0,0,1,0,1,0,0
"ID224",0,1,0,1,1,0,0,1,1,0
"ID225",1,0,1,0,0,0,0,0,0,0
"ID226",0,1,1,0,1,1,1,1,1,0
"ID227",1,0,1,0,1,0,0,0,0,0
"ID228",0,0,1,0,1,1,0,0,1,0
"ID229",0,0,1,0,0,0,1,0,0,1
"ID230",0,0,1,1,0,1,1,1,0,0
"ID231",0,0,1,0,1,0,0,0,1,1
"ID232",0,0,1,0,1,0,0,0,0,0
"ID233",1,0,1,1,0,1,0,1,1,0
"ID234",0,0,1,1,1,0,1,0,1,0
"ID235",1,0,1,0,1,0,1,0,1,0
"ID236",0,1,1,1,1,0,1,1,1,1
"ID237",0,0,1,0,0,1,0,1,0,1
"ID238",0,0,1,0,1,0,1,0,0,0
"ID239",0,0,0,0,0,1,0,0,0,1
"ID240",1,0,1,0,0,1,1,1,1,0
"ID241",0,1,1,0,1,0,1,0,0,1
"ID242",1,0,1,0,1,0,0,0,1,0
"ID243",1,1,0,0,0,0,0,0,1,1
"ID244",0,1,1,1,1,1,0,1,1,1
"ID245",0,1,1,1,1,0,0,0,0,0
"ID246",0,0,1,0,1,0,1,0,0,0
"ID247",0,1,1,1,1,0,0,0,1,0
"ID248",0,1,1,1,0,0,1,0,0,0
"ID249",0,0,1,0,0,0,0,0,0,0
"ID250",0,0,1,0,1,0,0,0,1,0
"ID251",0,0,1,0,1,0,0,0,0,0
"ID252",0,1,1,0,1,1,0,1,0,1
"ID253",0,1,1,1,1,0,1,1,0,1
"ID254",0,0,0,0,1,0,0,1,0,0
"ID255",0,1,1,0,0,0,1,0,1,0
