"","Item1","Item2","Item3","Item4","Item5","Item6","Item7","Item8","Item9","Item10"
"ID1",1,1,1,1,1,1,1,1,1,1
"ID2",0,0,1,0,0,0,1,0,0,0
"ID3",0,0,0,0,0,0,1,0,0,0
"ID4",1,1,1,0,1,1,0,0,1,1
"ID5",0,1,1,0,1,0,1,0,1,0
"ID6",0,1,1,0,1,0,1,1,1,0
"ID7",0,0,0,0,0,0,0,0,0,1
"ID8",0,1,1,0,1,1,1,1,1,0
"ID9",0,0,1,0,1,0,1,0,0,0
"ID10",0,0,0,0,0,0,0,0,0,0
"ID11",0,1,1,0,1,1,1,1,1,0
"ID12",0,0,1,0,0,0,1,0,0,0
"ID13",0,1,1,0,1,0,1,1,1,1
"ID14",1,1,1,1,1,1,1,1,1,1
"ID15",0,1,0,0,1,1,0,1,1,0
"ID16",0,0,1,1,1,0,1,0,1,0
"ID17",0,1,0,0,0,1,0,1,0,0
"ID18",0,0,1,0,1,1,1,0,1,1
"ID19",0,1,1,0,0,0,0,1,0,1
"ID20",0,1,0,0,1,0,1,1,1,1
"ID21",0,0,1,0,0,0,1,0,0,1
"ID22",0,0,0,0,0,0,0,0,0,0
"ID23",1,0,1,0,0,0,0,0,1,0
"ID24",0,1,0,0,1,0,0,0,1,1
"ID25",1,0,0,0,0,1,0,0,0,0
"ID26",0,0,1,0,0,0,1,0,1,0
"ID27",0,0,1,0,1,1,1,1,1,0
"ID28",0,0,0,0,0,0,0,0,0,0
"ID29",1,0,1,1,1,0,0,0,1,0
"ID30",1,1,1,1,1,1,1,1,1,1
"ID31",0,0,1,0,0,0,1,0,1,0
"ID32",0,1,1,1,1,0,1,1,1,1
"ID33",0,0,0,0,0,0,0,0,0,0
"ID34",1,1,1,1,1,1,1,1,0,1
"ID35",0,0,1,0,1,0,1,0,0,0
"ID36",0,0,0,0,0,0,0,0,0,0
"ID37",0,0,0,0,0,0,0,0,0,0
"ID38",0,0,0,0,0,0,0,0,0,0
"ID39",0,0,1,0,0,0,1,0,1,0
"ID40",0,1,1,0,0,0,1,0,0,1
"ID41",0,1,0,0,0,0,0,0,0,1
"ID42",0,1,0,1,1,1,0,1,1,0
"ID43",0,0,1,0,0,0,1,0,1,0
"ID44",0,1,1,0,1,1,1,0,1,0
"ID45",0,1,1,0,1,1,0,1,1,1
"ID46",0,1,1,0,1,1,1,1,1,0
"ID47",0,0,1,0,0,0,1,0,0,0
"ID48",0,0,1,0,0,0,1,0,0,0
"ID49",0,1,1,0,1,0,0,1,1,1
"ID50",0,1,1,1,1,1,1,0,1,1
"ID51",0,1,1,0,1,1,0,1,0,1
"ID52",0,1,0,0,0,0,0,0,0,0
"ID53",0,0,0,0,0,0,1,0,1,1
"ID54",0,0,1,0,1,0,0,0,0,0
"ID55",0,0,0,0,0,0,0,0,0,0
"ID56",0,0,0,0,0,0,0,0,0,1
"ID57",0,1,1,0,1,1,0,1,1,0
"ID58",0,1,0,1,1,1,0,1,1,0
"ID59",0,1,1,0,0,0,1,0,0,1
"ID60",0,0,1,0,0,0,0,1,1,0
"ID61",0,0,1,0,0,0,1,0,0,0
"ID62",0,0,0,0,0,0,0,1,0,0
"ID63",0,0,1,1,1,0,1,0,1,0
"ID64",0,1,0,1,1,1,1,0,1,0
"ID65",0,0,1,0,1,0,0,0,1,1
"ID66",0,0,1,0,1,0,1,0,1,1
"ID67",0,0,1,0,0,0,1,1,0,0
"ID68",0,1,1,0,0,0,1,0,1,0
"ID69",0,0,1,0,1,0,1,0,0,1
"ID70",0,1,0,0,1,1,1,1,1,0
"ID71",0,0,1,1,1,0,1,0,0,0
"ID72",0,1,1,0,1,0,1,1,1,0
"ID73",0,1,0,0,0,0,0,1,0,0
"ID74",0,0,1,0,0,0,1,1,1,1
"ID75",1,1,1,1,1,1,1,1,1,1
"ID76",1,1,1,1,1,1,1,1,1,1
"ID77",0,0,1,0,0,0,0,1,1,0
"ID78",0,0,1,0,1,0,0,1,0,0
"ID79",0,1,1,0,1,1,1,0,1,0
"ID80",0,0,1,0,0,0,0,0,1,0
"ID81",1,0,1,0,1,0,1,0,1,0
"ID82",0,0,1,0,1,1,1,1,1,0
"ID83",0,0,1,0,1,1,1,1,1,0
"ID84",1,1,1,1,1,1,1,1,1,1
"ID85",0,0,1,0,1,0,1,0,1,0
"ID86",0,1,1,1,1,1,1,1,1,1
"ID87",0,1,1,1,0,0,1,0,1,1
"ID88",1,1,0,1,0,1,1,1,0,1
"ID89",0,1,0,0,0,1,0,1,1,0
"ID90",0,0,1,0,0,0,1,0,0,1
"ID91",0,1,1,0,1,1,1,1,0,1
"ID92",1,1,1,1,1,1,1,1,1,1
"ID93",0,0,0,0,1,0,0,0,1,1
"ID94",0,0,0,0,1,1,0,1,0,0
"ID95",0,1,1,0,1,0,1,1,1,1
"ID96",0,0,0,0,0,0,0,1,0,0
"ID97",0,1,1,1,1,1,0,1,1,1
"ID98",1,1,1,1,1,1,1,1,1,1
"ID99",1,0,1,0,0,0,1,0,1,0
"ID100",0,0,1,1,1,1,1,0,0,1
