Unnamed: 0,A1,A2,A3,A4,A5
0,0,0,0,0,1
1,1.0,1.0,0.0,1.0,0.0
2,1,0,1,1,1
3,0.0,1.0,1.0,1.0,1.0
4,1,0,1,1,1
5,0.0,0.0,0.0,1.0,0.0
6,0,0,1,1,0
7,1.0,1.0,1.0,1.0,1.0
8,0,0,1,0,1
9,1.0,1.0,1.0,1.0,1.0
10,0,0,0,0,0
11,0.0,1.0,1.0,1.0,1.0
12,0,0,0,1,1
13,1.0,1.0,0.0,0.0,1.0
14,1,1,1,1,1
15,0.0,1.0,0.0,1.0,1.0
16,0,0,0,1,1
17,0.0,0.0,0.0,0.0,0.0
18,0,0,0,1,1
19,1.0,1.0,0.0,0.0,1.0
20,1,1,0,1,1
21,1.0,1.0,0.0,0.0,1.0
22,0,1,1,1,1
23,1.0,1.0,1.0,1.0,0.0
24,0,0,0,0,1
25,0.0,1.0,0.0,1.0,1.0
26,0,0,0,1,1
27,1.0,0.0,0.0,1.0,1.0
28,0,1,1,1,1
29,1.0,1.0,1.0,1.0,1.0
30,0,1,1,1,0
31,0.0,0.0,0.0,1.0,0.0
32,0,1,1,1,1
33,0.0,1.0,0.0,1.0,1.0
34,0,0,0,1,1
35,0.0,1.0,0.0,1.0,0.0
36,0,1,0,1,1
37,0.0,1.0,1.0,1.0,1.0
38,0,1,1,1,1
39,0.0,0.0,0.0,0.0,0.0
40,0,1,1,1,1
41,0.0,1.0,0.0,1.0,1.0
42,0,0,0,1,1
43,1.0,0.0,1.0,0.0,1.0
44,0,0,0,1,1
45,1.0,1.0,1.0,1.0,1.0
46,1,1,0,1,1
47,0.0,0.0,0.0,1.0,1.0
48,0,0,1,0,0
49,0.0,1.0,0.0,1.0,1.0
50,0,0,0,0,1
51,0.0,1.0,0.0,1.0,1.0
52,1,0,0,1,1
53,0.0,1.0,1.0,1.0,1.0
54,0,0,1,1,1
55,0.0,0.0,0.0,0.0,0.0
56,0,0,0,0,1
57,0.0,1.0,0.0,1.0,1.0
58,0,0,0,0,0
59,1.0,0.0,0.0,1.0,1.0
60,0,0,1,1,1
61,0.0,1.0,1.0,0.0,1.0
62,1,0,1,1,1
63,1.0,1.0,1.0,1.0,1.0
64,1,0,0,0,1
65,0.0,0.0,0.0,1.0,0.0
66,0,1,0,1,1
67,0.0,0.0,0.0,1.0,1.0
68,0,1,1,1,1
69,0.0,0.0,0.0,1.0,1.0
70,0,0,1,1,1
71,1.0,1.0,0.0,1.0,1.0
72,0,0,1,1,1
73,0.0,0.0,0.0,0.0,1.0
74,1,1,1,1,1
75,1.0,0.0,0.0,1.0,1.0
76,0,0,0,1,1
77,0.0,0.0,0.0,0.0,0.0
78,0,0,0,1,1
79,1.0,1.0,0.0,1.0,1.0
80,0,0,1,1,1
81,0.0,1.0,0.0,1.0,0.0
82,0,0,0,0,1
83,1.0,1.0,1.0,1.0,1.0
84,1,0,0,1,1
85,0.0,1.0,0.0,1.0,1.0
86,0,1,0,0,0
87,1.0,1.0,1.0,1.0,1.0
88,0,0,1,0,1
89,0.0,1.0,0.0,1.0,1.0
90,1,1,1,1,1
91,1.0,1.0,0.0,0.0,1.0
92,0,0,1,1,1
93,1.0,1.0,1.0,1.0,1.0
94,0,0,0,0,0
95,1.0,0.0,1.0,1.0,0.0
