"","Item1","Item2","Item3","Item4","Item5","Item6","Item7","Item8","Item9","Item10","Item11","Item12","Item13","Item14","Item15","Item16","Item17","Item18","Item19","Item20"
"ID1",0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0
"ID2",0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,1,1,1,0,0
"ID3",1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0
"ID4",0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0
"ID5",0,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,1,1,0
"ID6",0,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1
"ID7",0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0
"ID8",0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0
"ID9",0,1,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,1
"ID10",0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0
"ID11",0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0
"ID12",0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
"ID13",0,0,0,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,0
"ID14",0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0
"ID15",0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0
"ID16",0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0
"ID17",1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0
"ID18",1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
"ID19",0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1
"ID20",1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0
"ID21",0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0
"ID22",0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0
"ID23",0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1
"ID24",0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
"ID25",0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1
"ID26",0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1
"ID27",1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1
"ID28",1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0
"ID29",0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0
"ID30",0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
"ID31",0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,1
"ID32",0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0
"ID33",0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0
"ID34",1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0
"ID35",0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1
"ID36",0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0
"ID37",0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1
"ID38",0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"ID39",0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0
"ID40",0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0
"ID41",0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0
"ID42",0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,1,0
"ID43",0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,1,1,1,0,0
"ID44",0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0
"ID45",1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0
"ID46",0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"ID47",0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
"ID48",1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,1
"ID49",0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,1,0,1,0,0
"ID50",0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ID51",0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0
"ID52",1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,0,0
"ID53",1,0,0,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0
"ID54",1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
"ID55",0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0
"ID56",1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1
"ID57",0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"ID58",1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1,1,1
