"","A1","A2","A3"
"ID1",0,0,1
"ID2",0,1,1
"ID3",0,1,1
"ID4",0,0,1
"ID5",0,0,1
"ID6",0,0,1
"ID7",0,0,1
"ID8",0,1,0
"ID9",1,0,1
"ID10",0,0,1
"ID11",0,0,1
"ID12",0,1,1
"ID13",0,1,1
"ID14",0,0,1
"ID15",0,0,1
"ID16",0,0,1
"ID17",0,0,1
"ID18",0,0,0
"ID19",1,0,1
"ID20",1,1,1
"ID21",0,0,1
"ID22",0,1,1
"ID23",0,1,0
"ID24",0,0,1
"ID25",0,0,1
"ID26",0,0,1
"ID27",0,0,1
"ID28",0,0,1
"ID29",0,0,1
"ID30",0,0,1
"ID31",0,1,1
"ID32",1,0,0
"ID33",0,0,1
"ID34",0,0,0
"ID35",1,0,0
"ID36",0,0,1
"ID37",0,1,1
"ID38",0,0,1
"ID39",0,0,1
"ID40",0,0,1
"ID41",0,1,1
"ID42",0,0,1
"ID43",0,1,1
"ID44",0,1,0
"ID45",0,0,1
"ID46",0,0,1
"ID47",0,0,0
"ID48",0,1,1
"ID49",0,1,1
"ID50",0,0,0
"ID51",0,0,1
"ID52",0,1,1
"ID53",0,1,1
"ID54",0,0,1
"ID55",0,0,0
"ID56",1,1,1
"ID57",0,0,1
"ID58",1,1,1
"ID59",1,0,0
"ID60",0,0,0
"ID61",0,0,1
"ID62",0,1,1
"ID63",0,0,1
"ID64",0,1,1
"ID65",0,0,1
"ID66",0,0,1
"ID67",0,1,1
"ID68",0,0,1
"ID69",1,1,1
"ID70",0,0,1
"ID71",0,1,1
"ID72",0,0,1
"ID73",0,0,1
"ID74",0,0,1
"ID75",0,0,0
"ID76",0,1,1
"ID77",0,1,1
"ID78",0,1,1
"ID79",0,1,1
"ID80",1,0,1
"ID81",0,1,1
"ID82",1,0,1
"ID83",0,0,1
"ID84",0,0,1
"ID85",0,0,1
"ID86",0,0,0
"ID87",0,0,0
"ID88",1,0,0
"ID89",0,1,1
"ID90",0,1,1
"ID91",0,0,1
"ID92",0,0,1
"ID93",0,0,1
"ID94",0,1,1
"ID95",0,0,1
"ID96",1,1,1
"ID97",0,1,1
"ID98",0,0,1
"ID99",0,1,0
"ID100",0,0,1
"ID101",0,0,0
"ID102",0,0,1
"ID103",0,0,1
"ID104",0,1,0
"ID105",0,0,1
"ID106",0,1,1
"ID107",0,0,0
"ID108",0,0,1
"ID109",0,0,1
"ID110",0,1,1
"ID111",0,1,0
"ID112",0,0,1
"ID113",0,1,1
"ID114",0,1,1
"ID115",1,1,1
"ID116",1,1,1
"ID117",0,1,1
"ID118",0,0,0
"ID119",0,0,1
"ID120",1,0,0
"ID121",0,1,0
"ID122",0,0,1
"ID123",0,0,1
"ID124",1,1,1
"ID125",0,0,1
"ID126",0,0,1
"ID127",0,1,1
"ID128",0,0,1
"ID129",1,1,1
"ID130",0,0,1
"ID131",0,1,1
