"","Item1","Item2","Item3","Item4","Item5","Item6","Item7","Item8","Item9","Item10","Item11","Item12","Item13","Item14","Item15","Item16","Item17","Item18","Item19","Item20"
"ID1",1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
"ID2",1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"ID3",0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1
"ID4",0,1,1,0,1,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1
"ID5",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ID6",0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0
"ID7",1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
"ID8",1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
"ID9",0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0
"ID10",0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"ID11",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"ID12",1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
"ID13",0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0
"ID14",1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1
"ID15",0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0
"ID16",1,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1
"ID17",1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0
"ID18",1,1,0,0,1,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1
"ID19",1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1
"ID20",0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0
"ID21",1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ID22",0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,1,1
"ID23",0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"ID24",1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1
"ID25",1,0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1
"ID26",1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1
"ID27",0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0
"ID28",0,1,1,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,1,0
"ID29",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
"ID30",1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,0,1
"ID31",0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0
"ID32",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ID33",1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"ID34",0,1,1,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0
"ID35",1,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1
"ID36",1,0,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1
"ID37",0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1
"ID38",1,0,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1
"ID39",1,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0,1,0,0,1
"ID40",1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1
"ID41",1,0,0,0,1,0,1,1,1,1,0,1,0,1,1,0,1,1,0,1
"ID42",1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1
"ID43",1,0,0,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1
"ID44",1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1
"ID45",0,1,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0
"ID46",0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
"ID47",0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"ID48",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ID49",0,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,1
