"","Item1","Item2","Item3","Item4","Item5","Item6","Item7","Item8","Item9","Item10"
"ID1",0,0,0,1,1,1,0,0,1,1
"ID2",0,0,1,1,0,0,0,0,0,1
"ID3",0,0,0,0,0,0,0,0,0,0
"ID4",0,0,1,0,0,0,0,0,0,1
"ID5",1,0,1,0,0,0,0,0,0,1
"ID6",1,0,1,1,0,0,0,0,1,0
"ID7",0,1,1,0,1,0,0,0,1,1
"ID8",0,1,1,1,1,0,0,1,1,1
"ID9",0,1,1,1,1,1,0,1,1,0
"ID10",0,0,1,1,1,0,0,0,0,0
"ID11",0,1,0,0,1,0,0,0,1,1
"ID12",0,1,0,1,0,0,0,0,1,0
"ID13",0,1,1,0,1,1,1,1,1,1
"ID14",1,1,1,1,1,1,1,1,0,1
"ID15",0,1,1,0,1,1,0,1,1,0
"ID16",0,0,1,0,0,1,0,0,1,0
"ID17",0,1,1,1,1,0,1,1,0,1
"ID18",0,0,0,0,1,0,1,1,0,0
"ID19",0,1,1,0,0,0,0,0,0,1
"ID20",1,0,0,1,0,1,0,0,1,1
"ID21",0,0,1,0,0,0,0,0,0,1
"ID22",0,1,1,0,1,0,0,0,0,1
"ID23",1,1,1,1,1,1,1,0,0,1
"ID24",0,1,1,0,1,1,0,0,1,0
"ID25",0,0,0,1,1,0,0,0,0,0
"ID26",0,1,1,1,1,1,1,1,0,1
"ID27",0,0,1,1,0,0,0,0,1,0
"ID28",0,0,1,1,0,0,1,0,1,1
"ID29",0,0,1,0,1,0,1,0,1,1
"ID30",0,0,1,1,1,0,1,0,1,0
"ID31",0,0,1,1,1,0,1,0,1,1
"ID32",1,1,1,1,1,0,1,0,1,1
"ID33",1,0,1,1,0,0,1,0,0,1
"ID34",0,1,1,1,1,0,0,0,0,0
"ID35",0,1,0,0,1,0,0,1,1,1
"ID36",0,0,0,0,1,0,1,0,0,0
"ID37",1,0,0,0,0,0,0,0,1,1
"ID38",1,1,0,0,1,1,0,0,0,1
"ID39",1,1,1,1,1,0,1,0,0,1
"ID40",0,1,0,1,1,0,0,1,0,1
"ID41",1,1,1,1,1,1,1,1,1,1
"ID42",0,0,0,1,1,1,0,0,0,1
"ID43",0,1,0,0,1,1,1,1,0,1
"ID44",1,0,0,0,0,0,0,0,0,0
"ID45",0,0,1,1,1,0,1,0,0,1
"ID46",0,1,0,1,1,0,0,1,1,1
"ID47",1,1,1,1,1,0,1,1,1,0
"ID48",0,1,1,0,1,0,0,1,1,1
"ID49",1,1,0,0,1,0,1,1,0,1
"ID50",0,0,0,1,0,0,1,0,1,1
