"","Item1","Item2","Item3","Item4","Item5","Item6","Item7","Item8","Item9","Item10"
"ID1",1,1,0,0,0,0,0,1,1,0
"ID2",0,0,1,0,0,0,1,1,1,0
"ID3",1,0,0,1,0,0,0,0,1,0
"ID4",0,1,1,0,1,1,1,1,1,0
"ID5",0,1,0,0,0,0,1,0,0,0
"ID6",1,1,1,0,1,1,1,1,0,1
"ID7",0,0,1,0,1,0,0,1,1,1
"ID8",0,1,1,0,1,1,1,1,1,1
"ID9",0,1,1,0,0,0,0,0,1,1
"ID10",1,1,1,1,0,1,0,1,1,0
"ID11",1,1,1,0,1,1,0,1,1,1
"ID12",1,0,1,0,1,1,1,0,0,0
"ID13",1,1,1,1,0,0,1,0,0,1
"ID14",0,1,0,1,1,0,1,1,1,1
"ID15",1,0,1,1,0,0,1,0,1,1
"ID16",1,0,1,0,1,0,1,0,0,0
"ID17",0,1,1,0,0,0,1,0,1,1
"ID18",1,0,1,0,1,0,1,0,1,1
"ID19",1,1,0,0,0,0,0,0,1,1
"ID20",0,0,1,0,0,0,0,0,0,0
"ID21",0,1,1,0,0,0,0,1,1,0
"ID22",0,1,1,0,1,0,1,1,0,0
"ID23",0,0,0,0,1,1,1,1,1,0
"ID24",1,1,1,1,0,1,0,1,1,1
"ID25",1,1,1,1,1,1,1,1,0,1
"ID26",1,1,1,1,1,1,1,0,0,0
"ID27",0,0,1,0,1,0,0,1,1,1
"ID28",0,1,0,0,0,0,0,0,1,1
"ID29",0,0,0,0,0,1,0,0,0,1
"ID30",0,1,0,0,1,1,0,1,1,0
"ID31",1,0,0,1,0,0,0,0,0,1
"ID32",0,1,0,0,0,0,0,0,0,1
"ID33",0,0,0,1,0,0,0,0,0,1
"ID34",0,0,1,1,0,0,0,0,1,1
"ID35",0,0,0,0,1,1,0,0,1,0
"ID36",0,0,1,0,1,1,0,0,1,1
"ID37",0,0,1,0,0,0,1,0,0,1
"ID38",0,0,0,0,0,0,0,0,0,0
"ID39",0,1,0,0,1,1,0,1,1,1
"ID40",0,0,0,0,0,1,0,0,1,1
"ID41",0,0,1,0,1,0,0,0,0,0
"ID42",1,1,1,1,0,0,1,1,1,0
"ID43",1,1,1,0,1,1,0,1,1,0
"ID44",1,1,0,1,1,1,0,1,1,1
"ID45",0,0,1,0,0,0,1,1,0,1
"ID46",1,1,1,1,1,0,0,1,1,0
"ID47",0,1,1,0,1,0,1,1,1,0
"ID48",1,1,1,1,1,0,0,1,1,1
"ID49",0,1,0,1,0,0,0,0,0,1
"ID50",1,1,0,0,1,0,1,0,0,1
"ID51",0,0,1,0,0,1,0,0,0,0
"ID52",0,0,1,1,1,0,1,1,0,0
"ID53",0,1,0,0,0,0,1,0,1,0
"ID54",1,0,0,0,0,0,1,1,0,0
"ID55",1,1,1,0,1,0,0,1,1,0
"ID56",0,1,0,0,0,0,0,1,0,0
"ID57",0,0,0,0,1,1,1,1,1,0
"ID58",0,1,1,0,1,1,0,1,1,0
"ID59",0,0,1,0,0,1,0,0,0,0
"ID60",1,1,1,0,0,0,0,0,0,0
"ID61",0,0,1,0,1,1,1,1,1,1
"ID62",0,1,0,0,1,0,0,1,1,1
"ID63",0,0,1,0,1,1,0,0,0,0
"ID64",1,0,0,0,0,0,0,0,0,1
"ID65",0,1,1,1,0,1,0,0,1,1
"ID66",0,0,1,0,1,0,1,0,1,1
"ID67",0,1,1,0,0,1,0,1,0,1
"ID68",0,0,1,1,0,1,1,1,1,1
"ID69",0,1,0,0,0,0,1,0,0,0
"ID70",1,0,1,0,0,0,1,0,0,1
"ID71",1,0,1,1,1,1,1,1,1,1
"ID72",0,1,0,0,1,1,0,1,1,0
"ID73",1,1,1,0,1,0,0,1,1,1
"ID74",0,1,1,0,1,1,0,1,1,1
"ID75",0,0,0,0,1,0,0,1,0,0
"ID76",0,0,0,0,1,0,0,0,0,0
"ID77",0,1,1,0,1,1,1,0,1,1
"ID78",1,1,1,1,1,0,0,0,1,0
"ID79",0,1,1,0,0,0,0,1,0,0
"ID80",0,1,1,1,0,0,1,0,0,1
"ID81",0,1,0,0,0,1,1,0,1,1
"ID82",0,1,0,1,1,0,1,1,1,1
"ID83",1,1,1,1,0,1,1,1,1,0
"ID84",1,1,1,1,1,1,1,1,1,1
"ID85",0,0,1,0,1,0,0,0,0,0
"ID86",1,1,1,1,1,0,1,1,1,1
"ID87",0,1,1,0,0,0,1,0,0,0
"ID88",1,0,1,1,1,1,0,1,1,0
"ID89",0,1,1,1,0,0,0,1,1,0
"ID90",1,0,0,0,0,0,0,0,0,0
"ID91",0,0,1,0,0,0,1,0,0,1
"ID92",0,0,0,0,1,0,0,1,0,1
"ID93",0,0,1,1,0,0,0,0,0,1
"ID94",0,1,1,0,1,1,1,0,0,0
"ID95",0,0,0,0,1,0,1,0,0,1
"ID96",0,0,1,0,1,0,0,0,1,0
"ID97",0,0,1,1,0,0,0,0,0,0
"ID98",0,0,1,0,0,0,0,0,1,0
"ID99",1,1,0,0,1,1,0,1,0,0
"ID100",0,0,1,1,0,0,0,0,1,1
"ID101",0,1,1,1,1,1,1,1,1,1
"ID102",1,1,1,1,1,0,1,1,1,0
"ID103",0,0,1,0,0,0,1,0,1,1
"ID104",0,1,0,0,0,0,1,1,1,1
"ID105",0,1,1,1,0,0,1,0,0,0
"ID106",0,0,1,0,0,0,1,1,0,1
"ID107",0,1,1,0,1,1,0,1,1,0
"ID108",0,1,1,0,1,0,0,0,0,0
"ID109",0,1,1,0,1,1,1,1,1,0
"ID110",1,1,1,0,0,0,0,0,0,0
"ID111",0,0,1,1,1,1,1,0,1,0
"ID112",0,0,1,0,0,0,0,0,1,0
"ID113",0,1,1,0,0,1,1,0,1,1
"ID114",0,0,1,0,1,0,1,0,0,0
"ID115",0,1,1,1,0,1,0,1,1,0
"ID116",1,1,1,1,1,0,1,1,1,1
"ID117",0,1,0,1,0,0,1,0,0,0
"ID118",1,0,1,1,1,1,1,1,1,1
"ID119",1,0,0,0,0,0,0,0,1,0
"ID120",1,1,0,0,0,0,0,0,1,1
"ID121",0,1,1,0,0,0,1,0,1,0
"ID122",0,1,1,0,1,1,1,1,0,1
"ID123",0,0,1,1,1,1,0,1,1,1
"ID124",1,1,1,1,1,0,1,1,0,1
"ID125",0,1,1,1,1,0,0,0,0,1
"ID126",0,1,1,0,1,1,0,1,1,0
"ID127",0,0,0,0,1,0,1,0,1,0
"ID128",0,1,0,0,1,1,1,1,1,1
"ID129",0,1,1,0,1,0,1,1,1,0
"ID130",0,1,1,0,0,1,1,0,1,0
"ID131",0,1,0,0,1,1,1,0,1,0
"ID132",1,1,1,1,0,0,1,1,1,1
"ID133",0,1,1,0,1,1,1,1,0,0
"ID134",0,1,1,0,1,0,0,1,0,1
"ID135",0,1,0,0,1,1,0,0,1,1
"ID136",0,1,1,0,1,1,1,0,0,1
"ID137",0,1,1,1,1,1,1,1,1,1
"ID138",1,1,1,1,1,0,0,1,1,1
"ID139",1,1,1,0,1,0,1,1,1,1
"ID140",1,0,0,0,0,1,0,1,1,0
