,0,1,2,3,4
0,1.0,1.0,1.0,1.0,1.0
1,1.0,0.0,1.0,1.0,0.0
2,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0
4,1.0,0.0,1.0,0.0,1.0
5,1.0,1.0,1.0,1.0,1.0
6,1.0,0.0,1.0,1.0,1.0
7,1.0,1.0,1.0,1.0,1.0
8,0.0,0.0,0.0,0.0,1.0
9,0.0,0.0,1.0,0.0,1.0
10,1.0,0.0,1.0,0.0,1.0
11,1.0,1.0,1.0,0.0,1.0
12,0.0,1.0,1.0,1.0,1.0
13,1.0,0.0,0.0,1.0,1.0
14,1.0,1.0,1.0,1.0,1.0
15,0.0,0.0,0.0,0.0,1.0
16,1.0,1.0,0.0,1.0,1.0
17,1.0,1.0,1.0,1.0,1.0
18,1.0,1.0,1.0,1.0,1.0
19,0.0,0.0,0.0,1.0,1.0
20,0.0,1.0,0.0,0.0,0.0
21,1.0,0.0,1.0,1.0,1.0
22,0.0,0.0,1.0,1.0,1.0
23,0.0,0.0,1.0,1.0,1.0
24,1.0,1.0,1.0,1.0,1.0
25,1.0,0.0,0.0,1.0,0.0
26,0.0,0.0,0.0,0.0,1.0
27,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0,1.0,1.0,1.0
30,0.0,0.0,0.0,0.0,0.0
31,0.0,0.0,0.0,0.0,1.0
32,1.0,0.0,1.0,1.0,1.0
33,0.0,0.0,0.0,0.0,0.0
34,0.0,1.0,1.0,1.0,1.0
35,0.0,1.0,1.0,1.0,0.0
36,1.0,0.0,0.0,0.0,1.0
37,0.0,0.0,0.0,1.0,0.0
38,1.0,1.0,1.0,1.0,1.0
39,0.0,1.0,0.0,1.0,1.0
40,0.0,0.0,1.0,1.0,1.0
41,1.0,0.0,1.0,1.0,1.0
42,0.0,0.0,0.0,1.0,1.0
43,0.0,0.0,0.0,1.0,1.0
44,0.0,0.0,1.0,1.0,0.0
45,0.0,0.0,0.0,1.0,1.0
46,1.0,1.0,1.0,1.0,1.0
47,0.0,0.0,0.0,1.0,0.0
48,0.0,0.0,0.0,0.0,0.0
