"","Item1","Item2","Item3","Item4","Item5","Item6","Item7","Item8","Item9","Item10","Item11","Item12","Item13","Item14","Item15","Item16","Item17","Item18","Item19","Item20"
"ID1",1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1
"ID2",1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1
"ID3",1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,1,1,1
"ID4",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ID5",1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,1
"ID6",0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ID7",0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1
"ID8",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
"ID9",1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0
"ID10",0,1,1,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0
"ID11",0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1
"ID12",0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
"ID13",0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"ID14",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"ID15",1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"ID16",0,1,1,0,1,0,1,0,1,0,1,1,0,1,0,1,1,1,1,1
"ID17",0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
"ID18",0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0
"ID19",1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,1,1,0,0
"ID20",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"ID21",0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1
"ID22",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
"ID23",1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1
"ID24",1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1
"ID25",0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1
"ID26",0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"ID27",1,1,1,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1
"ID28",1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1
"ID29",0,1,0,1,0,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1
"ID30",1,1,1,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1
"ID31",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
"ID32",1,0,1,1,0,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1
"ID33",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ID34",0,0,0,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1
"ID35",1,1,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1
"ID36",0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
"ID37",0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0
"ID38",0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1
"ID39",0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"ID40",0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
"ID41",0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0
"ID42",0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0
"ID43",1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0,0,1
"ID44",0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"ID45",0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0
"ID46",0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1
"ID47",0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,1
"ID48",0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1
"ID49",0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1
"ID50",1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
"ID51",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1
"ID52",0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
"ID53",0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,1
"ID54",0,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,1,1,1,1
"ID55",0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1
"ID56",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"ID57",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ID58",1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,1
"ID59",0,0,0,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1
"ID60",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"ID61",0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1
"ID62",0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ID63",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
"ID64",1,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1
"ID65",0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
"ID66",0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"ID67",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
"ID68",0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,1
"ID69",0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
"ID70",0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"ID71",1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1
"ID72",1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1
"ID73",0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,0,0,1,1,1
"ID74",0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1
"ID75",0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1
"ID76",0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ID77",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ID78",0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,1,1,1
"ID79",0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
"ID80",0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
"ID81",0,1,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1,1,1,1
"ID82",0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1,1,1
"ID83",1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
"ID84",1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,0
"ID85",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
"ID86",0,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1
"ID87",0,1,1,1,0,0,1,0,1,0,0,1,1,1,0,0,1,1,1,1
"ID88",0,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,1,0,1
"ID89",0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1
"ID90",0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0
