,0,1,2,3,4
0,1.0,1.0,1.0,1.0,1.0
1,1.0,1.0,1.0,0.0,0.0
2,1.0,1.0,1.0,1.0,0.0
3,0.0,0.0,0.0,0.0,0.0
4,1.0,1.0,1.0,1.0,0.0
5,0.0,0.0,0.0,0.0,0.0
6,1.0,1.0,1.0,1.0,1.0
7,1.0,0.0,0.0,0.0,0.0
8,1.0,1.0,1.0,1.0,0.0
9,1.0,1.0,1.0,1.0,1.0
10,1.0,1.0,1.0,1.0,1.0
11,0.0,0.0,0.0,0.0,1.0
12,0.0,1.0,0.0,0.0,1.0
13,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,0.0
15,1.0,1.0,1.0,1.0,0.0
16,0.0,0.0,0.0,0.0,0.0
17,1.0,1.0,1.0,0.0,1.0
18,1.0,1.0,1.0,0.0,1.0
19,0.0,0.0,0.0,0.0,0.0
20,0.0,1.0,0.0,1.0,1.0
21,0.0,0.0,0.0,0.0,0.0
22,1.0,1.0,1.0,1.0,1.0
23,1.0,1.0,1.0,1.0,0.0
24,1.0,1.0,1.0,1.0,1.0
25,1.0,0.0,0.0,0.0,0.0
26,1.0,1.0,1.0,1.0,0.0
27,1.0,1.0,1.0,1.0,0.0
28,1.0,1.0,1.0,1.0,1.0
29,1.0,1.0,1.0,1.0,0.0
30,0.0,0.0,0.0,0.0,0.0
31,1.0,1.0,1.0,1.0,0.0
32,0.0,0.0,0.0,0.0,0.0
33,1.0,1.0,1.0,1.0,1.0
34,1.0,0.0,0.0,0.0,1.0
35,0.0,0.0,0.0,0.0,0.0
36,0.0,0.0,0.0,0.0,0.0
37,1.0,0.0,0.0,1.0,0.0
38,0.0,0.0,0.0,0.0,1.0
39,1.0,1.0,1.0,1.0,1.0
40,0.0,0.0,0.0,0.0,0.0
41,1.0,0.0,0.0,0.0,0.0
42,1.0,1.0,1.0,1.0,0.0
43,0.0,0.0,0.0,0.0,0.0
44,0.0,0.0,0.0,0.0,0.0
45,1.0,1.0,1.0,1.0,1.0
46,0.0,1.0,1.0,1.0,1.0
47,1.0,1.0,1.0,1.0,0.0
48,1.0,1.0,1.0,1.0,0.0
49,1.0,1.0,1.0,1.0,1.0
50,0.0,0.0,0.0,0.0,0.0
51,0.0,0.0,0.0,0.0,0.0
52,1.0,1.0,1.0,1.0,1.0
53,1.0,1.0,1.0,1.0,1.0
54,1.0,1.0,1.0,1.0,1.0
55,0.0,0.0,0.0,0.0,0.0
56,0.0,0.0,0.0,0.0,0.0
57,1.0,1.0,1.0,1.0,1.0
58,1.0,1.0,1.0,1.0,1.0
59,0.0,0.0,0.0,0.0,0.0
60,0.0,0.0,0.0,0.0,0.0
61,0.0,0.0,0.0,0.0,0.0
62,0.0,0.0,0.0,0.0,0.0
63,1.0,1.0,1.0,1.0,0.0
64,0.0,0.0,0.0,0.0,0.0
65,1.0,0.0,0.0,0.0,0.0
66,0.0,0.0,0.0,0.0,0.0
67,1.0,1.0,1.0,1.0,0.0
68,1.0,1.0,1.0,1.0,1.0
69,0.0,0.0,0.0,0.0,0.0
70,1.0,1.0,1.0,1.0,1.0
71,1.0,1.0,1.0,1.0,1.0
72,1.0,1.0,1.0,1.0,0.0
73,1.0,1.0,1.0,1.0,1.0
74,0.0,1.0,0.0,1.0,1.0
75,0.0,0.0,0.0,0.0,0.0
76,0.0,0.0,0.0,0.0,0.0
77,1.0,1.0,1.0,1.0,0.0
78,0.0,0.0,0.0,0.0,0.0
79,0.0,0.0,0.0,0.0,0.0
80,1.0,1.0,1.0,1.0,0.0
81,1.0,1.0,1.0,1.0,0.0
82,0.0,0.0,0.0,1.0,0.0
83,1.0,1.0,1.0,1.0,1.0
84,0.0,0.0,0.0,0.0,0.0
85,1.0,1.0,1.0,1.0,1.0
86,1.0,1.0,1.0,1.0,0.0
87,1.0,1.0,1.0,1.0,1.0
88,1.0,1.0,1.0,1.0,0.0
89,1.0,1.0,0.0,0.0,1.0
90,1.0,0.0,1.0,0.0,0.0
91,1.0,1.0,1.0,1.0,0.0
92,0.0,0.0,0.0,0.0,0.0
93,1.0,1.0,1.0,1.0,1.0
94,1.0,1.0,1.0,1.0,0.0
95,1.0,0.0,1.0,0.0,0.0
96,1.0,1.0,1.0,1.0,1.0
97,0.0,0.0,1.0,1.0,0.0
98,1.0,0.0,0.0,0.0,0.0
99,0.0,0.0,0.0,0.0,0.0
