"","Item1","Item2","Item3","Item4","Item5","Item6","Item7","Item8","Item9","Item10"
"ID1",0,1,1,1,0,1,1,0,1,0
"ID2",0,1,1,1,1,1,1,1,1,0
"ID3",1,1,1,1,1,1,1,1,1,1
"ID4",1,1,0,0,1,1,0,1,1,1
"ID5",0,0,1,0,0,0,1,0,0,0
"ID6",0,0,1,0,0,0,1,0,1,0
"ID7",0,0,1,1,0,0,1,0,0,0
"ID8",0,1,1,1,0,0,0,0,0,0
"ID9",0,1,1,1,1,1,1,1,1,0
"ID10",0,0,1,0,0,0,1,0,0,0
"ID11",0,0,0,0,0,0,0,0,0,0
"ID12",0,0,1,1,0,0,1,0,0,0
"ID13",1,0,1,1,0,0,1,0,0,0
"ID14",0,0,1,1,0,0,1,0,0,0
"ID15",0,1,1,1,1,0,1,1,1,1
"ID16",1,1,1,1,0,0,1,0,0,0
"ID17",0,0,1,1,0,0,1,0,0,0
"ID18",0,0,1,1,1,0,1,0,0,0
"ID19",0,1,1,1,1,0,1,1,0,1
"ID20",0,0,1,1,0,0,1,0,1,1
"ID21",0,0,1,0,0,0,1,0,0,0
"ID22",0,0,1,0,1,0,1,0,1,0
"ID23",0,1,1,1,1,0,1,1,1,0
"ID24",0,0,0,0,0,0,0,0,0,0
"ID25",1,0,1,1,1,1,1,0,0,0
"ID26",0,0,1,0,0,0,1,0,1,0
"ID27",0,0,0,0,1,0,0,0,0,0
"ID28",0,1,1,0,1,0,1,0,1,0
"ID29",0,1,1,0,0,0,1,0,1,0
"ID30",0,1,1,0,1,1,0,1,1,0
"ID31",0,0,1,1,0,0,1,0,0,0
"ID32",0,0,1,0,0,0,1,1,0,1
"ID33",0,0,1,1,1,1,1,1,1,0
"ID34",0,0,1,1,1,0,0,0,1,0
"ID35",0,0,1,0,1,0,1,1,1,0
"ID36",0,0,1,1,1,0,1,1,0,1
"ID37",0,0,0,0,0,1,0,0,0,0
"ID38",1,1,1,1,0,1,1,1,1,1
"ID39",1,1,1,1,1,1,1,1,1,1
"ID40",0,1,1,0,1,0,1,1,1,0
"ID41",0,1,1,1,1,0,1,0,1,1
"ID42",0,1,1,1,1,1,1,1,1,0
"ID43",1,1,1,1,1,0,1,0,0,1
"ID44",0,1,1,1,1,1,1,0,1,0
"ID45",0,0,1,0,0,0,0,1,0,0
"ID46",1,0,1,0,0,0,1,0,0,1
"ID47",0,1,1,1,1,0,1,1,1,0
"ID48",0,0,1,1,0,0,1,1,0,1
"ID49",0,1,0,0,1,0,0,1,1,0
"ID50",0,0,1,1,0,0,1,0,1,0
