"","Item1","Item2","Item3","Item4","Item5","Item6","Item7","Item8","Item9","Item10"
"ID1",0,1,1,0,0,0,1,1,1,1
"ID2",1,1,1,0,0,0,0,0,1,1
"ID3",0,1,1,0,1,1,1,1,1,1
"ID4",0,1,1,0,1,1,0,0,1,1
"ID5",0,1,1,1,0,1,0,0,0,1
"ID6",0,1,1,0,1,1,1,1,1,1
"ID7",0,1,1,1,1,1,0,1,1,1
"ID8",0,1,1,0,0,0,1,1,0,0
"ID9",0,1,1,1,1,1,1,0,1,1
"ID10",1,1,1,1,0,0,1,0,0,1
"ID11",1,0,1,0,0,0,1,0,1,0
"ID12",0,0,0,0,0,0,0,1,0,0
"ID13",0,0,0,0,0,0,0,0,0,1
"ID14",0,0,1,0,1,0,0,1,1,1
"ID15",0,1,0,0,1,0,1,0,0,1
"ID16",0,0,1,0,0,0,1,1,1,0
"ID17",0,1,1,0,1,0,0,0,0,0
"ID18",1,0,0,1,1,0,0,1,0,1
"ID19",1,1,1,1,1,0,1,1,1,1
"ID20",0,0,0,1,1,0,0,0,1,0
"ID21",1,0,1,1,0,0,1,1,0,1
"ID22",1,1,0,1,1,1,1,1,1,0
"ID23",0,0,1,0,1,1,0,0,0,1
"ID24",0,1,0,0,1,1,1,1,1,0
"ID25",1,1,1,0,1,0,1,1,1,0
"ID26",0,0,1,1,0,0,1,0,0,0
"ID27",1,0,1,1,0,0,1,0,0,1
"ID28",0,0,1,0,1,0,1,0,0,1
"ID29",0,0,0,1,1,0,0,1,0,1
"ID30",1,0,0,1,1,0,0,0,1,0
"ID31",0,1,1,0,1,1,1,1,1,1
"ID32",0,0,1,0,1,0,0,1,1,0
"ID33",0,0,1,1,1,0,1,0,1,0
"ID34",1,0,1,1,1,1,1,1,1,0
"ID35",1,1,1,1,0,1,1,0,1,0
"ID36",0,0,0,0,1,1,1,0,1,1
"ID37",1,1,1,1,1,1,1,1,1,1
"ID38",0,0,1,0,1,1,1,0,0,0
"ID39",1,0,0,0,1,0,1,0,0,0
"ID40",1,1,1,1,0,0,0,0,0,0
"ID41",0,0,1,0,1,1,1,0,1,1
"ID42",1,0,1,1,1,1,1,0,1,1
"ID43",0,1,1,0,1,0,1,0,1,0
"ID44",1,0,1,0,1,1,0,1,0,1
"ID45",0,1,1,0,1,1,0,1,1,0
"ID46",0,0,0,0,0,0,1,0,0,0
"ID47",1,1,0,0,0,0,0,0,0,0
"ID48",0,0,1,1,0,0,1,0,1,1
"ID49",1,0,0,1,1,1,0,1,1,0
"ID50",1,0,1,0,0,0,1,0,1,1
"ID51",1,1,1,1,1,1,1,1,1,1
"ID52",0,1,1,0,1,0,1,1,1,0
"ID53",0,0,0,1,0,0,1,0,1,0
"ID54",0,1,1,1,1,0,0,1,0,0
"ID55",0,1,0,0,0,0,0,1,0,0
"ID56",0,0,1,0,1,0,1,0,0,0
"ID57",0,0,1,1,0,0,0,0,1,0
"ID58",1,1,1,0,0,0,1,0,0,0
"ID59",0,0,1,0,0,0,1,0,0,0
"ID60",0,1,1,1,1,0,1,0,1,1
"ID61",0,0,1,1,1,0,1,0,1,1
"ID62",0,1,1,0,0,1,0,0,0,0
"ID63",0,1,1,0,1,1,1,0,1,0
"ID64",0,1,1,0,1,1,0,1,1,0
"ID65",1,0,1,0,1,0,1,0,1,1
"ID66",0,1,1,1,1,1,1,1,1,1
"ID67",0,1,1,0,1,1,1,1,1,1
"ID68",1,0,1,1,0,1,1,0,0,1
"ID69",0,0,0,0,1,1,1,1,1,0
"ID70",0,1,1,1,1,0,0,0,1,0
"ID71",0,1,1,1,1,1,1,0,1,1
"ID72",1,1,1,1,1,1,1,1,1,1
"ID73",1,1,0,0,0,1,1,0,1,1
"ID74",0,0,1,1,1,1,1,0,0,1
"ID75",0,0,1,1,1,0,0,1,1,0
"ID76",0,0,1,0,0,0,1,0,0,0
"ID77",0,1,1,0,1,0,1,1,1,1
"ID78",1,0,1,0,1,1,0,1,0,1
"ID79",0,0,0,0,1,1,1,0,1,1
"ID80",1,0,1,1,1,1,1,1,1,0
"ID81",1,1,1,0,1,1,0,1,1,0
"ID82",0,0,1,1,0,1,1,1,1,1
"ID83",0,0,1,0,1,0,0,0,0,1
"ID84",0,1,1,1,1,0,0,1,1,0
"ID85",0,1,1,1,1,0,1,1,0,0
"ID86",0,1,0,0,1,0,0,1,0,0
"ID87",1,1,1,0,1,1,1,1,1,0
"ID88",0,1,1,1,1,1,1,1,1,0
"ID89",0,1,0,0,0,1,0,0,0,1
"ID90",0,1,1,0,1,1,1,0,1,0
"ID91",0,1,0,0,1,1,0,1,0,1
"ID92",0,0,1,0,0,0,0,0,0,1
"ID93",0,0,1,1,0,0,1,0,0,0
"ID94",0,1,1,0,1,1,0,1,1,0
"ID95",1,1,1,0,1,1,0,1,1,1
"ID96",0,0,0,0,0,0,0,1,0,1
"ID97",0,0,0,1,0,0,0,0,0,0
"ID98",0,0,1,0,1,1,1,0,1,1
"ID99",0,1,1,0,1,0,0,0,1,1
"ID100",0,0,1,0,1,0,0,0,0,0
