"","Item1","Item2","Item3","Item4","Item5","Item6","Item7","Item8","Item9","Item10","Item11","Item12","Item13","Item14","Item15","Item16","Item17","Item18","Item19","Item20"
"ID1",0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0
"ID2",1,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0
"ID3",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
"ID4",0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0
"ID5",1,0,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0
"ID6",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"ID7",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
"ID8",1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0
"ID9",0,1,0,0,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0
"ID10",1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0
"ID11",0,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0
"ID12",0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0
"ID13",0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0
"ID14",1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1
"ID15",0,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0
"ID16",1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0
"ID17",0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0
"ID18",0,1,0,1,1,1,0,0,1,1,1,1,0,1,1,0,1,0,1,0
"ID19",0,1,0,0,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0
"ID20",0,1,0,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0
"ID21",1,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0
"ID22",1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0
"ID23",0,1,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,1,1,0
"ID24",0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0
"ID25",1,1,1,0,1,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0
"ID26",1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"ID27",1,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0
"ID28",0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0
"ID29",1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0
"ID30",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"ID31",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ID32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ID33",1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0
"ID34",1,1,0,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0
"ID35",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0
"ID36",0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0
"ID37",0,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0
"ID38",1,1,0,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0
"ID39",0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0
"ID40",0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0
"ID41",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ID42",1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"ID43",1,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0
"ID44",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0
"ID45",0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0
"ID46",0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,0
"ID47",1,1,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0
"ID48",0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0
"ID49",1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0
"ID50",0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0
"ID51",1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1
"ID52",0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,0,1,1
"ID53",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ID54",0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0
"ID55",1,1,0,0,1,0,0,0,1,0,1,1,0,1,1,0,1,0,1,0
"ID56",1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
"ID57",0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0
"ID58",0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0
"ID59",0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
"ID60",0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0
"ID61",1,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0
"ID62",1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0
"ID63",0,1,1,0,1,0,1,1,1,0,1,0,0,1,1,1,1,1,0,0
"ID64",0,1,1,0,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0
"ID65",0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0
"ID66",1,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0
"ID67",0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0
"ID68",1,1,0,0,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0
"ID69",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ID70",0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0
"ID71",1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0
"ID72",1,1,0,0,1,0,1,1,0,1,1,0,0,1,1,1,1,1,0,0
"ID73",0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0
"ID74",1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1
"ID75",1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,1,0
"ID76",0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0
"ID77",1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0
"ID78",0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0
"ID79",0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0
"ID80",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ID81",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ID82",1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1
"ID83",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"ID84",0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0
"ID85",1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1
"ID86",1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,1,1,1,1
"ID87",1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,0,0,1
"ID88",0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,1,1,1,0,0
"ID89",1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0
"ID90",0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0
"ID91",1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0
"ID92",0,0,0,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0,0
"ID93",0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0
"ID94",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1
"ID95",0,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0
"ID96",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"ID97",0,1,0,0,1,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0
"ID98",0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0
"ID99",0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0
"ID100",1,1,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,0
