"","Item1","Item2","Item3","Item4","Item5","Item6","Item7","Item8","Item9","Item10"
"ID1",0,1,1,1,1,0,0,0,1,0
"ID2",0,1,0,0,0,0,0,0,1,0
"ID3",1,0,0,0,0,0,1,1,0,1
"ID4",0,1,0,0,1,0,0,1,0,0
"ID5",0,1,0,1,1,1,0,0,0,0
"ID6",0,0,1,1,1,0,0,0,0,0
"ID7",0,1,1,1,1,0,1,1,1,1
"ID8",0,0,0,1,0,1,0,1,1,0
"ID9",0,0,0,0,1,0,1,0,0,1
"ID10",0,0,0,0,1,0,1,0,1,0
"ID11",0,1,0,0,0,0,0,0,1,0
"ID12",0,1,0,0,1,0,0,1,1,0
"ID13",0,0,0,0,0,0,1,0,0,0
"ID14",0,1,1,1,0,0,0,1,1,1
"ID15",0,0,0,1,0,0,1,1,0,0
"ID16",0,1,1,0,1,0,1,0,1,1
"ID17",0,0,1,1,1,0,0,0,0,1
"ID18",0,0,0,0,1,0,1,0,1,0
"ID19",1,1,1,1,1,1,1,1,0,0
"ID20",0,1,1,1,1,1,1,0,1,0
"ID21",0,1,1,1,1,0,1,0,1,0
"ID22",1,0,1,1,0,0,1,0,1,1
"ID23",0,1,1,1,1,1,0,1,1,1
"ID24",0,0,1,1,1,1,1,0,1,0
"ID25",0,1,0,0,0,0,0,0,0,0
"ID26",0,1,1,0,1,0,0,0,1,1
"ID27",0,0,0,0,0,0,0,0,0,0
"ID28",0,1,1,0,1,0,1,1,1,0
"ID29",0,1,1,1,1,0,1,1,0,0
"ID30",0,0,1,0,1,0,0,0,0,0
"ID31",1,1,0,1,1,1,0,1,1,0
"ID32",0,1,1,0,1,0,0,1,1,0
"ID33",0,0,0,0,1,0,1,1,1,1
"ID34",0,1,0,1,1,0,0,0,1,1
"ID35",0,1,1,1,1,1,1,1,1,0
"ID36",0,1,1,1,1,0,0,0,1,0
"ID37",1,1,1,1,1,1,0,1,0,1
"ID38",0,1,1,0,1,0,0,1,1,1
"ID39",1,1,1,0,1,0,0,1,0,0
"ID40",0,1,1,0,1,1,0,0,1,0
"ID41",1,0,1,1,1,1,1,0,0,1
"ID42",0,1,1,0,1,0,0,0,1,0
"ID43",0,1,0,0,1,0,0,0,1,0
