"","Item1","Item2","Item3","Item4","Item5","Item6","Item7","Item8","Item9","Item10","Item11","Item12","Item13","Item14","Item15","Item16","Item17","Item18","Item19","Item20"
"ID1",1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
"ID2",0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1
"ID3",1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
"ID4",0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
"ID5",1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
"ID6",0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
"ID7",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"ID8",1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1
"ID9",0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0
"ID10",0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
"ID11",1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,1,0
"ID12",0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0
"ID13",0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0
"ID14",0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,1,0
"ID15",0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1
"ID16",1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0
"ID17",0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
"ID18",0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1
"ID19",0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1
"ID20",0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
"ID21",1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
"ID22",0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0
"ID23",0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1
"ID24",0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1
"ID25",0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0
"ID26",0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0
"ID27",0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1
"ID28",0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0
"ID29",0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0
"ID30",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ID31",0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,0
"ID32",0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,1
"ID33",0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,0
"ID34",0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"ID35",0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
"ID36",0,1,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1
"ID37",0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,1,0
"ID38",0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0
"ID39",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"ID40",0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1
"ID41",0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
"ID42",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ID43",0,0,1,1,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0
"ID44",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"ID45",0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1
"ID46",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
